"","date","locality","site","bar","station","tran_length","elev_m"
"1400","12/6/2010","CR","O",1,"CRO1","40",-0.002
"1401","12/6/2010","CR","O",1,"CRO1","47.5",-0.102
"1402","12/6/2010","CR","O",1,"CRO1","32.5",0.098
"1403","12/6/2010","CR","O",1,"CRO1","52.5",-0.162
"1404","12/6/2010","CR","O",1,"CRO1","55",-0.162
"1405","12/6/2010","CR","O",1,"CRO1","7.5",0.098
"1406","12/6/2010","CR","O",1,"CRO1","25",0.168
"1407","12/6/2010","CR","O",1,"CRO1","60",-0.162
"1408","12/6/2010","CR","O",1,"CRO1","62.5",-0.162
"1409","12/6/2010","CR","O",1,"CRO1","2.5",-0.342
"1410","12/6/2010","CR","O",1,"CRO1","5",-0.077
"1411","12/6/2010","CR","O",2,"CRO2","10",0.098
"1412","12/6/2010","CR","O",2,"CRO2","2.5",-0.127
"1413","12/6/2010","CR","O",2,"CRO2","40",-0.217
"1414","12/6/2010","CR","O",2,"CRO2","42.5",-0.217
"1415","12/6/2010","CR","O",2,"CRO2","45",-0.217
"1416","12/6/2010","CR","O",2,"CRO2","5",0.083
"1417","12/6/2010","CR","O",2,"CRO2","7.5",0.193
"1418","12/6/2010","CR","O",2,"CRO2","12.5",0.083
"1419","12/6/2010","CR","O",2,"CRO2","35",-0.217
"1420","12/6/2010","CR","O",2,"CRO2","15",0.078
"1421","12/6/2010","CR","O",2,"CRO2","32.5",-0.217
"1422","12/6/2010","CR","O",2,"CRO2","22.5",0.003
"1423","12/6/2010","CR","O",2,"CRO2","17.5",0.068
"1424","12/6/2010","CR","O",2,"CRO2","27.5",-0.217
"1425","12/6/2010","CR","O",2,"CRO2","37.5",-0.217
"1426","12/6/2010","CR","O",2,"CRO2","20",0.043
"1427","12/6/2010","CR","O",2,"CRO2","25",-0.217
"1428","12/6/2010","CR","O",2,"CRO2","30",-0.217
"1429","12/6/2010","CR","O",3,"CRO3","17.5",-0.083
"1430","12/6/2010","CR","O",3,"CRO3","5",-0.098
"1431","12/6/2010","CR","O",3,"CRO3","10",-0.113
"1432","12/6/2010","CR","O",3,"CRO3","15",-0.113
"1433","12/6/2010","CR","O",3,"CRO3","2.5",-0.493
"1434","12/6/2010","CR","O",3,"CRO3","27.5",-0.543
"1435","12/6/2010","CR","O",3,"CRO3","30",-0.588
"1436","12/6/2010","CR","O",3,"CRO3","35",-0.713
"1437","12/6/2010","CR","O",3,"CRO3","37.5",-0.753
"1438","12/6/2010","CR","O",3,"CRO3","40",-0.783
"1439","12/6/2010","CR","O",3,"CRO3","25",-0.513
"1440","12/6/2010","CR","O",3,"CRO3","7.5",-0.133
"1441","12/6/2010","CR","O",3,"CRO3","32.5",-0.643
"1442","12/6/2010","CR","O",3,"CRO3","12.5",-0.113
"1443","12/6/2010","CR","O",3,"CRO3","20",-0.188
"1444","12/6/2010","CR","O",3,"CRO3","22.5",-0.323
"1445","12/6/2010","CR ","N",2,"CRN2","10",-0.023
"1446","12/6/2010","CR ","N",2,"CRN2","15",-0.128
"1447","12/6/2010","CR ","N",2,"CRN2","7.5",-0.348
"1448","12/6/2010","CR ","N",2,"CRN2","21.64",-0.468
"1449","12/6/2010","CR ","N",2,"CRN2","12.5",0.232
"1450","12/6/2010","CR ","N",2,"CRN2","5",-0.438
"1451","12/6/2010","CR ","N",2,"CRN2","20",-0.468
"1452","12/6/2010","CR ","N",2,"CRN2","17.5",-0.288
"1453","12/6/2010","CR ","N",2,"CRN2","2.5",-0.593
"1454","12/7/2010","LC","I",1,"LCI1","20",-0.115
"1455","12/7/2010","LC","I",1,"LCI1","7.5",0.195
"1456","12/7/2010","LC","I",1,"LCI1","2.5",-0.165
"1457","12/7/2010","LC","I",1,"LCI1","12.5",0.235
"1458","12/7/2010","LC","I",1,"LCI1","10",0.225
"1459","12/7/2010","LC","I",1,"LCI1","5",0.07
"1460","12/7/2010","LC","I",1,"LCI1","17.5",0.18
"1461","12/7/2010","LC","I",1,"LCI1","15",0.245
"1462","12/7/2010","LC","I",2,"LCI2","20.29",-0.087
"1463","12/7/2010","LC","I",2,"LCI2","20",-0.087
"1464","12/7/2010","LC","I",2,"LCI2","2.5",-0.147
"1465","12/7/2010","LC","I",2,"LCI2","7.5",0.123
"1466","12/7/2010","LC","I",2,"LCI2","12.5",0.103
"1467","12/7/2010","LC","I",2,"LCI2","17.5",0.033
"1468","12/7/2010","LC","I",2,"LCI2","5",0.073
"1469","12/7/2010","LC","I",2,"LCI2","10",0.123
"1470","12/7/2010","LC","I",2,"LCI2","15",0.063
"1471","12/7/2010","LC","I",3,"LCI3","20",0.109
"1472","12/7/2010","LC","I",3,"LCI3","2.5",0.129
"1473","12/7/2010","LC","I",3,"LCI3","5",0.389
"1474","12/7/2010","LC","I",3,"LCI3","7.5",0.469
"1475","12/7/2010","LC","I",3,"LCI3","10",0.439
"1476","12/7/2010","LC","I",3,"LCI3","17.5",0.309
"1477","12/7/2010","LC","I",3,"LCI3","12.5",0.439
"1478","12/7/2010","LC","I",3,"LCI3","15",0.419
"1479","12/7/2010","LC","N",1,"LCN1","10",0.062
"1480","12/7/2010","LC","N",1,"LCN1","12.3",0.062
"1481","12/7/2010","LC","N",1,"LCN1","7.5",-0.003
"1482","12/7/2010","LC","N",1,"LCN1","5",-0.023
"1483","12/7/2010","LC","N",1,"LCN1","2.5",-0.093
"1484","12/7/2010","LC","N",2,"LCN2","15",0.266
"1485","12/7/2010","LC","N",2,"LCN2","5",0.106
"1486","12/7/2010","LC","N",2,"LCN2","17.7",0.106
"1487","12/7/2010","LC","N",2,"LCN2","2.5",0.071
"1488","12/7/2010","LC","N",2,"LCN2","7.5",0.196
"1489","12/7/2010","LC","N",2,"LCN2","12.5",0.236
"1490","12/7/2010","LC","N",2,"LCN2","10",0.226
"1491","12/7/2010","LC","N",3,"LCN6","10",-0.01
"1492","12/7/2010","LC","N",3,"LCN6","12.5",-0.04
"1493","12/7/2010","LC","N",3,"LCN6","22.5",-0.35
"1494","12/7/2010","LC","N",3,"LCN6","27.5",-0.445
"1495","12/7/2010","LC","N",3,"LCN6","30",-0.52
"1496","12/7/2010","LC","N",3,"LCN6","32.6",-0.6
"1497","12/7/2010","LC","N",3,"LCN6","2.5",-0.61
"1498","12/7/2010","LC","N",3,"LCN6","7.5",-0.1
"1499","12/7/2010","LC","N",3,"LCN6","17.5",-0.19
"1500","12/7/2010","LC","N",3,"LCN6","25",-0.41
"1501","12/7/2010","LC","N",3,"LCN6","15",-0.08
"1502","12/7/2010","LC","N",3,"LCN6","5",-0.28
"1503","12/7/2010","LC","N",3,"LCN6","20",-0.3
"1535","12/8/2010","HB","I",1,"HBI1","5",-0.245
"1536","12/8/2010","HB","I",1,"HBI1","10",-0.07
"1537","12/8/2010","HB","I",1,"HBI1","15",-0.025
"1538","12/8/2010","HB","I",1,"HBI1","20",-0.015
"1539","12/8/2010","HB","I",1,"HBI1","17.5",-0.015
"1540","12/8/2010","HB","I",1,"HBI1","7.5",-0.135
"1541","12/8/2010","HB","I",1,"HBI1","25",-0.03
"1542","12/8/2010","HB","I",1,"HBI1","2.5",-0.535
"1543","12/8/2010","HB","I",1,"HBI1","12.5",-0.05
"1544","12/8/2010","HB","I",1,"HBI1","22.5",-0.025
"1545","12/8/2010","HB","I",1,"HBI1","27.5",-0.055
"1546","12/8/2010","HB","I",1,"HBI1","30",-0.125
"1547","12/8/2010","HB","I",1,"HBI1","32.5",-0.335
"1548","12/8/2010","HB","I",2,"HBI2","17.5",-0.393
"1549","12/8/2010","HB","I",2,"HBI2","7.5",-0.058
"1550","12/8/2010","HB","I",2,"HBI2","2.5",-0.253
"1551","12/8/2010","HB","I",2,"HBI2","5",-0.083
"1552","12/8/2010","HB","I",2,"HBI2","12.5",-0.093
"1553","12/8/2010","HB","I",2,"HBI2","10",-0.053
"1554","12/8/2010","HB","I",2,"HBI2","15",-0.213
"1555","12/8/2010","HB","I",3,"HBI3","26",-0.472
"1556","12/8/2010","HB","I",3,"HBI3","22.5",-0.152
"1557","12/8/2010","HB","I",3,"HBI3","17.5",0.088
"1558","12/8/2010","HB","I",3,"HBI3","20",-0.002
"1559","12/8/2010","HB","I",3,"HBI3","25",-0.472
"1560","12/8/2010","HB","I",3,"HBI3","2.5",-0.572
"1561","12/8/2010","HB","I",3,"HBI3","5",-0.352
"1562","12/8/2010","HB","I",3,"HBI3","7.5",-0.162
"1563","12/8/2010","HB","I",3,"HBI3","12.5",0.063
"1564","12/8/2010","HB","I",3,"HBI3","15",0.098
"1565","12/8/2010","HB","I",3,"HBI3","10",0.048
"1566","12/8/2010","HB","N",1,"HBN1","5",-0.46
"1567","12/8/2010","HB","N",1,"HBN1","2.5",-0.565
"1568","12/8/2010","HB","N",1,"HBN1","18.1",-0.6
"1569","12/8/2010","HB","N",1,"HBN1","12.5",-0.45
"1570","12/8/2010","HB","N",1,"HBN1","10",-0.445
"1571","12/8/2010","HB","N",1,"HBN1","15",-0.58
"1572","12/8/2010","HB","N",1,"HBN1","7.5",-0.48
"1573","12/8/2010","HB","N",2,"HBN2","20",-0.436
"1574","12/8/2010","HB","N",2,"HBN2","22.5",-0.441
"1575","12/8/2010","HB","N",2,"HBN2","15",-0.496
"1576","12/8/2010","HB","N",2,"HBN2","17.5",-0.496
"1577","12/8/2010","HB","N",2,"HBN2","10",-0.551
"1578","12/8/2010","HB","N",2,"HBN2","5",-0.591
"1579","12/8/2010","HB","N",2,"HBN2","2.5",-0.626
"1580","12/8/2010","HB","N",2,"HBN2","7.5",-0.566
"1581","12/8/2010","HB","N",2,"HBN2","12.5",-0.536
"1598","12/8/2010","HB","O",1,"HBO1","7.5",-0.505
"1599","12/8/2010","HB","O",1,"HBO1","2.5",-0.525
"1600","12/8/2010","HB","O",1,"HBO1","31.2",-0.525
"1601","12/8/2010","HB","O",1,"HBO1","5",-0.53
"1602","12/8/2010","HB","O",1,"HBO1","10",-0.575
"1603","12/8/2010","HB","O",1,"HBO1","22.5",-0.745
"1604","12/8/2010","HB","O",1,"HBO1","15",-0.915
"1605","12/8/2010","HB","O",1,"HBO1","27.5",-0.555
"1606","12/8/2010","HB","O",1,"HBO1","25",-0.605
"1607","12/8/2010","HB","O",1,"HBO1","20",-0.855
"1608","12/8/2010","HB","O",1,"HBO1","17.5",-0.915
"1609","12/8/2010","HB","O",1,"HBO1","30",-0.545
"1610","12/8/2010","HB","O",1,"HBO1","12.5",-0.765
