field_point,easting,northing,elev_m,date,year,month,day,locality,site,bar,station,transect,tran_length,collector,type,gear
3213,296019.6593,3236808.072,-0.5846064,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3214,296020.3794,3236808.554,-0.574548,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3215,296021.1308,3236809.193,-0.565404,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3216,296021.6421,3236809.496,-0.6022848,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3217,296022.5528,3236810.773,-0.6022848,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3218,296023.3675,3236811.004,-0.5864352,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3219,296024.4992,3236811.216,-0.5986272,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3220,296025.3942,3236811.681,-0.6077712,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3221,296026.1814,3236811.882,-0.6074664,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3222,296026.887,3236812.011,-1.193292,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3223,296034.6181,3236797.458,-1.0494264,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3224,296034.3238,3236797.413,-0.5605272,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3225,296033.7239,3236797.089,-0.5431536,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3226,296033.114,3236796.629,-0.5733288,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3227,296032.3549,3236796.44,-0.59436,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3228,296031.3996,3236796.296,-0.5894832,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3229,296030.7116,3236795.758,-0.55626,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3230,296029.9855,3236795.65,-0.5157216,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3231,296029.6381,3236794.98,-0.5178552,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3232,296029.027,3236794.524,-0.5477256,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3233,296028.5008,3236793.373,-0.589788,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3234,296027.3212,3236792.915,-0.5922264,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3235,296026.9342,3236792.643,-1.034796,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3236,296029.0662,3236788.474,-1.0680192,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3237,296029.4805,3236788.726,-0.611124,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3238,296029.9207,3236789.016,-0.5998464,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3239,296030.4059,3236789.794,-0.5279136,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3240,296031.0366,3236789.9,-0.5529072,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3241,296031.3464,3236790.52,-0.52578,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3242,296032.0062,3236790.967,-0.5367528,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3243,296032.3468,3236791.417,-0.5849112,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3244,296033.3283,3236791.589,-0.5702808,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3245,296034.0986,3236792.522,-0.4751832,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3246,296034.7563,3236792.183,-0.5382768,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3247,296035.4533,3236792.314,-0.460248,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3248,296036.0958,3236792.732,-0.5407152,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3249,296036.5583,3236792.644,-0.5855208,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3250,296037.0824,3236792.76,-1.0436352,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3251,296039.2283,3236788.649,-1.0442448,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3252,296038.5873,3236788.295,-0.5602224,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3253,296038.2847,3236788.018,-0.5193792,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3254,296037.7043,3236787.661,-0.5647944,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3255,296037.2421,3236787.438,-0.483108,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3256,296036.3808,3236787.023,-0.600456,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3257,296035.7858,3236786.63,-0.539496,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3258,296035.072,3236786.385,-0.566928,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3259,296034.4306,3236785.886,-0.5818632,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3260,296033.7349,3236785.517,-0.5809488,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3261,296033.1588,3236785.511,-0.5870448,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3262,296032.5466,3236784.897,-0.5507736,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3263,296031.6047,3236784.567,-0.562356,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3264,296030.9644,3236784.121,-1.083564,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3265,296033.1131,3236780.404,-1.0860024,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3266,296033.8418,3236780.674,-0.5754624,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3267,296034.3616,3236780.903,-0.54864,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3268,296034.8242,3236781.141,-0.5827776,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3269,296035.5882,3236781.755,-0.5629656,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3270,296036.6192,3236782.413,-0.5321808,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3271,296036.9627,3236782.799,-0.5663184,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3272,296037.8439,3236782.765,-0.5687568,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3273,296038.5595,3236783.211,-0.4590288,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3274,296039.6942,3236783.875,-0.51816,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3275,296040.5165,3236784.327,-0.5678424,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3276,296041.2426,3236784.833,-1.0235184,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3277,296044.8052,3236778.17,-1.0253472,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3278,296044.2129,3236778.051,-0.5937504,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3279,296043.9312,3236777.623,-0.5224272,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3280,296042.9612,3236777.257,-0.5163312,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3281,296042.385,3236777.102,-0.5477256,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3282,296041.4613,3236776.879,-0.5401056,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3283,296040.6749,3236776.417,-0.5428488,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3284,296039.8604,3236775.844,-0.569976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3285,296038.8294,3236775.301,-0.569976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3286,296038.0441,3236774.682,-0.583692,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3287,296037.468,3236774.077,-0.5544312,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3288,296036.7208,3236774.205,-1.080516,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3289,296040.9564,3236765.649,-1.0460736,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3290,296041.3947,3236765.826,-0.592836,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3291,296042.0205,3236766.111,-0.5373624,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3292,296042.8495,3236766.559,-0.5660136,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3293,296043.8397,3236766.36,-0.54864,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3294,296044.7276,3236767.032,-0.5352288,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3295,296045.5868,3236767.489,-0.551688,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3296,296046.2191,3236767.744,-0.5879592,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3297,296046.799,3236767.944,-0.5855208,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3298,296047.6366,3236768.442,-0.4843272,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3299,296048.449,3236768.869,-0.5184648,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3300,296049.2719,3236768.969,-0.562356,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3301,296049.7117,3236769.209,-1.0463784,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3302,296053.1291,3236763.214,-0.98298,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3303,296052.707,3236762.93,-0.6102096,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3304,296051.9346,3236762.438,-0.5352288,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3305,296051.2256,3236761.727,-0.5708904,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3306,296050.6977,3236761.439,-0.5032248,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3307,296049.6432,3236761.214,-0.5114544,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3308,296048.8964,3236760.897,-0.5644896,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3309,296048.0985,3236760.623,-0.5614416,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3310,296047.1347,3236760.198,-0.5666232,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3311,296046.2635,3236759.841,-0.5891784,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3312,296045.3784,3236758.742,-0.5391912,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3313,296044.5298,3236758.209,-1.0287,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3314,296047.078,3236753.661,-0.9717024,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3315,296047.5598,3236753.929,-0.527304,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3316,296048.2755,3236754.355,-0.5797296,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3317,296049.1574,3236754.755,-0.5355336,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3318,296050.0023,3236755.185,-0.5047488,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3319,296050.7971,3236755.549,-0.5138928,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3320,296051.488,3236756.107,-0.539496,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3321,296052.3426,3236756.631,-0.5141976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3322,296052.964,3236756.798,-0.519684,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3323,296053.7327,3236757.002,-0.569976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3324,296054.5159,3236757.306,-0.545592,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3325,296055.148,3236757.542,-0.5827776,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3326,296055.8004,3236757.733,-1.0491216,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3327,296059.1976,3236751.289,-1.0067544,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3328,296058.5131,3236751.166,-0.5748528,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3329,296057.9016,3236750.587,-0.5559552,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3330,296057.1329,3236750.42,-0.39624,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3331,296056.4702,3236750.308,-0.5492496,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3332,296055.9733,3236750.159,-0.475488,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3333,296055.1482,3236749.876,-0.5529072,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3334,296054.3803,3236749.696,-0.5620512,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3335,296053.7045,3236749.3,-0.5367528,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3336,296053.0675,3236748.993,-0.5708904,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3337,296052.2088,3236748.696,-0.569976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3338,296051.2398,3236748.242,-0.477012,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3339,296050.5456,3236747.934,-0.5870448,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3340,296050.0023,3236747.682,-0.9649968,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3341,296057.3905,3236733.802,-0.9567672,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3342,296057.7372,3236734.244,-0.5522976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3343,296058.457,3236734.224,-0.4925568,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3344,296059.3755,3236734.307,-0.5724144,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3345,296060.0312,3236734.522,-0.4828032,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3346,296060.6789,3236734.696,-0.5175504,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3347,296061.5205,3236735.017,-0.505968,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3348,296062.2015,3236735.31,-0.4821936,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3349,296062.9941,3236735.816,-0.5678424,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3350,296063.9414,3236736.197,-0.5644896,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3351,296064.7319,3236736.786,-0.4309872,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3352,296065.6766,3236736.472,-0.4901184,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3353,296066.127,3236737.352,-0.5687568,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3354,296066.8921,3236737.35,-0.9622536,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3355,296069.0721,3236732.191,-0.9985248,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3356,296068.7294,3236731.755,-0.5327904,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3357,296068.0303,3236731.379,-0.5309616,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3358,296067.4086,3236731.11,-0.5193792,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3359,296065.4278,3236729.676,-0.490728,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3360,296064.5448,3236729.246,-0.4885944,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3361,296063.6912,3236728.629,-0.4843272,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3362,296063.1505,3236728.313,-0.4651248,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3363,296062.3894,3236727.925,-0.4992624,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3364,296061.5426,3236727.539,-0.5839968,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3365,296060.9337,3236727.296,-0.9278112,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3366,296065.1326,3236719.118,-0.92202,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3367,296065.4465,3236719.54,-0.4258056,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3368,296066.3779,3236719.807,-0.5087112,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3369,296066.8216,3236720.039,-0.469392,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3370,296067.5503,3236720.166,-0.6010656,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3371,296069.0729,3236721.169,-0.5483352,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3372,296069.8203,3236721.742,-0.5321808,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3373,296070.4193,3236722.172,-0.5175504,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3374,296071.0217,3236722.429,-0.530352,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3375,296071.8264,3236723.007,-0.513588,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3376,296072.4047,3236723.039,-0.574548,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3377,296073.1662,3236723.337,-0.573024,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3378,296073.8092,3236723.709,-1.0475976,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3379,296081.9177,3236709.269,-1.063752,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3380,296081.3953,3236709.275,-0.5550408,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3381,296080.032,3236708.684,-0.5876544,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3382,296079.18,3236708.43,-0.5657088,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3383,296078.2009,3236707.899,-0.5830824,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3384,296077.5517,3236707.262,-0.542544,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3385,296076.7131,3236706.753,-0.5334,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3386,296075.7888,3236706.247,-0.5404104,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3387,296074.7833,3236705.903,-0.5245608,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3388,296074.0259,3236705.409,-0.537972,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3389,296073.3427,3236705.086,-0.5550408,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,ROCK TOP,
3390,296072.6141,3236704.711,-0.9680448,9/26/2018,2018,9,26,LC,O,18,LCO18,-999,-999,DANIEL_GORE,GS,
3391,295253.9886,3238276.676,-0.431292,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,GS,
3392,295253.7868,3238276.469,-0.3715512,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3393,295253.2165,3238276.005,-0.376428,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3394,295252.646,3238275.701,-0.3849624,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3395,295252.0071,3238275.377,-0.3706368,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3396,295251.4127,3238275.055,-0.3800856,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3397,295250.8621,3238274.44,-0.38862,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3398,295250.0331,3238274.095,-0.3651504,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3399,295249.3196,3238273.425,-0.39624,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3400,295248.6001,3238273.127,-0.3752088,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3401,295247.9522,3238272.676,-0.3709416,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3402,295247.257,3238272.331,-0.4242816,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3403,295246.8339,3238272.046,-0.4093464,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3404,295246.4221,3238271.659,-0.4203192,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,ROCK TOP,
3405,295245.895,3238271.477,-0.5474208,9/26/2018,2018,9,26,LC,O,11B,LCO11B,-999,-999,DANIEL_GORE,GS,
