field_point,easting,northing,elev_m,date,year,month,day,locality,site,bar,station,transect,tran_length,collector,type,gear
1205,294681.4787,3238914.28,-0.5038344,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1206,294680.6047,3238914.377,-0.4855464,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1207,294680.0436,3238914.202,-0.475488,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1208,294679.3313,3238914.041,-0.6976872,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1209,294679.6164,3238907.509,-0.7263384,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1210,294680.1983,3238907.193,-0.4050792,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1211,294680.8141,3238907.811,-0.483108,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1212,294681.7874,3238907.916,-0.4355592,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1213,294682.8382,3238907.852,-0.4468368,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1214,294684.2111,3238907.806,-0.5099304,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1215,294685.2485,3238908.146,-0.4757928,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1216,294685.8774,3238907.577,-0.3953256,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1217,294686.7031,3238908.037,-0.3791712,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1218,294687.4445,3238907.902,-0.4242816,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1219,294687.9551,3238907.433,-0.5382768,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1220,294688.5429,3238907.67,-0.4888992,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1221,294689.4411,3238907.648,-0.8159496,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1222,294689.6793,3238896.743,-0.760476,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1223,294689.342,3238896.647,-0.4315968,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1224,294688.5181,3238896.689,-0.4498848,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1225,294687.9473,3238896.461,-0.3956304,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1226,294686.9527,3238896.564,-0.5026152,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1227,294685.8808,3238896.622,-0.3895344,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1228,294685.0182,3238896.272,-0.4443984,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1229,294684.1842,3238896.232,-0.4102608,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1230,294683.5293,3238896.108,-0.4154424,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1231,294682.9143,3238896.27,-0.4157472,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1232,294682.0784,3238895.941,-0.4126992,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1233,294681.2097,3238896.054,-0.3953256,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1234,294680.2507,3238896.079,-0.7031736,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1235,294680.6273,3238891.024,-0.7168896,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1236,294681.0569,3238891.036,-0.4325112,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1237,294682.0128,3238891.077,-0.458724,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1238,294682.3748,3238890.806,-0.5766816,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1239,294683.1143,3238890.882,-0.4337304,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1240,294683.7662,3238891.435,-0.5190744,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1241,294684.2165,3238890.874,-0.542544,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1242,294685.0594,3238891.635,-0.4102608,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1243,294685.5484,3238891.462,-0.4367784,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1244,294686.076,3238891.526,-0.5462016,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1245,294686.7118,3238891.555,-0.5446776,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1246,294687.0156,3238892.078,-0.5004816,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1247,294688.2299,3238891.75,-0.4096512,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1248,294689.0305,3238892.155,-0.4885944,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1249,294689.8511,3238892.34,-0.5830824,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1250,294690.7562,3238892.561,-0.7580376,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1251,294691.4794,3238877.44,-0.3304032,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1252,294690.3921,3238877.616,-0.4428744,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1253,294689.5085,3238878.917,-0.4169664,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1254,294688.5362,3238877.563,-0.4090416,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1255,294687.5678,3238877.282,-0.4148328,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1256,294686.3822,3238877.627,-0.4599432,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1257,294685.3556,3238877.124,-0.3956304,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1258,294684.4423,3238877.227,-0.3919728,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1259,294683.8059,3238877.417,-0.4090416,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1260,294683.0026,3238877.266,-0.4337304,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,ROCK TOP,
1261,294682.1233,3238876.951,-0.5894832,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS,
1262,294685.5631,3238876.794,-0.5952744,9/6/2018,2018,9,6,LC,O,8A,LCO8A,-999,-999,DANIEL_GORE,GS/END 8,
1263,294797.2864,3238768.794,-0.536448,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1264,294797.7449,3238769.272,-0.54864,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1265,294798.6495,3238769.825,-0.4090416,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1266,294799.1733,3238770.729,-0.4553712,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1267,294799.4869,3238771.444,-0.4142232,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1268,294800.1377,3238772.334,-0.423672,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1269,294801.0226,3238773.01,-0.4666488,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1270,294801.5394,3238773.989,-0.4029456,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1271,294802.1401,3238775.007,-0.4288536,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1272,294802.9569,3238776.212,-0.5946648,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1273,294815.2054,3238767.869,-0.6086856,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1274,294814.8785,3238767.395,-0.4197096,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1275,294814.5335,3238766.858,-0.4050792,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1276,294814.1523,3238766.312,-0.435864,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1277,294813.9031,3238765.862,-0.409956,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1278,294813.0453,3238765.601,-0.458724,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1279,294812.4812,3238764.876,-0.4224528,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1280,294812.6996,3238763.958,-0.454152,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1281,294811.9338,3238763.663,-0.4751832,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1282,294811.4437,3238763.527,-0.5145024,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1283,294811.0513,3238762.125,-0.4459224,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1284,294810.5906,3238761.499,-0.4507992,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1285,294810.5266,3238760.937,-0.4684776,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1286,294809.9913,3238760.329,-0.5199888,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1287,294809.6639,3238760.032,-0.5407152,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1288,294809.3017,3238759.739,-0.6544056,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1289,294815.7969,3238755.001,-0.7007352,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1290,294815.9536,3238755.214,-0.4568952,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1291,294815.9659,3238755.587,-0.4718304,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1292,294816.6513,3238755.601,-0.4782312,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1293,294816.5921,3238755.88,-0.5407152,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1294,294817.3277,3238756.535,-0.5071872,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1295,294817.7863,3238756.946,-0.4319016,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1296,294818.5395,3238757.722,-0.5178552,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1297,294818.7602,3238758.401,-0.5489448,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1298,294819.6776,3238759.073,-0.4532376,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1299,294820.4584,3238759.334,-0.4059936,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1300,294821.1395,3238759.668,-0.448056,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1301,294821.85,3238760.92,-0.4139184,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1302,294821.3583,3238760.09,-0.4882896,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1303,294822.4593,3238761.482,-0.4782312,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1304,294823.3018,3238762.45,-0.6525768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1305,294831.4834,3238756.536,-0.5437632,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1306,294830.9362,3238755.894,-0.402336,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1307,294830.4285,3238755.447,-0.4529328,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1308,294830.4393,3238754.676,-0.4745736,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1309,294829.7205,3238754.707,-0.4809744,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1310,294829.7159,3238753.839,-0.5449824,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1311,294829.5885,3238753.417,-0.4794504,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1312,294829.4649,3238753.046,-0.4340352,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1313,294829.0574,3238752.697,-0.4657344,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1314,294828.4058,3238752.414,-0.4895088,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1315,294827.8167,3238752.541,-0.448056,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1316,294827.8114,3238751.913,-0.4849368,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1317,294827.5966,3238751.61,-0.4620768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1318,294827.087,3238751.301,-0.4075176,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1319,294826.2823,3238750.981,-0.4636008,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1320,294826.4048,3238750.333,-0.454152,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1321,294825.891,3238750.346,-0.4322064,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1322,294825.435,3238750.236,-0.423672,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1323,294825.3092,3238749.573,-0.4126992,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1324,294825.7383,3238749.205,-0.4056888,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1325,294825.2876,3238748.576,-0.5961888,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1326,294832.8711,3238743.269,-0.6236208,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1327,294833.0158,3238743.552,-0.4736592,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1328,294833.6047,3238743.834,-0.4437888,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1329,294833.8538,3238744.339,-0.4398264,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1330,294834.1089,3238744.697,-0.4169664,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1331,294834.4581,3238744.743,-0.493776,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1332,294834.5762,3238745.153,-0.4867656,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1333,294835.0898,3238745.44,-0.463296,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1334,294835.3775,3238746.213,-0.39624,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1335,294836.0626,3238746.308,-0.5023104,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1336,294836.1522,3238746.736,-0.522732,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1337,294836.3875,3238747.265,-0.4992624,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1338,294836.9713,3238747.272,-0.4620768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1339,294837.5959,3238747.565,-0.3758184,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1340,294836.9913,3238747.979,-0.4154424,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1341,294837.7433,3238748.293,-0.4029456,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1342,294837.8294,3238748.952,-0.4279392,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1343,294838.6342,3238748.971,-0.4514088,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1344,294839.1891,3238749.299,-0.413004,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1345,294839.7795,3238749.869,-0.4123944,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1346,294840.3643,3238750.35,-0.4154424,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1347,294841.1987,3238751.041,-0.635508,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1348,294842.5765,3238748.215,-0.5446776,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1349,294842.1431,3238747.901,-0.448056,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1350,294841.7238,3238747.601,-0.3742944,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1351,294841.2455,3238747.065,-0.4102608,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1352,294840.8781,3238746.371,-0.3953256,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1353,294840.33,3238745.757,-0.4440936,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1354,294840.2271,3238745.317,-0.4733544,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1355,294839.7766,3238744.853,-0.4163568,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1356,294839.3621,3238744.246,-0.4288536,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1357,294838.9176,3238743.742,-0.4364736,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1358,294838.1172,3238743.463,-0.4639056,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1359,294837.876,3238742.913,-0.44196,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1360,294837.2866,3238742.294,-0.4669536,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1361,294836.8108,3238742.011,-0.4672584,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1362,294836.3199,3238741.523,-0.432816,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1363,294836.0553,3238741.062,-0.5785104,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1364,294837.7796,3238739.628,-0.6653784,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1365,294838.3306,3238740.258,-0.429768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1366,294838.8644,3238740.224,-0.4002024,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1367,294839.2826,3238740.896,-0.454152,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1368,294839.8903,3238741.426,-0.428244,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1369,294840.1885,3238741.75,-0.4410456,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1370,294840.6545,3238742.423,-0.4620768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1371,294840.8226,3238742.015,-0.364236,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1372,294841.0344,3238742.829,-0.4239768,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1373,294841.4627,3238743.218,-0.4224528,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1374,294842.1277,3238743.925,-0.4087368,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1375,294842.4184,3238744.34,-0.4242816,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1376,294842.9672,3238744.677,-0.428244,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1377,294843.4249,3238744.945,-0.3834384,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1378,294843.6569,3238745.552,-0.3922776,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1379,294844.2315,3238746.02,-0.4090416,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1380,294844.7338,3238746.769,-0.5254752,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1381,294846.6684,3238744.106,-0.612648,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,GS,
1382,294846.1196,3238743.848,-0.4727448,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1383,294845.939,3238743.291,-0.4352544,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1384,294845.6495,3238742.839,-0.4154424,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1385,294845.288,3238742.339,-0.4794504,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1386,294844.816,3238741.578,-0.4413504,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1387,294844.252,3238741.032,-0.3849624,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1388,294843.9171,3238740.504,-0.4300728,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1389,294843.5423,3238740.09,-0.4626864,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1390,294843.0844,3238739.41,-0.4416552,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1391,294842.735,3238739.076,-0.4666488,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
1392,294842.2935,3238738.596,-0.4696968,9/26/2018,2018,9,26,LC,O,9B,LCO9B,-999,-999,DANIEL_GORE,ROCK TOP,
