field_pt,date,year,month,day,locality,site,bar,station,transect,tran_length,easting,northing,elev_m,collector,type,gear
PC696,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295590.4195,3237926.85,-1.146048,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC697,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295586.2228,3237922.292,-1.130808,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC698,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295581.9326,3237917.851,-1.176528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC699,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295576.676,3237914.461,-1.167384,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC700,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295569.954,3237912.948,-0.829056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC701,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295565.0629,3237909.171,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC702,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295560.3988,3237905.205,-0.810768,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC705,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295546.3026,3237893.279,-0.82296,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC706,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295541.84,3237888.982,-0.80772,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC707,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295537.3693,3237884.82,-0.82296,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC708,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295533.6192,3237879.731,-0.826008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC709,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295528.9215,3237875.754,-0.841248,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC710,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295523.7893,3237872.295,-0.847344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC711,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295519.9793,3237867.331,-0.86868,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC712,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295514.4876,3237864.257,-0.865632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC713,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295599.5242,3237804.31,-0.938784,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC714,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295603.0309,3237809.456,-0.920496,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC715,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295605.5862,3237815.632,-0.890016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC716,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295609.3538,3237820.632,-0.896112,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC717,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295615.1273,3237823.515,-0.902208,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC718,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295621.9499,3237825.377,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC721,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295633.7989,3237840.091,-0.911352,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC722,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295636.9647,3237845.651,-0.932688,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC723,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295641.4444,3237849.804,-0.94488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC724,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295647.7435,3237852.113,-0.972312,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC725,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295653.9555,3237854.58,-1.02108,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC726,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295658.0736,3237859.23,-1.078992,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC727,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295660.8412,3237865.27,-1.271016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC728,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295664.4547,3237870.433,-1.316736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC729,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295678.9054,3237847.11,-1.048512,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC730,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295675.8544,3237841.436,-0.950976,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC731,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295672.7636,3237835.012,-0.920496,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC732,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295668.9993,3237830.036,-0.88392,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC733,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295664.8756,3237825.462,-0.856488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC734,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295658.8055,3237822.831,-0.86868,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC735,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295653.4881,3237819.463,-0.88392,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC738,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295640.2984,3237806.243,-0.920496,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC739,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295635.3348,3237802.536,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC740,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295629.2926,3237799.963,-0.935736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC741,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295625.0751,3237795.469,-0.941832,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC742,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295621.9062,3237789.896,-0.97536,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC743,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295617.3986,3237785.692,-0.972312,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC744,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295612.4382,3237782.012,-0.966216,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC745,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295608.5746,3237777.192,-0.972312,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC746,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295630.8104,3237756.717,-0.963168,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC747,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295635.0671,3237761.167,-0.94488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC748,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295637.7736,3237767.21,-0.950976,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC749,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295640.8481,3237772.784,-0.957072,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC750,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295645.5062,3237776.768,-0.954024,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC751,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295650.2549,3237780.641,-0.935736,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC752,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295653.7659,3237785.939,-0.923544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC753,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295657.5125,3237790.983,-0.902208,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC756,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295669.1605,3237805.359,-0.850392,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC757,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295672.3533,3237810.864,-0.871728,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC758,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295676.8611,3237815.09,-0.88392,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC759,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295681.5411,3237819.135,-0.877824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC760,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295685.5475,3237823.905,-0.886968,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC761,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295689.4628,3237828.706,-0.938784,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC762,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295695.1667,3237832.361,-1.124712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC763,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295701.1099,3237835.127,-1.307592,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC764,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295705.8778,3237839.113,-1.283208,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC765,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295709.5333,3237844.19,-1.261872,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC766,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295776.5436,3237770.056,-1.210056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC767,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295772.7552,3237765.126,-1.191768,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC768,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295767.5237,3237761.82,-1.194816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC769,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295761.6269,3237759.13,-1.185672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC770,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295756.4068,3237755.733,-1.136904,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC771,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295751.7999,3237751.688,-0.97536,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC772,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295747.6554,3237747.166,-0.890016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC773,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295742.747,3237743.505,-0.85344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC775,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295731.5013,3237737.69,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC776,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295726.2998,3237734.339,-0.80772,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC777,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295722.4806,3237729.363,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC778,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295718.8336,3237724.206,-0.816864,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC779,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295715.4137,3237718.861,-0.80772,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC780,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295711.791,3237713.698,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC781,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295706.6441,3237710.313,-0.804672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC782,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295701.808,3237706.541,-0.835152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC783,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295802.1868,3237760.967,-1.191768,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC784,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295796.4685,3237758.117,-1.222248,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC785,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295792.1095,3237753.825,-1.24968,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC786,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295788.0788,3237749.077,-1.274064,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC787,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295783.9906,3237744.366,-1.246632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC788,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295779.9357,3237739.627,-1.207008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC789,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295775.5394,3237735.257,-1.185672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC790,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295771.2852,3237730.745,-0.908304,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC791,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295766.8898,3237726.466,-0.829056,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC792,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295762.922,3237721.58,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC794,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295754.4909,3237712.691,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC795,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295750.1562,3237708.39,-0.798576,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC796,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295744.6226,3237705.395,-0.774192,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC797,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295740.7098,3237700.53,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC798,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295736.0089,3237696.531,-0.783336,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC799,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295731.5615,3237692.244,-0.771144,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC800,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295749.2733,3237668.865,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC801,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295753.7832,3237672.978,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC802,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295757.7172,3237677.831,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC803,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295761.7748,3237682.524,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC804,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295766.6026,3237686.388,-0.786384,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC805,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295771.4483,3237690.206,-0.780288,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC808,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295783.8942,3237704.139,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC809,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295788.9807,3237707.601,-0.856488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC810,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295793.3047,3237712.076,-0.908304,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC811,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295797.7796,3237716.375,-0.969264,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC812,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295802.8996,3237719.834,-1.048512,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC813,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295808.0961,3237723.313,-1.136904,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC814,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295812.5622,3237727.656,-1.228344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC815,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295816.7224,3237732.235,-1.228344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC816,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295837.3653,3237710.133,-1.286256,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC817,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295835.1072,3237703.416,-1.304544,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC818,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295831.1982,3237698.633,-1.149096,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC819,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295825.8518,3237695.438,-0.908304,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC820,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295820.1278,3237692.649,-0.847344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC821,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295813.6249,3237690.733,-0.8382,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC822,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295810.1596,3237685.44,-0.789432,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC823,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295806.0028,3237680.909,-0.758952,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC826,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295788.9009,3237672.523,-0.780288,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC827,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295784.408,3237668.264,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC828,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295780.7224,3237663.223,-0.826008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC829,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295776.3654,3237658.807,-0.826008,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC830,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295772.767,3237653.271,-0.835152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC831,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295768.4197,3237648.925,-0.819912,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC832,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295763.9068,3237644.812,-0.813816,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC833,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295759.2548,3237640.834,-0.835152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC834,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295860.8307,3237694.088,-1.255776,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC835,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295855.3961,3237690.916,-1.258824,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC836,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295849.8201,3237687.964,-1.289304,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC837,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295845.4944,3237683.639,-1.28016,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC838,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295841.1318,3237679.287,-1.237488,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC839,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295837.1557,3237674.498,-0.89916,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC840,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295833.0077,3237669.925,-0.816864,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC841,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295829.0231,3237665.213,-0.804672,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC842,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295824.8329,3237660.697,-0.810768,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC843,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295819.1117,3237657.881,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC845,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295809.0712,3237650.767,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC846,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295805.4308,3237645.671,-0.798576,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC847,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295801.144,3237641.266,-0.835152,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC848,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295796.7515,3237636.981,-0.847344,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC849,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295791.7117,3237633.284,-0.865632,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC850,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295785.8756,3237630.566,-0.880872,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC851,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295844.1377,3237535.376,-0.801624,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC852,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295846.9519,3237542.241,-0.795528,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC853,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295850.4466,3237548.134,-0.783336,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC854,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295856.0501,3237550.732,-0.743712,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC855,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295862.8889,3237551.643,-0.710184,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC856,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295868.6312,3237554.084,-0.691896,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC857,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295872.6306,3237559.092,-0.697992,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC858,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295877.3201,3237563.182,-0.704088,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC860,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295889.4869,3237567.27,-0.658368,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC861,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295894.9072,3237570.198,-0.664464,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
PC862,9/6/2017,2017,9,6,LC,O,N_A,N_A,-999,-999,295898.9461,3237575.2,-1.11252,YOUNG,BATHYMETRY,ODOM_CV100_ECHO_200KHZ_T
