FID,Shape,Id,POINT_X,POINT_Y,STATION
7666,Point,0,298879.4375,3235512.734,LCI23
7667,Point,0,298881.4375,3235512.734,LCI23
7668,Point,0,298883.4375,3235512.734,LCI23
7682,Point,0,298857.4375,3235514.734,LCI23
7683,Point,0,298859.4375,3235514.734,LCI23
7684,Point,0,298861.4375,3235514.734,LCI23
7685,Point,0,298863.4375,3235514.734,LCI23
7686,Point,0,298865.4375,3235514.734,LCI23
7687,Point,0,298867.4375,3235514.734,LCI23
7688,Point,0,298869.4375,3235514.734,LCI23
7689,Point,0,298871.4375,3235514.734,LCI23
7690,Point,0,298873.4375,3235514.734,LCI23
7691,Point,0,298875.4375,3235514.734,LCI23
7692,Point,0,298877.4375,3235514.734,LCI23
7693,Point,0,298879.4375,3235514.734,LCI23
7694,Point,0,298881.4375,3235514.734,LCI23
7695,Point,0,298883.4375,3235514.734,LCI23
7710,Point,0,298857.4375,3235516.734,LCI23
7711,Point,0,298859.4375,3235516.734,LCI23
7712,Point,0,298861.4375,3235516.734,LCI23
7713,Point,0,298863.4375,3235516.734,LCI23
7714,Point,0,298865.4375,3235516.734,LCI23
7715,Point,0,298867.4375,3235516.734,LCI23
7716,Point,0,298869.4375,3235516.734,LCI23
7717,Point,0,298871.4375,3235516.734,LCI23
7718,Point,0,298873.4375,3235516.734,LCI23
7719,Point,0,298875.4375,3235516.734,LCI23
7720,Point,0,298877.4375,3235516.734,LCI23
7721,Point,0,298879.4375,3235516.734,LCI23
7722,Point,0,298881.4375,3235516.734,LCI23
7723,Point,0,298883.4375,3235516.734,LCI23
7746,Point,0,298857.4375,3235518.734,LCI23
