"","point","bar","station","date","POINT_X","POINT_Y","locality","site","elev_m"
"1742","PC2383",NA,NA,"10/11/2017 0:00",296306.6759,3236230.559,"LC","O",-1.944624
"1743","PC2384",NA,NA,"10/11/2017 0:00",296305.9387,3236236.68,"LC","O",-2.005584
"1744","PC2385",NA,NA,"10/11/2017 0:00",296304.7648,3236242.719,"LC","O",-1.975104
"1745","PC2386",NA,NA,"10/11/2017 0:00",296303.6275,3236248.758,"LC","O",-1.880616
"1746","PC2387",NA,NA,"10/11/2017 0:00",296302.2857,3236254.763,"LC","O",-1.819656
"1747","PC2388",NA,NA,"10/11/2017 0:00",296299.9024,3236260.523,"LC","O",-1.789176
"1748","PC2389",NA,NA,"10/11/2017 0:00",296298.0105,3236266.367,"LC","O",-1.758696
"1749","PC239",NA,NA,"9/5/2017 0:00",294581.8496,3239027.923,"LC","O",-1.776984
"1750","PC2390",NA,NA,"10/11/2017 0:00",296296.5893,3236272.36,"LC","O",-1.667256
"1751","PC2391",NA,NA,"10/11/2017 0:00",296295.2996,3236278.388,"LC","O",-1.575816
"1752","PC2392",NA,NA,"10/11/2017 0:00",296295.0051,3236284.6,"LC","O",-1.453896
"1753","PC2393",NA,NA,"10/11/2017 0:00",296294.5516,3236290.758,"LC","O",-1.362456
"1754","PC2394",NA,NA,"10/11/2017 0:00",296293.8479,3236296.882,"LC","O",-1.301496
"1755","PC2395",NA,NA,"10/11/2017 0:00",296293.3026,3236303.001,"LC","O",-1.301496
"1756","PC2396",NA,NA,"10/11/2017 0:00",296290.9807,3236308.815,"LC","O",-1.210056
"1757","PC2397",NA,NA,"10/11/2017 0:00",296289.2232,3236314.689,"LC","O",-1.210056
"1758","PC2398",NA,NA,"10/11/2017 0:00",296287.0112,3236320.515,"LC","O",-1.149096
"1759","PC2399",NA,NA,"10/11/2017 0:00",296286.0997,3236326.582,"LC","O",-1.149096
"1760","PC24",NA,NA,"9/5/2017 0:00",294386.5971,3239251.964,"LC","O",-0.57912
"1761","PC240",NA,NA,"9/5/2017 0:00",294578.9685,3239022.147,"LC","O",-1.414272
"1762","PC2400",NA,NA,"10/11/2017 0:00",296286.7668,3236332.966,"LC","O",-1.115568
"1763","PC2401",NA,NA,"10/11/2017 0:00",296285.2019,3236338.896,"LC","O",-1.085088
"1764","PC2402",NA,NA,"10/11/2017 0:00",296283.4692,3236344.818,"LC","O",-1.085088
"1765","PC2403",NA,NA,"10/11/2017 0:00",296282.3225,3236350.83,"LC","O",-1.085088
"1766","PC2404",NA,NA,"10/11/2017 0:00",296279.1425,3236356.456,"LC","O",-1.085088
"1767","PC2405",NA,NA,"10/11/2017 0:00",296278.9545,3236362.652,"LC","O",-1.085088
"1768","PC2406",NA,NA,"10/11/2017 0:00",296279.069,3236368.927,"LC","O",-1.085088
"1769","PC241",NA,NA,"9/5/2017 0:00",294574.4704,3239017.994,"LC","O",-0.871728
"1770","PC2410",NA,NA,"10/11/2017 0:00",296288.9772,3236384.474,"LC","O",-1.176528
"1771","PC2411",NA,NA,"10/11/2017 0:00",296290.7926,3236378.594,"LC","O",-1.176528
"1772","PC2412",NA,NA,"10/11/2017 0:00",296292.0369,3236372.596,"LC","O",-1.115568
"1773","PC2413",NA,NA,"10/11/2017 0:00",296294.1025,3236366.747,"LC","O",-1.115568
"1774","PC2414",NA,NA,"10/11/2017 0:00",296295.484,3236360.752,"LC","O",-1.115568
"1775","PC2415",NA,NA,"10/11/2017 0:00",296297.0304,3236354.795,"LC","O",-1.115568
"1776","PC2416",NA,NA,"10/11/2017 0:00",296297.905,3236348.685,"LC","O",-1.115568
"1777","PC2417",NA,NA,"10/11/2017 0:00",296298.6181,3236342.588,"LC","O",-1.115568
"1778","PC2418",NA,NA,"10/11/2017 0:00",296299.5294,3236336.506,"LC","O",-1.146048
"1779","PC2419",NA,NA,"10/11/2017 0:00",296300.551,3236330.486,"LC","O",-1.176528
"1780","PC2420",NA,NA,"10/11/2017 0:00",296301.6424,3236324.429,"LC","O",-1.207008
"1781","PC2421",NA,NA,"10/11/2017 0:00",296302.7338,3236318.372,"LC","O",-1.267968
"1782","PC2422",NA,NA,"10/11/2017 0:00",296305.2514,3236312.629,"LC","O",-1.359408
"1783","PC2423",NA,NA,"10/11/2017 0:00",296306.8225,3236306.699,"LC","O",-1.450848
"1784","PC2424",NA,NA,"10/11/2017 0:00",296308.3903,3236300.745,"LC","O",-1.603248
"1785","PC2425",NA,NA,"10/11/2017 0:00",296309.189,3236294.681,"LC","O",-1.694688
"1786","PC2426",NA,NA,"10/11/2017 0:00",296309.9784,3236288.59,"LC","O",-1.725168
"1787","PC2427",NA,NA,"10/11/2017 0:00",296310.841,3236282.508,"LC","O",-1.816608
"1788","PC2428",NA,NA,"10/11/2017 0:00",296311.7156,3236276.413,"LC","O",-1.847088
"1789","PC2429",NA,NA,"10/11/2017 0:00",296312.914,3236270.388,"LC","O",-1.816608
"1790","PC243",NA,NA,"9/5/2017 0:00",294564.2188,3239010.8,"LC","O",-0.728472
"1791","PC2430",NA,NA,"10/11/2017 0:00",296314.0942,3236264.383,"LC","O",-1.786128
"1792","PC2431",NA,NA,"10/11/2017 0:00",296315.9403,3236258.533,"LC","O",-1.755648
"1793","PC2432",NA,NA,"10/11/2017 0:00",296317.053,3236252.469,"LC","O",-1.847088
"1794","PC2433",NA,NA,"10/11/2017 0:00",296318.786,3236246.578,"LC","O",-1.908048
"1795","PC2434",NA,NA,"10/11/2017 0:00",296320.2168,3236240.643,"LC","O",-1.969008
"1796","PC2435",NA,NA,"10/11/2017 0:00",296320.0139,3236234.368,"LC","O",-1.908048
"1797","PC2436",NA,NA,"10/11/2017 0:00",296320.8001,3236228.265,"LC","O",-1.78308
"1798","PC2437",NA,NA,"10/11/2017 0:00",296320.9419,3236222.018,"LC","O",-1.72212
"1799","PC2438",NA,NA,"10/11/2017 0:00",296322.1131,3236216.033,"LC","O",-1.63068
"1800","PC2439",NA,NA,"10/11/2017 0:00",296323.8735,3236210.138,"LC","O",-1.53924
"1801","PC244",NA,NA,"9/5/2017 0:00",294560.467,3239005.866,"LC","O",-0.810768
"1802","PC2440",NA,NA,"10/11/2017 0:00",296324.901,3236204.091,"LC","O",-1.47828
"1803","PC2441",NA,NA,"10/11/2017 0:00",296326.6153,3236198.16,"LC","O",-1.47828
"1804","PC2442",NA,NA,"10/11/2017 0:00",296327.1728,3236192.044,"LC","O",-1.41732
"1805","PC2443",NA,NA,"10/11/2017 0:00",296328.948,3236186.109,"LC","O",-1.38684
"1806","PC2444",NA,NA,"10/11/2017 0:00",296329.9604,3236180.074,"LC","O",-1.38684
"1807","PC2445",NA,NA,"10/11/2017 0:00",296331.6715,3236174.13,"LC","O",-1.38684
"1808","PC2446",NA,NA,"10/11/2017 0:00",296333.7646,3236168.284,"LC","O",-1.38684
"1809","PC2447",NA,NA,"10/11/2017 0:00",296335.1524,3236162.313,"LC","O",-1.38684
"1810","PC2448",NA,NA,"10/11/2017 0:00",296336.0212,3236156.249,"LC","O",-1.41732
"1811","PC2449",NA,NA,"10/11/2017 0:00",296335.8974,3236149.956,"LC","O",-1.41732
"1812","PC245",NA,NA,"9/5/2017 0:00",294555.4663,3239002.111,"LC","O",-0.82296
"1813","PC2450",NA,NA,"10/11/2017 0:00",296336.7872,3236143.849,"LC","O",-1.505712
"1814","PC2451",NA,NA,"10/11/2017 0:00",296337.1611,3236137.654,"LC","O",-1.536192
"1815","PC2452",NA,NA,"10/11/2017 0:00",296339.3553,3236131.869,"LC","O",-1.475232
"1816","PC2453",NA,NA,"10/11/2017 0:00",296341.4484,3236126.035,"LC","O",-1.475232
"1817","PC2454",NA,NA,"10/11/2017 0:00",296343.7001,3236120.206,"LC","O",-1.444752
"1818","PC2455",NA,NA,"10/11/2017 0:00",296344.8468,3236114.206,"LC","O",-1.414272
"1819","PC2456",NA,NA,"10/11/2017 0:00",296344.7721,3236107.946,"LC","O",-1.383792
"1820","PC2457",NA,NA,"10/11/2017 0:00",296345.0786,3236101.716,"LC","O",-1.322832
"1821","PC2458",NA,NA,"10/11/2017 0:00",296346.326,3236095.715,"LC","O",-1.322832
"1822","PC2459",NA,NA,"10/11/2017 0:00",296348.1841,3236089.844,"LC","O",-1.292352
"1823","PC246",NA,NA,"9/5/2017 0:00",294550.5753,3238998.345,"LC","O",-0.859536
"1824","PC2463",NA,NA,"10/11/2017 0:00",296578.9988,3235583.585,"LC","O",-0.996696
"1825","PC2465",NA,NA,"10/11/2017 0:00",296589.7913,3235577.01,"LC","O",-1.210056
"1826","PC2466",NA,NA,"10/11/2017 0:00",296594.7441,3235573.37,"LC","O",-1.240536
"1827","PC2467",NA,NA,"10/11/2017 0:00",296598.1518,3235567.992,"LC","O",-1.301496
"1828","PC2468",NA,NA,"10/11/2017 0:00",296602.2496,3235563.455,"LC","O",-1.240536
"1829","PC2469",NA,NA,"10/11/2017 0:00",296607.0912,3235559.649,"LC","O",-1.179576
"1830","PC247",NA,NA,"9/5/2017 0:00",294546.5819,3238993.679,"LC","O",-0.923544
"1831","PC2470",NA,NA,"10/11/2017 0:00",296611.6846,3235555.336,"LC","O",-1.118616
"1832","PC2471",NA,NA,"10/11/2017 0:00",296616.4151,3235551.367,"LC","O",-1.118616
"1833","PC2472",NA,NA,"10/11/2017 0:00",296621.1183,3235547.406,"LC","O",-1.088136
"1834","PC2473",NA,NA,"10/11/2017 0:00",296625.4802,3235543.108,"LC","O",-1.057656
"1835","PC2474",NA,NA,"10/11/2017 0:00",296630.3459,3235539.274,"LC","O",-1.027176
"1836","PC2477",NA,NA,"10/11/2017 0:00",296643.6595,3235526.645,"LC","O",-1.024128
"1837","PC2478",NA,NA,"10/11/2017 0:00",296648.3903,3235522.715,"LC","O",-1.024128
"1838","PC2479",NA,NA,"10/11/2017 0:00",296652.5298,3235518.074,"LC","O",-1.085088
"1839","PC248",NA,NA,"9/5/2017 0:00",294543.0422,3238988.588,"LC","O",-0.938784
"1840","PC2483",NA,NA,"10/11/2017 0:00",296629.8293,3235529.454,"LC","O",-1.02108
"1841","PC2484",NA,NA,"10/11/2017 0:00",296624.9758,3235533.297,"LC","O",-1.05156
"1842","PC2485",NA,NA,"10/11/2017 0:00",296620.4884,3235537.536,"LC","O",-1.05156
"1843","PC2486",NA,NA,"10/11/2017 0:00",296616.5939,3235542.309,"LC","O",-1.05156
"1844","PC2487",NA,NA,"10/11/2017 0:00",296612.8411,3235547.251,"LC","O",-1.11252
"1845","PC2488",NA,NA,"10/11/2017 0:00",296608.2177,3235551.269,"LC","O",-1.143
"1846","PC2489",NA,NA,"10/11/2017 0:00",296603.7887,3235555.568,"LC","O",-1.17348
"1847","PC249",NA,NA,"9/5/2017 0:00",294539.2726,3238983.713,"LC","O",-0.969264
"1848","PC2490",NA,NA,"10/11/2017 0:00",296599.4876,3235560.204,"LC","O",-1.23444
"1849","PC2491",NA,NA,"10/11/2017 0:00",296594.3196,3235563.632,"LC","O",-1.26492
"1850","PC2492",NA,NA,"10/11/2017 0:00",296589.398,3235567.347,"LC","O",-1.20396
"1851","PC2493",NA,NA,"10/11/2017 0:00",296584.7964,3235571.422,"LC","O",-1.11252
"1852","PC2494",NA,NA,"10/11/2017 0:00",296580.0721,3235575.407,"LC","O",-1.02108
"1853","PC2495",NA,NA,"10/11/2017 0:00",296576.178,3235580.226,"LC","O",-1.02108
"1854","PC2496",NA,NA,"10/11/2017 0:00",296571.3055,3235583.983,"LC","O",-1.02108
"1855","PC2497",NA,NA,"10/11/2017 0:00",296567.1186,3235588.433,"LC","O",-1.02108
"1856","PC2498",NA,NA,"10/11/2017 0:00",296562.7998,3235592.786,"LC","O",-1.02108
"1857","PC2499",NA,NA,"10/11/2017 0:00",296558.6043,3235597.293,"LC","O",-0.9906
"1858","PC25",NA,NA,"9/5/2017 0:00",294384.246,3239250.433,"LC","O",-0.573024
"1859","PC250",NA,NA,"9/5/2017 0:00",294535.0917,3238979.225,"LC","O",-1.00584
"1860","PC2501",NA,NA,"10/11/2017 0:00",296588.4881,3235589.326,"LC","O",-1.09728
"1861","PC2502",NA,NA,"10/11/2017 0:00",296593.4407,3235585.669,"LC","O",-1.18872
"1862","PC2503",NA,NA,"10/11/2017 0:00",296598.0633,3235581.563,"LC","O",-1.28016
"1863","PC2504",NA,NA,"10/11/2017 0:00",296602.3049,3235577.095,"LC","O",-1.307592
"1864","PC2505",NA,NA,"10/11/2017 0:00",296605.762,3235571.783,"LC","O",-1.277112
"1865","PC2506",NA,NA,"10/11/2017 0:00",296610.1237,3235567.454,"LC","O",-1.277112
"1866","PC2507",NA,NA,"10/11/2017 0:00",296614.4666,3235563.079,"LC","O",-1.216152
"1867","PC2508",NA,NA,"10/11/2017 0:00",296619.28,3235559.176,"LC","O",-1.185672
"1868","PC2509",NA,NA,"10/11/2017 0:00",296624.6816,3235555.987,"LC","O",-1.155192
"1869","PC251",NA,NA,"9/5/2017 0:00",294531.3465,3238974.349,"LC","O",-1.194816
"1870","PC2510",NA,NA,"10/11/2017 0:00",296629.3078,3235551.93,"LC","O",-1.155192
"1871","PC2511",NA,NA,"10/11/2017 0:00",296633.1866,3235547.105,"LC","O",-1.124712
"1872","PC2512",NA,NA,"10/11/2017 0:00",296637.0349,3235542.278,"LC","O",-1.091184
"1873","PC2513",NA,NA,"10/11/2017 0:00",296641.3266,3235537.605,"LC","O",-1.030224
"1874","PC2514",NA,NA,"10/11/2017 0:00",296646.0666,3235533.681,"LC","O",-1.060704
"1875","PC2515",NA,NA,"10/11/2017 0:00",296650.6656,3235529.655,"LC","O",-1.060704
"1876","PC2516",NA,NA,"10/11/2017 0:00",296655.4148,3235525.734,"LC","O",-1.091184
"1877","PC2517",NA,NA,"10/11/2017 0:00",296660.1305,3235521.822,"LC","O",-1.182624
"1878","PC252",NA,NA,"9/5/2017 0:00",294527.7581,3238969.271,"LC","O",-1.377696
"1879","PC2523",NA,NA,"10/11/2017 0:00",296744.8772,3235324.938,"LC","O",-1.146048
"1880","PC2524",NA,NA,"10/11/2017 0:00",296747.9343,3235319.185,"LC","O",-1.146048
"1881","PC2525",NA,NA,"10/11/2017 0:00",296750.4624,3235313.603,"LC","O",-1.237488
"1882","PC2526",NA,NA,"10/11/2017 0:00",296752.632,3235307.79,"LC","O",-1.26492
"1883","PC2527",NA,NA,"10/11/2017 0:00",296753.4757,3235301.287,"LC","O",-1.26492
"1884","PC2528",NA,NA,"10/11/2017 0:00",296756.2151,3235295.816,"LC","O",-1.2954
"1885","PC2529",NA,NA,"10/11/2017 0:00",296760.7488,3235291.291,"LC","O",-1.41732
"1886","PC253",NA,NA,"9/5/2017 0:00",294523.5432,3238964.731,"LC","O",-1.444752
"1887","PC2530",NA,NA,"10/11/2017 0:00",296764.1681,3235286.183,"LC","O",-1.50876
"1888","PC2531",NA,NA,"10/11/2017 0:00",296767.1333,3235280.741,"LC","O",-1.47828
"1889","PC2532",NA,NA,"10/11/2017 0:00",296773.7888,3235276.249,"LC","O",-1.536192
"1890","PC2533",NA,NA,"10/11/2017 0:00",296770.9942,3235281.681,"LC","O",-1.505712
"1891","PC2534",NA,NA,"10/11/2017 0:00",296769.336,3235287.758,"LC","O",-1.536192
"1892","PC2535",NA,NA,"10/11/2017 0:00",296766.5813,3235293.222,"LC","O",-1.475232
"1893","PC2536",NA,NA,"10/11/2017 0:00",296764.3319,3235298.96,"LC","O",-1.383792
"1894","PC2537",NA,NA,"10/11/2017 0:00",296762.5178,3235304.987,"LC","O",-1.383792
"1895","PC2538",NA,NA,"10/11/2017 0:00",296760.18,3235310.728,"LC","O",-1.292352
"1896","PC2539",NA,NA,"10/11/2017 0:00",296757.9122,3235316.454,"LC","O",-1.383792
"1897","PC254",NA,NA,"9/5/2017 0:00",294530.1524,3238957.304,"LC","O",-1.481328
"1898","PC2540",NA,NA,"10/11/2017 0:00",296754.6589,3235321.718,"LC","O",-1.258824
"1899","PC2541",NA,NA,"10/11/2017 0:00",296751.1055,3235326.812,"LC","O",-1.228344
"1900","PC2542",NA,NA,"10/11/2017 0:00",296747.6128,3235331.886,"LC","O",-1.136904
"1901","PC2543",NA,NA,"10/11/2017 0:00",296744.3528,3235337.071,"LC","O",-1.075944
"1902","PC2544",NA,NA,"10/11/2017 0:00",296741.8496,3235342.72,"LC","O",-0.984504
"1903","PC2545",NA,NA,"10/11/2017 0:00",296738.6348,3235348.207,"LC","O",-0.923544
"1904","PC2546",NA,NA,"10/11/2017 0:00",296734.9435,3235353.216,"LC","O",-0.923544
"1905","PC2547",NA,NA,"10/11/2017 0:00",296726.8602,3235341.132,"LC","O",-0.923544
"1906","PC2548",NA,NA,"10/11/2017 0:00",296729.8202,3235335.796,"LC","O",-0.923544
"1907","PC2549",NA,NA,"10/11/2017 0:00",296730.8845,3235329.41,"LC","O",-0.950976
"1908","PC255",NA,NA,"9/5/2017 0:00",294535.04,3238961.03,"LC","O",-1.441704
"1909","PC2550",NA,NA,"10/11/2017 0:00",296733.2962,3235323.757,"LC","O",-1.011936
"1910","PC2551",NA,NA,"10/11/2017 0:00",296736.6266,3235318.604,"LC","O",-1.042416
"1911","PC2552",NA,NA,"10/11/2017 0:00",296740.8571,3235313.914,"LC","O",-1.072896
"1912","PC2553",NA,NA,"10/11/2017 0:00",296743.064,3235308.185,"LC","O",-1.133856
"1913","PC2554",NA,NA,"10/11/2017 0:00",296745.4205,3235302.505,"LC","O",-1.194816
"1914","PC2555",NA,NA,"10/11/2017 0:00",296749.3657,3235297.597,"LC","O",-1.225296
"1915","PC2556",NA,NA,"10/11/2017 0:00",296752.8577,3235292.443,"LC","O",-1.255776
"1916","PC2557",NA,NA,"10/11/2017 0:00",296754.8954,3235286.546,"LC","O",-1.347216
"1917","PC2558",NA,NA,"10/11/2017 0:00",296758.1182,3235281.272,"LC","O",-1.499616
"1918","PC2559",NA,NA,"10/11/2017 0:00",296762.3022,3235276.488,"LC","O",-1.530096
"1919","PC256",NA,NA,"9/5/2017 0:00",294538.7184,3238966.294,"LC","O",-1.365504
"1920","PC2560",NA,NA,"10/11/2017 0:00",296764.9154,3235270.878,"LC","O",-1.530096
"1921","PC2562",NA,NA,"10/11/2017 0:00",296024.2944,3236811.397,"LC","O",-1.24968
"1922","PC2563",NA,NA,"10/11/2017 0:00",296019.0344,3236815.462,"LC","O",-1.307592
"1923","PC2564",NA,NA,"10/11/2017 0:00",296016.9875,3236821.357,"LC","O",-1.429512
"1924","PC2565",NA,NA,"10/11/2017 0:00",296014.3466,3236826.939,"LC","O",-1.551432
"1925","PC2566",NA,NA,"10/11/2017 0:00",296010.836,3236832.053,"LC","O",-1.703832
"1926","PC2567",NA,NA,"10/11/2017 0:00",296007.1964,3236837.053,"LC","O",-1.978152
"1927","PC2568",NA,NA,"10/11/2017 0:00",296004.6228,3236842.656,"LC","O",-2.252472
"1928","PC2569",NA,NA,"10/11/2017 0:00",296002.1774,3236848.292,"LC","O",-2.191512
"1929","PC257",NA,NA,"9/5/2017 0:00",294543.223,3238970.492,"LC","O",-1.231392
"1930","PC2570",NA,NA,"10/11/2017 0:00",295999.4934,3236853.823,"LC","O",-1.277112
"1931","PC2571",NA,NA,"10/11/2017 0:00",295995.7195,3236858.799,"LC","O",-1.185672
"1932","PC2572",NA,NA,"10/11/2017 0:00",295992.0645,3236863.778,"LC","O",-1.185672
"1933","PC2573",NA,NA,"10/11/2017 0:00",295989.4201,3236869.306,"LC","O",-1.155192
"1934","PC2574",NA,NA,"10/11/2017 0:00",295986.5952,3236874.755,"LC","O",-1.094232
"1935","PC2575",NA,NA,"10/11/2017 0:00",295984.3831,3236880.578,"LC","O",-1.124712
"1936","PC2576",NA,NA,"10/11/2017 0:00",295981.4908,3236885.989,"LC","O",-1.091184
"1937","PC258",NA,NA,"9/5/2017 0:00",294547.655,3238974.768,"LC","O",-0.963168
"1938","PC2580",NA,NA,"10/11/2017 0:00",295969.2659,3236907.242,"LC","O",-1.030224
"1939","PC2581",NA,NA,"10/11/2017 0:00",295965.6401,3236899.213,"LC","O",-1.027176
"1940","PC2582",NA,NA,"10/11/2017 0:00",295967.9872,3236893.496,"LC","O",-0.996696
"1941","PC2583",NA,NA,"10/11/2017 0:00",295970.2054,3236887.67,"LC","O",-1.115568
"1942","PC2584",NA,NA,"10/11/2017 0:00",295973.9306,3236882.7,"LC","O",-1.146048
"1943","PC2585",NA,NA,"10/11/2017 0:00",295977.1536,3236877.47,"LC","O",-1.115568
"1944","PC2586",NA,NA,"10/11/2017 0:00",295980.989,3236872.554,"LC","O",-1.115568
"1945","PC2587",NA,NA,"10/11/2017 0:00",295985.226,3236867.906,"LC","O",-1.176528
"1946","PC2588",NA,NA,"10/11/2017 0:00",295987.7173,3236862.3,"LC","O",-1.176528
"1947","PC2589",NA,NA,"10/11/2017 0:00",295989.6937,3236856.36,"LC","O",-1.237488
"1948","PC259",NA,NA,"9/5/2017 0:00",294552.9281,3238977.939,"LC","O",-0.893064
"1949","PC2590",NA,NA,"10/11/2017 0:00",295991.5999,3236850.412,"LC","O",-1.816608
"1950","PC2591",NA,NA,"10/11/2017 0:00",295993.7565,3236844.511,"LC","O",-2.212848
"1951","PC2592",NA,NA,"10/11/2017 0:00",295996.9889,3236839.307,"LC","O",-2.029968
"1952","PC2593",NA,NA,"10/11/2017 0:00",296000.693,3236834.365,"LC","O",-1.755648
"1953","PC2594",NA,NA,"10/11/2017 0:00",296003.3771,3236828.843,"LC","O",-1.481328
"1954","PC2595",NA,NA,"10/11/2017 0:00",296006.1219,3236823.293,"LC","O",-1.389888
"1955","PC2596",NA,NA,"10/11/2017 0:00",296009.4923,3236818.177,"LC","O",-1.298448
"1956","PC2597",NA,NA,"10/11/2017 0:00",296013.3127,3236813.292,"LC","O",-1.237488
"1957","PC2598",NA,NA,"10/11/2017 0:00",296015.4545,3236807.452,"LC","O",-1.207008
"1958","PC2599",NA,NA,"10/11/2017 0:00",296017.9551,3236801.864,"LC","O",-1.176528
"1959","PC260",NA,NA,"9/5/2017 0:00",294556.6004,3238983.205,"LC","O",-0.908304
"1960","PC2600",NA,NA,"10/11/2017 0:00",296020.5935,3236796.343,"LC","O",-1.11252
"1961","PC2601",NA,NA,"10/11/2017 0:00",296039.4806,3236797.812,"LC","O",-1.17348
"1962","PC2602",NA,NA,"10/11/2017 0:00",296035.3479,3236802.539,"LC","O",-1.17348
"1963","PC2603",NA,NA,"10/11/2017 0:00",296032.5657,3236807.998,"LC","O",-1.23444
"1964","PC2604",NA,NA,"10/11/2017 0:00",296030.0473,3236813.637,"LC","O",-1.35636
"1965","PC2605",NA,NA,"10/11/2017 0:00",296025.9299,3236818.378,"LC","O",-1.4478
"1966","PC2606",NA,NA,"10/11/2017 0:00",296023.7482,3236824.192,"LC","O",-1.536192
"1967","PC2607",NA,NA,"10/11/2017 0:00",296022.308,3236830.453,"LC","O",-1.658112
"1968","PC2608",NA,NA,"10/11/2017 0:00",296019.6759,3236835.983,"LC","O",-1.840992
"1969","PC2609",NA,NA,"10/11/2017 0:00",296015.1969,3236840.49,"LC","O",-2.115312
"1970","PC261",NA,NA,"9/5/2017 0:00",294561.9848,3238986.207,"LC","O",-0.829056
"1971","PC2610",NA,NA,"10/11/2017 0:00",296011.266,3236845.294,"LC","O",-2.267712
"1972","PC2611",NA,NA,"10/11/2017 0:00",296008.8818,3236850.948,"LC","O",-1.688592
"1973","PC2612",NA,NA,"10/11/2017 0:00",296008.1287,3236853.07,"LC","O",-1.292352
"1974","PC2613",NA,NA,"10/11/2017 0:00",296006.9111,3236856.845,"LC","O",-1.231392
"1975","PC2614",NA,NA,"10/11/2017 0:00",296004.5489,3236862.577,"LC","O",-1.200912
"1976","PC2615",NA,NA,"10/11/2017 0:00",296000.5327,3236867.379,"LC","O",-1.200912
"1977","PC2616",NA,NA,"10/11/2017 0:00",295996.5347,3236872.171,"LC","O",-1.170432
"1978","PC2617",NA,NA,"10/11/2017 0:00",295993.7187,3236877.597,"LC","O",-1.139952
"1979","PC2618",NA,NA,"10/11/2017 0:00",295991.0037,3236883.064,"LC","O",-1.139952
"1980","PC2619",NA,NA,"10/11/2017 0:00",295987.8154,3236888.444,"LC","O",-1.109472
"1981","PC262",NA,NA,"9/5/2017 0:00",294567.5893,3238988.915,"LC","O",-0.819912
"1982","PC2620",NA,NA,"10/11/2017 0:00",295984.3169,3236893.537,"LC","O",-1.078992
"1983","PC2625",NA,NA,"10/11/2017 0:00",295950.3858,3237046.996,"LC","O",-1.124712
"1984","PC2626",NA,NA,"10/11/2017 0:00",295950.0301,3237053.175,"LC","O",-1.155192
"1985","PC2627",NA,NA,"10/11/2017 0:00",295948.0805,3237059.038,"LC","O",-1.155192
"1986","PC2628",NA,NA,"10/11/2017 0:00",295947.1935,3237065.117,"LC","O",-1.155192
"1987","PC2629",NA,NA,"10/11/2017 0:00",295946.6642,3237071.322,"LC","O",-1.155192
"1988","PC263",NA,NA,"9/5/2017 0:00",294572.7675,3238992.763,"LC","O",-0.804672
"1989","PC2630",NA,NA,"10/11/2017 0:00",295945.2796,3237077.314,"LC","O",-1.155192
"1990","PC2631",NA,NA,"10/11/2017 0:00",295941.8428,3237082.849,"LC","O",-1.152144
"1991","PC2632",NA,NA,"10/11/2017 0:00",295940.5527,3237088.849,"LC","O",-1.213104
"1992","PC2633",NA,NA,"10/11/2017 0:00",295939.8705,3237094.988,"LC","O",-1.182624
"1993","PC2634",NA,NA,"10/11/2017 0:00",295939.6339,3237101.193,"LC","O",-1.182624
"1994","PC2635",NA,NA,"10/11/2017 0:00",295938.46,3237107.233,"LC","O",-1.182624
"1995","PC2636",NA,NA,"10/11/2017 0:00",295935.3222,3237112.807,"LC","O",-1.243584
"1996","PC2637",NA,NA,"10/11/2017 0:00",295933.4855,3237118.688,"LC","O",-1.213104
"1997","PC2638",NA,NA,"10/11/2017 0:00",295932.1497,3237124.674,"LC","O",-1.274064
"1998","PC2639",NA,NA,"10/11/2017 0:00",295931.7392,3237130.868,"LC","O",-1.243584
"1999","PC2640",NA,NA,"10/11/2017 0:00",295931.0877,3237137.034,"LC","O",-1.213104
"2000","PC2641",NA,NA,"10/11/2017 0:00",295929.7148,3237142.972,"LC","O",-1.210056
"2001","PC2642",NA,NA,"10/11/2017 0:00",295928.2385,3237148.931,"LC","O",-1.149096
"2002","PC2643",NA,NA,"10/11/2017 0:00",295926.6709,3237154.904,"LC","O",-1.179576
"2003","PC2644",NA,NA,"10/11/2017 0:00",295925.5827,3237160.982,"LC","O",-1.149096
"2004","PC2645",NA,NA,"10/11/2017 0:00",295923.7523,3237166.884,"LC","O",-1.149096
"2005","PC2646",NA,NA,"10/11/2017 0:00",295921.4238,3237172.64,"LC","O",-1.118616
"2006","PC2647",NA,NA,"10/11/2017 0:00",295920.0482,3237178.605,"LC","O",-1.118616
"2007","PC2648",NA,NA,"10/11/2017 0:00",295918.4436,3237184.536,"LC","O",-1.118616
"2008","PC2649",NA,NA,"10/11/2017 0:00",295917.3094,3237190.581,"LC","O",-1.088136
"2009","PC265",NA,NA,"9/5/2017 0:00",294581.1253,3239001.995,"LC","O",-0.819912
"2010","PC2650",NA,NA,"10/11/2017 0:00",295916.2211,3237196.641,"LC","O",-1.149096
"2011","PC2651",NA,NA,"10/11/2017 0:00",295914.436,3237202.493,"LC","O",-1.118616
"2012","PC2652",NA,NA,"10/11/2017 0:00",295913.2744,3237208.539,"LC","O",-1.149096
"2013","PC2653",NA,NA,"10/11/2017 0:00",295913.2275,3237214.828,"LC","O",-1.149096
"2014","PC2654",NA,NA,"10/11/2017 0:00",295912.4471,3237220.903,"LC","O",-1.240536
"2015","PC2655",NA,NA,"10/11/2017 0:00",295910.5399,3237226.729,"LC","O",-1.481328
"2016","PC2656",NA,NA,"10/11/2017 0:00",295908.1168,3237232.468,"LC","O",-1.664208
