"","point","bar","station","date","POINT_X","POINT_Y","locality","site","elev_m"
"71","PC1802","6","LCO6","9/7/2017 0:00",294582.9153,3238986.727,"LC","O",-0.664464
"72","PC1803","6","LCO6","9/7/2017 0:00",294587.5107,3238982.642,"LC","O",-0.637032
"73","PC1804","6","LCO6","9/7/2017 0:00",294591.7496,3238978.217,"LC","O",-0.664464
"74","PC1805","6","LCO6","9/7/2017 0:00",294595.7178,3238973.507,"LC","O",-0.676656
"75","PC1810","7","LCO7","9/7/2017 0:00",294616.8846,3238951.364,"LC","O",-0.704088
"76","PC1811","7","LCO7","9/7/2017 0:00",294621.157,3238946.938,"LC","O",-0.67056
"77","PC1826","5","LCO5","9/7/2017 0:00",294535.6459,3239032.719,"LC","O",-0.783336
"78","PC1833","4","LCO4","9/7/2017 0:00",294498.8854,3239055.334,"LC","O",-0.646176
"79","PC1846","5","LCO5","9/7/2017 0:00",294559.8569,3239021.518,"LC","O",-0.652272
"80","PC185","4","LCO4","9/5/2017 0:00",294476.0223,3239058.739,"LC","O",-0.728472
"81","PC186","4","LCO4","9/5/2017 0:00",294480.7787,3239063.521,"LC","O",-0.697992
"82","PC1860","3","LCO3","9/7/2017 0:00",294434.1204,3239124.326,"LC","O",-0.771144
"83","PC1861","3","LCO3","9/7/2017 0:00",294429.9346,3239128.897,"LC","O",-0.771144
"84","PC1862","3","LCO3","9/7/2017 0:00",294424.4445,3239133.507,"LC","O",-0.752856
"85","PC1863","3","LCO3","9/7/2017 0:00",294418.711,3239152.092,"LC","O",-0.682752
"86","PC19","2","LCO2","9/5/2017 0:00",294374.7305,3239246.99,"LC","O",-0.47244
"87","PC1929","2","LCO2","9/7/2017 0:00",294372.4177,3239247.794,"LC","O",-0.493776
"88","PC1930","2","LCO2","9/7/2017 0:00",294369.2373,3239253.021,"LC","O",-0.664464
"89","PC1931","2","LCO2","9/7/2017 0:00",294368.6008,3239259.876,"LC","O",-0.664464
"90","PC1932","2","LCO2","9/7/2017 0:00",294367.5666,3239266.557,"LC","O",-0.719328
"91","PC1933","2","LCO2","9/7/2017 0:00",294363.1761,3239271.069,"LC","O",-0.740664
"92","PC1934","2","LCO2","9/7/2017 0:00",294359.2517,3239275.91,"LC","O",-0.70104
"93","PC1935","2","LCO2","9/7/2017 0:00",294356.6814,3239281.553,"LC","O",-0.691896
"94","PC1936","2","LCO2","9/7/2017 0:00",294354.1052,3239287.217,"LC","O",-0.71628
"95","PC1937","2","LCO2","9/7/2017 0:00",294350.3712,3239292.218,"LC","O",-0.65532
"96","PC197","4","LCO4","9/5/2017 0:00",294497.9373,3239053.894,"LC","O",-0.70104
"97","PC20","2","LCO2","9/5/2017 0:00",294380.9719,3239247.891,"LC","O",-0.48768
"98","PC2061","10B","LCO10B","9/7/2017 0:00",295152.5685,3238438.411,"LC","O",-0.752856
"99","PC2088","8A","LCO8A","9/7/2017 0:00",294681.3007,3238907.922,"LC","O",-0.633984
"100","PC2089","8A","LCO8A","9/7/2017 0:00",294687.4263,3238908.12,"LC","O",-0.637032
"101","PC2103","8A","LCO8A","9/7/2017 0:00",294686.4833,3238939.415,"LC","O",-0.59436
"102","PC2104","8A","LCO8A","9/7/2017 0:00",294680.3354,3238939.099,"LC","O",-0.606552
"103","PC2113","7","LCO7","9/7/2017 0:00",294625.1745,3238936.21,"LC","O",-0.688848
"104","PC2145","5","LCO5","9/7/2017 0:00",294527.2922,3239028.246,"LC","O",-0.771144
"105","PC2166","21","LCO21","10/11/2017 0:00",296496.9651,3235773.323,"LC","O",-1.024128
"106","PC218","5","LCO5","9/5/2017 0:00",294527.9739,3239034.903,"LC","O",-0.859536
"107","PC2185","20","LCO20","10/11/2017 0:00",296450.9626,3235879.595,"LC","O",-0.92964
"108","PC2207","21","LCO21","10/11/2017 0:00",296492.7584,3235762.94,"LC","O",-1.014984
"109","PC2208","21","LCO21","10/11/2017 0:00",296490.5425,3235768.68,"LC","O",-1.014984
"110","PC2209","21","LCO21","10/11/2017 0:00",296489.4113,3235774.719,"LC","O",-1.045464
"111","PC2210","21","LCO21","10/11/2017 0:00",296488.558,3235780.814,"LC","O",-1.042416
"112","PC2211","21","LCO21","10/11/2017 0:00",296486.4488,3235786.556,"LC","O",-1.072896
"113","PC2224","20","LCO20","10/11/2017 0:00",296465.5329,3235863.498,"LC","O",-0.890016
"114","PC2225","20","LCO20","10/11/2017 0:00",296464.1053,3235869.448,"LC","O",-0.890016
"115","PC2229","18","LCO18","10/11/2017 0:00",296073.7538,3236715.182,"LC","O",-1.014984
"116","PC2230","18","LCO18","10/11/2017 0:00",296078.2662,3236711.007,"LC","O",-1.014984
"117","PC2253","19","LCO19","10/11/2017 0:00",296157.5623,3236613.104,"LC","O",-0.947928
"118","PC2254","19","LCO19","10/11/2017 0:00",296152.8015,3236617.095,"LC","O",-0.978408
"119","PC2255","19","LCO19","10/11/2017 0:00",296148.0588,3236621.062,"LC","O",-0.978408
"120","PC2256","19","LCO19","10/11/2017 0:00",296143.5529,3236625.273,"LC","O",-1.008888
"121","PC2257","19","LCO19","10/11/2017 0:00",296139.9986,3236630.263,"LC","O",-1.039368
"122","PC2274","18","LCO18","10/11/2017 0:00",296073.1432,3236710.066,"LC","O",-1.00584
"123","PC2275","18","LCO18","10/11/2017 0:00",296069.6445,3236715.134,"LC","O",-1.002792
"124","PC2302","19","LCO19","10/11/2017 0:00",296148.9264,3236611.639,"LC","O",-0.996696
"125","PC2303","19","LCO19","10/11/2017 0:00",296152.7476,3236606.839,"LC","O",-0.966216
"126","PC2304","19","LCO19","10/11/2017 0:00",296281.032,3236385.005,"LC","O",-1.225296
"127","PC2305","19","LCO19","10/11/2017 0:00",296283.2287,3236379.164,"LC","O",-1.164336
"128","PC2306","19","LCO19","10/11/2017 0:00",296285.0284,3236373.232,"LC","O",-1.103376
"129","PC234","5","LCO5","9/5/2017 0:00",294548.5693,3239024.739,"LC","O",-0.691896
"130","PC2353","20","LCO20","10/11/2017 0:00",296342.9848,3236090.675,"LC","O",-1.216152
"131","PC2354","20","LCO20","10/11/2017 0:00",296342.8737,3236084.439,"LC","O",-1.216152
"132","PC2355","20","LCO20","10/11/2017 0:00",296342.5789,3236078.107,"LC","O",-1.155192
"133","PC2407","19","LCO19","10/11/2017 0:00",296278.3653,3236375.057,"LC","O",-1.085088
"134","PC2408","19","LCO19","10/11/2017 0:00",296277.4661,3236381.134,"LC","O",-1.207008
"135","PC2409","19","LCO19","10/11/2017 0:00",296274.8477,3236386.847,"LC","O",-1.207008
"136","PC242","5","LCO5","9/5/2017 0:00",294568.345,3239015.309,"LC","O",-0.755904
"137","PC2460","20","LCO20","10/11/2017 0:00",296349.3303,3236083.783,"LC","O",-1.231392
"138","PC2461","20","LCO20","10/11/2017 0:00",296350.5136,3236077.774,"LC","O",-1.261872
"139","PC2462","20","LCO20","10/11/2017 0:00",296352.2249,3236071.84,"LC","O",-1.231392
"140","PC2464","21","LCO21","10/11/2017 0:00",296583.9723,3235579.879,"LC","O",-1.057656
"141","PC2475","22","LCO22","10/11/2017 0:00",296634.8062,3235535.066,"LC","O",-1.024128
"142","PC2476","22","LCO22","10/11/2017 0:00",296638.5778,3235530.178,"LC","O",-1.024128
"143","PC2480","22","LCO22","10/11/2017 0:00",296645.0066,3235518.4,"LC","O",-1.054608
"144","PC2481","22","LCO22","10/11/2017 0:00",296638.2178,3235520.488,"LC","O",-1.054608
"145","PC2482","22","LCO22","10/11/2017 0:00",296634.6767,3235525.603,"LC","O",-1.024128
"146","PC2500","21","LCO21","10/11/2017 0:00",296582.9173,3235592.343,"LC","O",-1.0668
"147","PC2518","22","LCO22","10/11/2017 0:00",296728.4982,3235350.905,"LC","O",-0.932688
"148","PC2519","22","LCO22","10/11/2017 0:00",296731.6933,3235345.617,"LC","O",-0.932688
"149","PC2520","22","LCO22","10/11/2017 0:00",296734.2674,3235340.062,"LC","O",-0.963168
"150","PC2521","22","LCO22","10/11/2017 0:00",296737.907,3235335.063,"LC","O",-0.993648
"151","PC2522","22","LCO22","10/11/2017 0:00",296741.2436,3235329.923,"LC","O",-1.024128
"152","PC2561","18","LCO18","10/11/2017 0:00",296028.5527,3236806.736,"LC","O",-1.2192
"153","PC2577","17","LCO17","10/11/2017 0:00",295977.4681,3236890.751,"LC","O",-1.060704
"154","PC2578","17","LCO17","10/11/2017 0:00",295974.3099,3236896.082,"LC","O",-1.030224
"155","PC2579","17","LCO17","10/11/2017 0:00",295972.2228,3236901.897,"LC","O",-1.030224
"156","PC26","2","LCO2","9/5/2017 0:00",294380.1583,3239244.359,"LC","O",-0.47244
"157","PC2621","17","LCO17","10/11/2017 0:00",295981.0141,3236898.71,"LC","O",-1.045464
"158","PC2622","17","LCO17","10/11/2017 0:00",295978.8112,3236904.548,"LC","O",-1.045464
"159","PC2623","17","LCO17","10/11/2017 0:00",295976.5895,3236910.313,"LC","O",-1.045464
"160","PC2624","17","LCO17","10/11/2017 0:00",295972.9715,3236915.34,"LC","O",-1.014984
"161","PC264","6","LCO6","9/5/2017 0:00",294577.1724,3238997.073,"LC","O",-0.798576
"162","PC2694","17","LCO17","10/11/2017 0:00",295946.2347,3237036.347,"LC","O",-1.014984
"163","PC2695","17","LCO17","10/11/2017 0:00",295944.2549,3237042.238,"LC","O",-1.075944
"164","PC27","2","LCO2","9/5/2017 0:00",294374.6606,3239241.66,"LC","O",-0.448056
"165","PC2769","16","LCO16","10/11/2017 0:00",295918.5439,3237437.78,"LC","O",-0.993648
"166","PC2770","16","LCO16","10/11/2017 0:00",295918.7041,3237431.548,"LC","O",-1.024128
"167","PC2842","16","LCO16","10/11/2017 0:00",295871.5651,3237579.975,"LC","O",-0.963168
"168","PC2843","16","LCO16","10/11/2017 0:00",295868.6828,3237585.493,"LC","O",-0.932688
"169","PC2844","16","LCO16","10/11/2017 0:00",295868.5964,3237593.224,"LC","O",-0.993648
"170","PC2853","15","LCO15","10/11/2017 0:00",295832.8749,3237635.435,"LC","O",-1.054608
"171","PC2854","15","LCO15","10/11/2017 0:00",295830.5757,3237641.408,"LC","O",-1.024128
"172","PC2855","15","LCO15","10/11/2017 0:00",295825.8677,3237645.508,"LC","O",-1.024128
"173","PC2856","15","LCO15","10/11/2017 0:00",295820.8376,3237649.377,"LC","O",-0.9906
"174","PC2875","10B","LCO10B","10/11/2017 0:00",295198.0168,3238387.981,"LC","O",-1.130808
"175","PC2887","11A","LCO11A","10/11/2017 0:00",295232.6312,3238322.853,"LC","O",-1.069848
"176","PC2888","11A","LCO11A","10/11/2017 0:00",295234.6022,3238316.993,"LC","O",-0.978408
"177","PC2889","11A","LCO11A","10/11/2017 0:00",295236.7782,3238311.225,"LC","O",-0.947928
"178","PC2890","11A","LCO11A","10/11/2017 0:00",295238.7,3238305.332,"LC","O",-0.886968
"179","PC2933","11B","LCO11B","10/11/2017 0:00",295320.6836,3238188.388,"LC","O",-0.862584
"180","PC2934","11B","LCO11B","10/11/2017 0:00",295324.219,3238183.325,"LC","O",-0.893064
"181","PC2935","11B","LCO11B","10/11/2017 0:00",295327.9413,3238178.377,"LC","O",-0.984504
"182","PC2936","11B","LCO11B","10/11/2017 0:00",295332.8982,3238174.512,"LC","O",-1.045464
"183","PC2937","11B","LCO11B","10/11/2017 0:00",295338.3217,3238171.024,"LC","O",-1.045464
"184","PC2945","12","LCO12","10/11/2017 0:00",295367.6396,3238131.394,"LC","O",-1.042416
"185","PC2946","12","LCO12","10/11/2017 0:00",295372.1425,3238127.195,"LC","O",-1.011936
"186","PC2947","12","LCO12","10/11/2017 0:00",295376.2858,3238122.639,"LC","O",-1.011936
"187","PC2948","12","LCO12","10/11/2017 0:00",295380.1582,3238117.771,"LC","O",-0.950976
"188","PC2949","12","LCO12","10/11/2017 0:00",295383.8105,3238112.833,"LC","O",-0.950976
"189","PC2950","12","LCO12","10/11/2017 0:00",295387.586,3238108.045,"LC","O",-0.768096
"190","PC2987","12","LCO12","10/11/2017 0:00",295461.6588,3238028.172,"LC","O",-0.902208
"191","PC2988","12","LCO12","10/11/2017 0:00",295464.7276,3238022.729,"LC","O",-0.932688
"192","PC2989","12","LCO12","10/11/2017 0:00",295468.2146,3238017.712,"LC","O",-0.963168
"193","PC2990","12","LCO12","10/11/2017 0:00",295471.2842,3238012.358,"LC","O",-1.024128
"194","PC2991","12","LCO12","10/11/2017 0:00",295475.5834,3238007.855,"LC","O",-1.054608
"195","PC3001","13","LCO13","10/11/2017 0:00",295511.814,3237958.15,"LC","O",-1.054608
"196","PC3002","13","LCO13","10/11/2017 0:00",295515.7979,3237953.491,"LC","O",-1.054608
"197","PC3003","13","LCO13","10/11/2017 0:00",295519.8523,3237948.885,"LC","O",-1.054608
"198","PC3004","13","LCO13","10/11/2017 0:00",295523.3878,3237943.837,"LC","O",-0.993648
"199","PC3005","13","LCO13","10/11/2017 0:00",295526.9664,3237938.472,"LC","O",-0.932688
"200","PC3006","13","LCO13","10/11/2017 0:00",295530.523,3237933.391,"LC","O",-0.902208
"201","PC3023","12","LCO12","10/11/2017 0:00",295478.8374,3238013.756,"LC","O",-1.085088
"202","PC3024","12","LCO12","10/11/2017 0:00",295474.6393,3238018.313,"LC","O",-1.054608
"203","PC3025","12","LCO12","10/11/2017 0:00",295470.7503,3238023.022,"LC","O",-0.963168
"204","PC3028","12","LCO12","10/11/2017 0:00",295458.0324,3238026.499,"LC","O",-0.932688
"205","PC3029","12","LCO12","10/11/2017 0:00",295462.2521,3238021.973,"LC","O",-0.932688
"206","PC304","8A","LCO8A","9/5/2017 0:00",294682.5297,3238951.55,"LC","O",-0.801624
"207","PC3071","14","LCO14","10/11/2017 0:00",295679.4122,3237778.99,"LC","O",-1.207008
"208","PC3083","15","LCO15","10/11/2017 0:00",295718.3917,3237757.783,"LC","O",-1.085088
"209","PC3084","15","LCO15","10/11/2017 0:00",295722.6644,3237762.325,"LC","O",-1.146048
"210","PC3108","9B","LCO9B","10/11/2017 0:00",294942.7468,3238636.194,"LC","O",-1.109472
"211","PC3109","9B","LCO9B","10/11/2017 0:00",294937.4816,3238639.293,"LC","O",-0.987552
"212","PC3110","9B","LCO9B","10/11/2017 0:00",294932.9273,3238643.548,"LC","O",-0.957072
"213","PC3111","9B","LCO9B","10/11/2017 0:00",294940.4155,3238636.976,"LC","O",-1.106424
"214","PC3128","10A","LCO10A","10/11/2017 0:00",295018.0263,3238599.125,"LC","O",-1.045464
"215","PC3129","10A","LCO10A","10/11/2017 0:00",295011.6399,3238599.801,"LC","O",-1.075944
"216","PC3130","10A","LCO10A","10/11/2017 0:00",295005.5651,3238601.265,"LC","O",-1.136904
"217","PC3131","10A","LCO10A","10/11/2017 0:00",294999.4531,3238602.658,"LC","O",-1.167384
"218","PC314","7","LCO7","9/5/2017 0:00",294621.1869,3238949.37,"LC","O",-0.768096
"219","PC3142","9B","LCO9B","10/11/2017 0:00",294939.8924,3238634.615,"LC","O",-1.072896
"220","PC3188","10A","LCO10A","10/12/2017 0:00",295000.8451,3238605.387,"LC","O",-1.088136
"221","PC3213","10B","LCO10B","10/12/2017 0:00",295194.589,3238383.148,"LC","O",-1.109472
"222","PC3214","10B","LCO10B","10/12/2017 0:00",295199.3378,3238387.043,"LC","O",-1.121664
"223","PC3247","11A","LCO11A","10/12/2017 0:00",295232.1054,3238316.249,"LC","O",-0.963168
"224","PC3261","11A","LCO11A","10/12/2017 0:00",295238.876,3238292.372,"LC","O",-0.664464
"225","PC3281","11B","LCO11B","10/12/2017 0:00",295323.0255,3238188.136,"LC","O",-0.886968
"226","PC3294","11B","LCO11B","10/12/2017 0:00",295339.6448,3238165.328,"LC","O",-1.02108
"227","PC3327","12","LCO12","10/12/2017 0:00",295382.595,3238112.566,"LC","O",-0.9144
"228","PC3349","12","LCO12","10/12/2017 0:00",295458.7519,3238026.87,"LC","O",-0.89916
"229","PC3350","12","LCO12","10/12/2017 0:00",295462.5583,3238031.779,"LC","O",-0.877824
"230","PC336","7","LCO7","9/5/2017 0:00",294625.43,3238920.083,"LC","O",-0.813816
"231","PC337","7","LCO7","9/5/2017 0:00",294631.3201,3238923.051,"LC","O",-0.813816
"232","PC3381","13","LCO13","10/12/2017 0:00",295508.4332,3237957.752,"LC","O",-1.069848
"233","PC3393","13","LCO13","10/12/2017 0:00",295523.3029,3237939.244,"LC","O",-0.935736
"234","PC3401","13","LCO13","10/12/2017 0:00",295567.2485,3237879.176,"LC","O",-1.045464
"235","PC3424","13","LCO13","10/12/2017 0:00",295565.6618,3237881.125,"LC","O",-1.014984
"236","PC3447","13","LCO13","10/12/2017 0:00",295571.1585,3237880.865,"LC","O",-1.024128
"237","PC345","8A","LCO8A","9/5/2017 0:00",294680.5606,3238925.849,"LC","O",-0.688848
"238","PC346","8A","LCO8A","9/5/2017 0:00",294686.7338,3238925.202,"LC","O",-0.646176
"239","PC3471","15","LCO15","10/12/2017 0:00",295835.639,3237632.857,"LC","O",-1.12776
"240","PC3483","16","LCO16","10/12/2017 0:00",295864.9696,3237593.291,"LC","O",-1.033272
"241","PC3501","15","LCO15","10/12/2017 0:00",295720.3665,3237761.311,"LC","O",-1.124712
"242","PC3508","14","LCO14","10/12/2017 0:00",295681.3074,3237779.605,"LC","O",-1.139952
"243","PC3509","14","LCO14","10/12/2017 0:00",295675.2653,3237781.686,"LC","O",-1.11252
"244","PC3510","14","LCO14","10/12/2017 0:00",295674.4087,3237789.903,"LC","O",-1.094232
"245","PC3521","15","LCO15","10/12/2017 0:00",295832.2292,3237639.425,"LC","O",-1.063752
"246","PC3522","15","LCO15","10/12/2017 0:00",295835.5073,3237634.215,"LC","O",-1.103376
"247","PC3531","16","LCO16","10/12/2017 0:00",295866.7465,3237588.621,"LC","O",-0.984504
"248","PC3558","16","LCO16","10/12/2017 0:00",295916.2336,3237437.806,"LC","O",-0.957072
"249","PC3559","16","LCO16","10/12/2017 0:00",295922.4792,3237438.497,"LC","O",-0.957072
"250","PC358","8A","LCO8A","9/5/2017 0:00",294687.0267,3238892.382,"LC","O",-0.740664
"251","PC3606","17","LCO17","10/12/2017 0:00",295946.4106,3237038.025,"LC","O",-1.024128
"252","PC3624","17","LCO17","10/12/2017 0:00",295971.9357,3236919.692,"LC","O",-0.984504
"253","PC3664","18","LCO18","10/12/2017 0:00",296036.671,3236792.56,"LC","O",-1.060704
"254","PC3665","18","LCO18","10/12/2017 0:00",296031.2307,3236789.79,"LC","O",-1.057656
"255","PC3680","18","LCO18","10/12/2017 0:00",296075.9962,3236709.334,"LC","O",-1.027176
"256","PC3709","19","LCO19","10/12/2017 0:00",296141.7111,3236639.128,"LC","O",-1.048512
"257","PC3730","19","LCO19","10/12/2017 0:00",296158.2168,3236609.785,"LC","O",-0.926592
"258","PC3731","19","LCO19","10/12/2017 0:00",296152.8893,3236606.661,"LC","O",-0.954024
"259","PC3794","20","LCO20","10/12/2017 0:00",296354.0804,3236067.819,"LC","O",-1.225296
"260","PC3807","20","LCO20","10/12/2017 0:00",296453.6857,3235881.147,"LC","O",-0.954024
"261","PC3830","20","LCO20","10/12/2017 0:00",296462.5943,3235857.045,"LC","O",-0.905256
"262","PC3831","20","LCO20","10/12/2017 0:00",296468.0385,3235859.913,"LC","O",-0.908304
"263","PC3846","21","LCO21","10/12/2017 0:00",296485.919,3235787.689,"LC","O",-1.103376
"264","PC3876","21","LCO21","10/12/2017 0:00",296495.238,3235763.111,"LC","O",-1.024128
"265","PC3877","21","LCO21","10/12/2017 0:00",296500.9041,3235765.553,"LC","O",-1.033272
"266","PC3896","21","LCO21","10/12/2017 0:00",296580.006,3235600.531,"LC","O",-0.966216
"267","PC3897","21","LCO21","10/12/2017 0:00",296574.3429,3235598.089,"LC","O",-0.969264
"268","PC3921","21","LCO21","10/12/2017 0:00",296586.3818,3235578.965,"LC","O",-1.057656
"269","PC3922","21","LCO21","10/12/2017 0:00",296591.2811,3235582.633,"LC","O",-1.118616
"270","PC3932","22","LCO22","10/12/2017 0:00",296634.9306,3235535.715,"LC","O",-1.00584
"271","PC3965","22","LCO22","10/12/2017 0:00",296731.9949,3235343.09,"LC","O",-0.89916
"272","PC397","8A","LCO8A","9/5/2017 0:00",294686.8569,3238878.554,"LC","O",-0.576072
"273","PC4","2","LCO2","9/5/2017 0:00",294347.1399,3239289.346,"LC","O",-0.70104
"274","PC407","8B","LCO8B","9/5/2017 0:00",294705.5183,3238854.652,"LC","O",-0.755904
"275","PC408","8B","LCO8B","9/5/2017 0:00",294700.4952,3238851.125,"LC","O",-0.694944
"276","PC423","8B","LCO8B","9/5/2017 0:00",294716.4171,3238833.035,"LC","O",-0.841248
"277","PC424","8B","LCO8B","9/5/2017 0:00",294721.7033,3238836.325,"LC","O",-0.816864
"278","PC438","8B","LCO8B","9/5/2017 0:00",294737.0891,3238815.42,"LC","O",-0.94488
"279","PC439","8B","LCO8B","9/5/2017 0:00",294733.2891,3238810.554,"LC","O",-0.96012
"280","PC484","9B","LCO9B","9/5/2017 0:00",294819.3685,3238758.134,"LC","O",-0.521208
"281","PC492","9B","LCO9B","9/5/2017 0:00",294840.3375,3238743.174,"LC","O",-0.542544
"282","PC514","9B","LCO9B","9/5/2017 0:00",294865.2892,3238718.06,"LC","O",-0.496824
"283","PC515","9B","LCO9B","9/5/2017 0:00",294867.8784,3238720.348,"LC","O",-0.50292
"284","PC521","9B","LCO9B","9/5/2017 0:00",294886.428,3238685.486,"LC","O",-0.57912
"285","PC522","9B","LCO9B","9/5/2017 0:00",294881.1908,3238682.226,"LC","O",-0.560832
"286","PC540","9B","LCO9B","9/5/2017 0:00",294902.1731,3238663.825,"LC","O",-0.697992
"287","PC541","9B","LCO9B","9/5/2017 0:00",294907.782,3238667.054,"LC","O",-0.70104
"288","PC547","9B","LCO9B","9/5/2017 0:00",294930.4007,3238647.52,"LC","O",-0.737616
"289","PC548","9B","LCO9B","9/5/2017 0:00",294926.1285,3238643.045,"LC","O",-0.710184
"290","PC56","2","LCO2","9/5/2017 0:00",294351.529,3239290.373,"LC","O",-0.679704
"291","PC571","10A","LCO10A","9/5/2017 0:00",295043.271,3238573.344,"LC","O",-0.710184
"292","PC572","10A","LCO10A","9/5/2017 0:00",295047.1614,3238578.081,"LC","O",-0.688848
"293","PC581","10A","LCO10A","9/5/2017 0:00",295065.4522,3238557.899,"LC","O",-0.557784
"294","PC604","10A","LCO10A","9/5/2017 0:00",295079.9941,3238544.551,"LC","O",-0.423672
"295","PC614","10A","LCO10A","9/5/2017 0:00",295091.8116,3238510.935,"LC","O",-0.597408
"296","PC633","10A","LCO10A","9/5/2017 0:00",295101.9968,3238483.923,"LC","O",-0.551688
"297","PC634","10A","LCO10A","9/5/2017 0:00",295106.5442,3238488.146,"LC","O",-0.551688
"298","PC646","12","LCO12","9/6/2017 0:00",295402.0208,3238091.075,"LC","O",-0.591312
"299","PC657","12","LCO12","9/6/2017 0:00",295417.8911,3238070.156,"LC","O",-0.618744
"300","PC658","12","LCO12","9/6/2017 0:00",295422.7126,3238073.996,"LC","O",-0.621792
"301","PC670","12","LCO12","9/6/2017 0:00",295444.1089,3238051.241,"LC","O",-0.62484
"302","PC671","12","LCO12","9/6/2017 0:00",295438.672,3238048.157,"LC","O",-0.661416
"303","PC685","13","LCO13","9/6/2017 0:00",295537.9522,3237918.117,"LC","O",-0.768096
"304","PC686","13","LCO13","9/6/2017 0:00",295541.3073,3237923.715,"LC","O",-0.743712
"305","PC70","2","LCO2","9/5/2017 0:00",294359.6426,3239269.216,"LC","O",-0.743712
"306","PC703","13","LCO13","9/6/2017 0:00",295555.9751,3237900.838,"LC","O",-0.804672
"307","PC704","13","LCO13","9/6/2017 0:00",295551.2355,3237896.946,"LC","O",-0.804672
"308","PC71","2","LCO2","9/5/2017 0:00",294364.344,3239273.26,"LC","O",-0.710184
"309","PC719","14","LCO14","9/6/2017 0:00",295626.8032,3237829.728,"LC","O",-0.920496
"310","PC720","14","LCO14","9/6/2017 0:00",295630.4008,3237834.806,"LC","O",-0.908304
"311","PC736","14","LCO14","9/6/2017 0:00",295648.9896,3237815.261,"LC","O",-0.902208
"312","PC737","14","LCO14","9/6/2017 0:00",295644.5361,3237810.962,"LC","O",-0.9144
"313","PC754","14","LCO14","9/6/2017 0:00",295662.2249,3237794.896,"LC","O",-0.88392
"314","PC755","14","LCO14","9/6/2017 0:00",295666.2575,3237799.51,"LC","O",-0.85344
"315","PC774","15","LCO15","9/6/2017 0:00",295737.2648,3237740.47,"LC","O",-0.8382
"316","PC79","2","LCO2","9/5/2017 0:00",294380.1247,3239247.926,"LC","O",-0.569976
"317","PC793","15","LCO15","9/6/2017 0:00",295758.9163,3237716.902,"LC","O",-0.798576
"318","PC80","2","LCO2","9/5/2017 0:00",294374.8997,3239244.31,"LC","O",-0.505968
"319","PC806","15","LCO15","9/6/2017 0:00",295774.9387,3237695.586,"LC","O",-0.795528
"320","PC807","15","LCO15","9/6/2017 0:00",295778.731,3237700.62,"LC","O",-0.801624
"321","PC824","15","LCO15","9/6/2017 0:00",295799.7691,3237678.753,"LC","O",-0.77724
"322","PC825","15","LCO15","9/6/2017 0:00",295794.0332,3237675.997,"LC","O",-0.77724
"323","PC844","15","LCO15","9/6/2017 0:00",295812.9954,3237655.549,"LC","O",-0.795528
"324","PC859","16","LCO16","9/6/2017 0:00",295883.2441,3237565.479,"LC","O",-0.704088
"325","PC871","16","LCO16","9/6/2017 0:00",295907.9268,3237535.984,"LC","O",-0.521208
"326","PC872","16","LCO16","9/6/2017 0:00",295901.2266,3237534.895,"LC","O",-0.509016
"327","PC881","16","LCO16","9/6/2017 0:00",295925.7289,3237501.399,"LC","O",-0.588264
"328","PC896","16","LCO16","9/6/2017 0:00",295920.5277,3237466.642,"LC","O",-0.682752
"329","PC9","2","LCO2","9/5/2017 0:00",294363.7042,3239270.803,"LC","O",-0.664464
"330","PC918","17","LCO17","9/6/2017 0:00",295953.6573,3237005.643,"LC","O",-0.719328
"331","PC935","17","LCO17","9/6/2017 0:00",295961.4865,3236979.368,"LC","O",-0.676656
"332","PC936","17","LCO17","9/6/2017 0:00",295955.2548,3236979.229,"LC","O",-0.694944
"333","PC955","17","LCO17","9/6/2017 0:00",295964.2972,3236949.033,"LC","O",-0.783336
"334","PC973","18","LCO18","9/6/2017 0:00",296049.6073,3236761.794,"LC","O",-0.963168
"335","PC992","18","LCO18","9/6/2017 0:00",296063.5082,3236735.838,"LC","O",-0.88392
"336","PC1",NA,NA,"9/5/2017 0:00",294360.7778,3239302.215,"LC","O",-1.383792
"337","PC10",NA,NA,"9/5/2017 0:00",294366.3331,3239278.102,"LC","O",-0.676656
"338","PC1000",NA,NA,"9/6/2017 0:00",296108.4344,3236759.609,"LC","O",-2.029968
"339","PC1001",NA,NA,"9/6/2017 0:00",296114.4093,3236761.439,"LC","O",-1.9812
"340","PC1002",NA,NA,"9/6/2017 0:00",296156.0528,3236569.083,"LC","O",-0.762
"341","PC1003",NA,NA,"9/6/2017 0:00",296160.1596,3236575.254,"LC","O",-0.765048
"342","PC1004",NA,NA,"9/6/2017 0:00",296164.3033,3236580.391,"LC","O",-0.774192
"343","PC1006",NA,NA,"9/6/2017 0:00",296175.8703,3236584.92,"LC","O",-0.71628
"344","PC1007",NA,NA,"9/6/2017 0:00",296180.4739,3236589.307,"LC","O",-0.707136
"345","PC1008",NA,NA,"9/6/2017 0:00",296184.2036,3236595.228,"LC","O",-0.664464
"346","PC1009",NA,NA,"9/6/2017 0:00",296188.7717,3236599.74,"LC","O",-0.643128
"347","PC1010",NA,NA,"9/6/2017 0:00",296194.7104,3236601.61,"LC","O",-0.658368
"348","PC1011",NA,NA,"9/6/2017 0:00",296201.7419,3236601.522,"LC","O",-0.658368
"349","PC1012",NA,NA,"9/6/2017 0:00",296207.6394,3236603.575,"LC","O",-0.606552
