FID,point,depth_ft,date,POINT_X,POINT_Y
411,PC412,-3.49,9/5/2017 0:00,294676.8519,3238841.335
412,PC413,-3.7,9/5/2017 0:00,294672.1274,3238837.434
413,PC414,-3.88,9/5/2017 0:00,294667.2251,3238833.779
414,PC415,-4.14,9/5/2017 0:00,294662.5391,3238829.743
415,PC416,-4.6,9/5/2017 0:00,294685.8728,3238802.561
416,PC417,-4.46,9/5/2017 0:00,294689.9024,3238807.538
417,PC418,-3.53,9/5/2017 0:00,294693.2047,3238813.024
418,PC419,-3.12,9/5/2017 0:00,294700.3533,3238814.158
419,PC420,-3.03,9/5/2017 0:00,294704.6797,3238818.547
420,PC421,-2.94,9/5/2017 0:00,294708.0158,3238824.066
421,PC422,-2.95,9/5/2017 0:00,294712.1875,3238828.554
422,PC423,-2.76,9/5/2017 0:00,294716.4171,3238833.035
423,PC424,-2.68,9/5/2017 0:00,294721.7033,3238836.325
424,PC425,-2.73,9/5/2017 0:00,294725.4709,3238841.316
425,PC426,-2.62,9/5/2017 0:00,294730.7088,3238844.658
426,PC427,-2.74,9/5/2017 0:00,294734.6964,3238849.364
427,PC428,-3.29,9/5/2017 0:00,294741.0993,3238851.331
428,PC429,-5.13,9/5/2017 0:00,294744.9904,3238856.159
429,PC430,-5.03,9/5/2017 0:00,294749.071,3238859.974
430,PC431,-4.99,9/5/2017 0:00,294760.4171,3238829.337
431,PC432,-4.71,9/5/2017 0:00,294759.7804,3238844.386
432,PC433,-4.68,9/5/2017 0:00,294754.9458,3238840.443
433,PC434,-3.92,9/5/2017 0:00,294750.8251,3238835.86
434,PC435,-3.42,9/5/2017 0:00,294748.4055,3238829.861
435,PC436,-3.23,9/5/2017 0:00,294745.968,3238823.916
436,PC437,-3.2,9/5/2017 0:00,294741.8113,3238819.403
437,PC438,-3.1,9/5/2017 0:00,294737.0891,3238815.42
438,PC439,-3.15,9/5/2017 0:00,294733.2891,3238810.554
439,PC440,-3.34,9/5/2017 0:00,294729.8854,3238805.337
440,PC441,-3.48,9/5/2017 0:00,294726.0763,3238800.468
441,PC442,-3.76,9/5/2017 0:00,294721.7049,3238796.162
442,PC443,-4.36,9/5/2017 0:00,294717.8025,3238791.44
443,PC444,-4.61,9/5/2017 0:00,294714.4054,3238786.275
444,PC445,-4.67,9/5/2017 0:00,294710.5726,3238781.491
445,PC446,-4.52,9/5/2017 0:00,294705.5594,3238777.696
446,PC447,-4.72,9/5/2017 0:00,294734.3746,3238732.398
447,PC448,-4.65,9/5/2017 0:00,294737.9379,3238737.378
448,PC449,-4.53,9/5/2017 0:00,294740.1035,3238743.258
449,PC450,-4.48,9/5/2017 0:00,294742.8334,3238748.81
450,PC451,-4.33,9/5/2017 0:00,294747.9703,3238752.82
451,PC452,-4.22,9/5/2017 0:00,294751.4248,3238757.924
452,PC453,-4.06,9/5/2017 0:00,294753.5115,3238763.838
453,PC454,-4.12,9/5/2017 0:00,294755.0858,3238770.067
454,PC455,-3.74,9/5/2017 0:00,294760.8047,3238773.686
455,PC456,-3.35,9/5/2017 0:00,294764.6772,3238778.481
456,PC457,-3.13,9/5/2017 0:00,294766.1153,3238784.827
457,PC458,-3.16,9/5/2017 0:00,294767.9656,3238790.899
458,PC459,-3.8,9/5/2017 0:00,294770.0494,3238796.834
459,PC460,-5.22,9/5/2017 0:00,294772.5611,3238802.546
460,PC461,-5.63,9/5/2017 0:00,294778.3071,3238806.131
461,PC462,-5.76,9/5/2017 0:00,294782.2886,3238810.825
462,PC463,-5.56,9/5/2017 0:00,294813.3088,3238791.368
463,PC464,-3.42,9/5/2017 0:00,294808.4275,3238787.31
464,PC465,-1.46,9/5/2017 0:00,294804.8523,3238782.351
465,PC466,-1.34,9/5/2017 0:00,294801.7284,3238777.061
466,PC467,-1.45,9/5/2017 0:00,294798.0866,3238772.151
467,PC468,-1.1,9/5/2017 0:00,294794.5294,3238767.167
468,PC469,-2.59,9/5/2017 0:00,294791.6936,3238761.695
469,PC470,-3.07,9/5/2017 0:00,294788.7608,3238756.289
470,PC471,-3.31,9/5/2017 0:00,294786.7067,3238750.274
471,PC472,-3.6,9/5/2017 0:00,294783.6706,3238744.91
472,PC473,-3.93,9/5/2017 0:00,294779.2438,3238740.528
473,PC474,-4.29,9/5/2017 0:00,294775.5288,3238735.628
474,PC475,-4.47,9/5/2017 0:00,294773.0053,3238729.961
475,PC476,-4.19,9/5/2017 0:00,294790.6962,3238718.416
476,PC477,-3.99,9/5/2017 0:00,294794.7558,3238722.99
477,PC478,-3.68,9/5/2017 0:00,294799.4001,3238727.136
478,PC479,-3.41,9/5/2017 0:00,294801.7592,3238733.179
479,PC480,-3.19,9/5/2017 0:00,294806.0279,3238737.602
480,PC481,-2.81,9/5/2017 0:00,294808.9126,3238743.079
481,PC482,-2.73,9/5/2017 0:00,294812.9268,3238747.69
482,PC483,-1.92,9/5/2017 0:00,294815.2845,3238753.569
483,PC484,-1.71,9/5/2017 0:00,294819.3685,3238758.134
484,PC485,-1.86,9/5/2017 0:00,294822.4622,3238763.46
485,PC486,-1.83,9/5/2017 0:00,294825.6709,3238768.697
486,PC487,-5.3,9/5/2017 0:00,294829.5611,3238773.41
487,PC488,-5.7,9/5/2017 0:00,294834.4489,3238777.157
488,PC489,-6.43,9/5/2017 0:00,294853.2261,3238756.467
489,PC490,-5.69,9/5/2017 0:00,294849.3596,3238751.665
490,PC491,-1.79,9/5/2017 0:00,294844.3916,3238747.812
491,PC492,-1.78,9/5/2017 0:00,294840.3375,3238743.174
492,PC493,-1.96,9/5/2017 0:00,294836.7105,3238738.215
493,PC494,-2.07,9/5/2017 0:00,294832.1089,3238734.081
494,PC495,-2.81,9/5/2017 0:00,294826.5634,3238730.769
495,PC496,-3.02,9/5/2017 0:00,294822.007,3238726.562
496,PC497,-3.2,9/5/2017 0:00,294818.5855,3238721.403
497,PC498,-3.4,9/5/2017 0:00,294814.8732,3238716.457
498,PC499,-3.58,9/5/2017 0:00,294811.7274,3238711.095
499,PC500,-3.76,9/5/2017 0:00,294807.5219,3238706.573
500,PC501,-3.97,9/5/2017 0:00,294802.9779,3238702.403
501,PC502,-4.63,9/5/2017 0:00,294805.5516,3238675.379
502,PC503,-4.4,9/5/2017 0:00,294811.5718,3238677.511
503,PC504,-4.15,9/5/2017 0:00,294816.6639,3238680.906
504,PC505,-3.89,9/5/2017 0:00,294820.7047,3238685.779
505,PC506,-3.72,9/5/2017 0:00,294827.3246,3238687.106
506,PC507,-3.54,9/5/2017 0:00,294830.7141,3238692.811
507,PC508,-3.33,9/5/2017 0:00,294836.3184,3238695.497
508,PC509,-3.06,9/5/2017 0:00,294841.1336,3238699.306
509,PC510,-2.72,9/5/2017 0:00,294846.5666,3238702.296
510,PC511,-2.54,9/5/2017 0:00,294850.6853,3238707.004
511,PC512,-1.84,9/5/2017 0:00,294856.2897,3238709.702
512,PC513,-1.76,9/5/2017 0:00,294860.6132,3238714.125
513,PC514,-1.63,9/5/2017 0:00,294865.2892,3238718.06
514,PC515,-1.65,9/5/2017 0:00,294867.8784,3238720.348
515,PC516,-2.39,9/5/2017 0:00,294870.0166,3238721.933
516,PC517,-6.33,9/5/2017 0:00,294874.6295,3238725.969
517,PC518,-7.24,9/5/2017 0:00,294896.5979,3238698.104
518,PC519,-5.63,9/5/2017 0:00,294895.3347,3238694.03
519,PC520,-2.26,9/5/2017 0:00,294891.1225,3238689.448
520,PC521,-1.9,9/5/2017 0:00,294886.428,3238685.486
521,PC522,-1.84,9/5/2017 0:00,294881.1908,3238682.226
522,PC523,-1.94,9/5/2017 0:00,294875.7305,3238679.267
523,PC524,-2.61,9/5/2017 0:00,294869.9451,3238676.781
524,PC525,-3.08,9/5/2017 0:00,294864.7806,3238673.469
525,PC526,-3.33,9/5/2017 0:00,294860.4356,3238669.04
526,PC527,-3.5,9/5/2017 0:00,294856.1515,3238664.59
527,PC528,-3.66,9/5/2017 0:00,294851.2307,3238660.913
528,PC529,-4,9/5/2017 0:00,294846.8888,3238656.484
529,PC530,-4.35,9/5/2017 0:00,294842.0581,3238652.642
530,PC531,-4.54,9/5/2017 0:00,294871.1828,3238617.875
531,PC532,-4.29,9/5/2017 0:00,294872.1016,3238625.171
532,PC533,-3.9,9/5/2017 0:00,294874.6394,3238631.078
533,PC534,-3.59,9/5/2017 0:00,294879.8276,3238634.664
534,PC535,-2.94,9/5/2017 0:00,294883.9477,3238639.177
535,PC536,-2.37,9/5/2017 0:00,294887.2477,3238644.389
536,PC537,-2.31,9/5/2017 0:00,294892.7383,3238647.692
537,PC538,-2.37,9/5/2017 0:00,294894.7828,3238654.024
538,PC539,-2.47,9/5/2017 0:00,294898.1347,3238659.244
539,PC540,-2.29,9/5/2017 0:00,294902.1731,3238663.825
540,PC541,-2.3,9/5/2017 0:00,294907.782,3238667.054
541,PC542,-2.88,9/5/2017 0:00,294909.766,3238673.444
542,PC543,-6.94,9/5/2017 0:00,294915.381,3238676.673
543,PC544,-7.1,9/5/2017 0:00,294918.8177,3238680.408
544,PC545,-4.6,9/5/2017 0:00,294934.9365,3238659.668
545,PC546,-2.64,9/5/2017 0:00,294933.8939,3238652.873
546,PC547,-2.42,9/5/2017 0:00,294930.4007,3238647.52
547,PC548,-2.33,9/5/2017 0:00,294926.1285,3238643.045
548,PC549,-2.42,9/5/2017 0:00,294923.1074,3238637.657
549,PC550,-2.42,9/5/2017 0:00,294919.7497,3238632.464
550,PC551,-2.52,9/5/2017 0:00,294915.529,3238627.955
551,PC552,-2.57,9/5/2017 0:00,294911.7591,3238623.046
552,PC553,-3.57,9/5/2017 0:00,294907.9563,3238618.199
553,PC554,-3.67,9/5/2017 0:00,294904.2506,3238613.313
554,PC555,-3.65,9/5/2017 0:00,294901.6055,3238607.688
555,PC556,-3.72,9/5/2017 0:00,294898.5839,3238602.239
556,PC557,-3.69,9/5/2017 0:00,294894.7235,3238597.431
557,PC558,-3.63,9/5/2017 0:00,294890.227,3238593.114
558,PC559,-4.75,9/5/2017 0:00,295003.6246,3238510.35
559,PC560,-4.54,9/5/2017 0:00,295006.6093,3238515.762
560,PC561,-4.62,9/5/2017 0:00,295006.3503,3238523.629
561,PC562,-4.42,9/5/2017 0:00,295010.0771,3238528.483
562,PC563,-4.17,9/5/2017 0:00,295012.7622,3238534.152
563,PC564,-3.91,9/5/2017 0:00,295017.1763,3238538.47
564,PC565,-3.53,9/5/2017 0:00,295020.6514,3238543.491
565,PC566,-3.23,9/5/2017 0:00,295024.9538,3238547.935
566,PC567,-2.53,9/5/2017 0:00,295027.9874,3238553.356
567,PC568,-2.43,9/5/2017 0:00,295032.5047,3238557.625
568,PC569,-2.53,9/5/2017 0:00,295034.8899,3238563.875
569,PC570,-2.34,9/5/2017 0:00,295039.6959,3238568.394
570,PC571,-2.33,9/5/2017 0:00,295043.271,3238573.344
571,PC572,-2.26,9/5/2017 0:00,295047.1614,3238578.081
572,PC573,-2.59,9/5/2017 0:00,295050.3549,3238583.315
573,PC574,-5.31,9/5/2017 0:00,295053.724,3238588.414
574,PC575,-6.12,9/5/2017 0:00,295054.8974,3238590.538
575,PC576,-5.88,9/5/2017 0:00,295056.375,3238592.939
576,PC577,-5.26,9/5/2017 0:00,295077.2335,3238581.821
577,PC578,-4.87,9/5/2017 0:00,295078.3795,3238571.441
578,PC579,-3.42,9/5/2017 0:00,295075.8469,3238564.72
579,PC580,-1.69,9/5/2017 0:00,295070.9897,3238560.985
580,PC581,-1.83,9/5/2017 0:00,295065.4522,3238557.899
581,PC582,-1.92,9/5/2017 0:00,295060.0086,3238554.747
582,PC583,-2,9/5/2017 0:00,295054.9753,3238551.093
583,PC584,-2.06,9/5/2017 0:00,295049.8846,3238547.503
584,PC585,-2.06,9/5/2017 0:00,295044.6555,3238544.13
585,PC586,-2.98,9/5/2017 0:00,295040.1468,3238539.801
586,PC587,-3.2,9/5/2017 0:00,295036.0655,3238535.184
587,PC588,-3.53,9/5/2017 0:00,295031.587,3238530.821
588,PC589,-3.82,9/5/2017 0:00,295026.4765,3238526.344
589,PC590,-4.07,9/5/2017 0:00,295021.6828,3238522.55
590,PC591,-4.48,9/5/2017 0:00,295013.7861,3238499.835
591,PC592,-4.27,9/5/2017 0:00,295017.4994,3238505.616
592,PC593,-4.13,9/5/2017 0:00,295023.5002,3238507.629
593,PC594,-3.87,9/5/2017 0:00,295027.1936,3238513.224
594,PC595,-3.64,9/5/2017 0:00,295033.9849,3238513.919
595,PC596,-3.47,9/5/2017 0:00,295038.325,3238518.488
596,PC597,-3.25,9/5/2017 0:00,295044.5055,3238520.133
597,PC598,-3.06,9/5/2017 0:00,295049.2997,3238523.979
598,PC599,-2.77,9/5/2017 0:00,295054.5031,3238527.208
599,PC600,-2.52,9/5/2017 0:00,295059.3669,3238531.001
600,PC601,-1.72,9/5/2017 0:00,295065.1877,3238533.698
601,PC602,-1.67,9/5/2017 0:00,295069.9096,3238537.648
602,PC603,-1.69,9/5/2017 0:00,295073.8887,3238542.793
603,PC604,-1.39,9/5/2017 0:00,295079.9941,3238544.551
604,PC605,-1.6,9/5/2017 0:00,295085.017,3238548.053
605,PC606,-4.51,9/5/2017 0:00,295090.9872,3238550.057
606,PC607,-4.49,9/5/2017 0:00,295095.3995,3238553.086
607,PC608,-4.78,9/5/2017 0:00,295118.5714,3238526.228
608,PC609,-6.27,9/5/2017 0:00,295115.2327,3238518.618
609,PC610,-6.81,9/5/2017 0:00,295109.7609,3238515.735
610,PC611,-4.64,9/5/2017 0:00,295103.6471,3238514.422
611,PC612,-2.13,9/5/2017 0:00,295099.7219,3238514.163
612,PC613,-1.91,9/5/2017 0:00,295097.2583,3238513.73
613,PC614,-1.96,9/5/2017 0:00,295091.8116,3238510.935
614,PC615,-1.95,9/5/2017 0:00,295086.4005,3238508.018
615,PC616,-1.99,9/5/2017 0:00,295080.2533,3238506.708
616,PC617,-2.09,9/5/2017 0:00,295074.2612,3238505.01
617,PC618,-2.31,9/5/2017 0:00,295068.8253,3238502.042
618,PC619,-2.7,9/5/2017 0:00,295063.0613,3238499.92
619,PC620,-2.88,9/5/2017 0:00,295057.3215,3238497.781
620,PC621,-3.09,9/5/2017 0:00,295051.6648,3238495.375
621,PC622,-3.32,9/5/2017 0:00,295045.2957,3238493.43
622,PC623,-3.57,9/5/2017 0:00,295039.6965,3238490.978
623,PC624,-3.64,9/5/2017 0:00,295055.0238,3238455
624,PC625,-3.46,9/5/2017 0:00,295062.3409,3238455.16
625,PC626,-3.26,9/5/2017 0:00,295066.885,3238459.353
626,PC627,-3.1,9/5/2017 0:00,295071.8897,3238462.87
627,PC628,-2.93,9/5/2017 0:00,295076.407,3238467.139
628,PC629,-2.81,9/5/2017 0:00,295081.7701,3238470.144
629,PC630,-2.6,9/5/2017 0:00,295086.1665,3238474.533
630,PC631,-1.92,9/5/2017 0:00,295091.6953,3238477.308
631,PC632,-1.94,9/5/2017 0:00,295095.8389,3238482.077
632,PC633,-1.81,9/5/2017 0:00,295101.9968,3238483.923
633,PC634,-1.81,9/5/2017 0:00,295106.5442,3238488.146
634,PC635,-1.82,9/5/2017 0:00,295112.0335,3238490.937
635,PC636,-2.61,9/5/2017 0:00,295116.8513,3238494.697
636,PC637,-6.61,9/5/2017 0:00,295121.0014,3238499.511
637,PC638,-4.91,9/6/2017 0:00,295437.0582,3238125.501
638,PC639,-4.91,9/6/2017 0:00,295433.0493,3238120.798
639,PC640,-5,9/6/2017 0:00,295429.0372,3238116.08
640,PC641,-5.07,9/6/2017 0:00,295424.1885,3238112.269
641,PC642,-4.34,9/6/2017 0:00,295420.0252,3238107.701
642,PC643,-2.31,9/6/2017 0:00,295415.6872,3238103.367
643,PC644,-2.12,9/6/2017 0:00,295409.2809,3238101.349
644,PC645,-2.08,9/6/2017 0:00,295404.9219,3238097.055
645,PC646,-1.94,9/6/2017 0:00,295402.0208,3238091.075
646,PC647,-1.98,9/6/2017 0:00,295397.4684,3238086.989
647,PC648,-2.02,9/6/2017 0:00,295391.3126,3238084.676
648,PC649,-2.14,9/6/2017 0:00,295386.6756,3238080.668
649,PC650,-2.14,9/6/2017 0:00,295383.4397,3238075.105
650,PC651,-2.22,9/6/2017 0:00,295379.9537,3238069.88
651,PC652,-2.34,9/6/2017 0:00,295375.5193,3238065.69
652,PC653,-2.35,9/6/2017 0:00,295397.0595,3238056.578
653,PC654,-2.29,9/6/2017 0:00,295404.0253,3238058.076
654,PC655,-2.21,9/6/2017 0:00,295410.5503,3238060.075
655,PC656,-2.1,9/6/2017 0:00,295414.2779,3238065.036
656,PC657,-2.03,9/6/2017 0:00,295417.8911,3238070.156
657,PC658,-2.04,9/6/2017 0:00,295422.7126,3238073.996
658,PC659,-1.99,9/6/2017 0:00,295428.4456,3238076.763
659,PC660,-1.92,9/6/2017 0:00,295433.8223,3238079.945
660,PC661,-2.03,9/6/2017 0:00,295438.0547,3238084.402
661,PC662,-3.6,9/6/2017 0:00,295441.1278,3238090.177
662,PC663,-4.11,9/6/2017 0:00,295443.3977,3238096.839
663,PC664,-4.18,9/6/2017 0:00,295470.2797,3238077.878
664,PC665,-3.85,9/6/2017 0:00,295464.9034,3238074.394
665,PC666,-3.16,9/6/2017 0:00,295461.6921,3238068.862
666,PC667,-1.81,9/6/2017 0:00,295457.3634,3238064.546
667,PC668,-1.9,9/6/2017 0:00,295452.7168,3238060.486
668,PC669,-1.96,9/6/2017 0:00,295448.3473,3238055.683
669,PC670,-2.05,9/6/2017 0:00,295444.1089,3238051.241
670,PC671,-2.17,9/6/2017 0:00,295438.672,3238048.157
671,PC672,-2.24,9/6/2017 0:00,295433.2409,3238045.036
672,PC673,-2.19,9/6/2017 0:00,295429.1022,3238040.487
673,PC674,-2.27,9/6/2017 0:00,295426.1323,3238034.663
674,PC675,-2.32,9/6/2017 0:00,295421.8999,3238030.2
675,PC676,-2.32,9/6/2017 0:00,295416.9937,3238026.44
676,PC677,-2.72,9/6/2017 0:00,295501.2416,3237885.512
677,PC678,-2.63,9/6/2017 0:00,295506.1291,3237889.229
678,PC679,-2.59,9/6/2017 0:00,295509.822,3237894.398
679,PC680,-2.56,9/6/2017 0:00,295512.6478,3237900.489
680,PC681,-2.58,9/6/2017 0:00,295517.2192,3237904.662
681,PC682,-2.49,9/6/2017 0:00,295523.7782,3237906.362
682,PC683,-2.39,9/6/2017 0:00,295530.1025,3237908.417
683,PC684,-2.51,9/6/2017 0:00,295534.6611,3237912.521
684,PC685,-2.52,9/6/2017 0:00,295537.9522,3237918.117
685,PC686,-2.44,9/6/2017 0:00,295541.3073,3237923.715
686,PC687,-2.71,9/6/2017 0:00,295545.7933,3237927.896
687,PC688,-2.84,9/6/2017 0:00,295551.7318,3237930.46
688,PC689,-3.07,9/6/2017 0:00,295557.6814,3237932.897
689,PC690,-3.6,9/6/2017 0:00,295562.2885,3237936.97
690,PC691,-3.78,9/6/2017 0:00,295565.8936,3237942.215
691,PC692,-3.83,9/6/2017 0:00,295570.1119,3237946.813
692,PC693,-3.88,9/6/2017 0:00,295575.2261,3237950.299
693,PC694,-3.74,9/6/2017 0:00,295597.2244,3237937.72
694,PC695,-3.76,9/6/2017 0:00,295593.4509,3237932.741
695,PC696,-3.76,9/6/2017 0:00,295590.4195,3237926.85
696,PC697,-3.71,9/6/2017 0:00,295586.2228,3237922.292
697,PC698,-3.86,9/6/2017 0:00,295581.9326,3237917.851
698,PC699,-3.83,9/6/2017 0:00,295576.676,3237914.461
699,PC700,-2.72,9/6/2017 0:00,295569.954,3237912.948
700,PC701,-2.67,9/6/2017 0:00,295565.0629,3237909.171
701,PC702,-2.66,9/6/2017 0:00,295560.3988,3237905.205
702,PC703,-2.64,9/6/2017 0:00,295555.9751,3237900.838
703,PC704,-2.64,9/6/2017 0:00,295551.2355,3237896.946
704,PC705,-2.7,9/6/2017 0:00,295546.3026,3237893.279
705,PC706,-2.65,9/6/2017 0:00,295541.84,3237888.982
706,PC707,-2.7,9/6/2017 0:00,295537.3693,3237884.82
707,PC708,-2.71,9/6/2017 0:00,295533.6192,3237879.731
708,PC709,-2.76,9/6/2017 0:00,295528.9215,3237875.754
709,PC710,-2.78,9/6/2017 0:00,295523.7893,3237872.295
710,PC711,-2.85,9/6/2017 0:00,295519.9793,3237867.331
711,PC712,-2.84,9/6/2017 0:00,295514.4876,3237864.257
712,PC713,-3.08,9/6/2017 0:00,295599.5242,3237804.31
713,PC714,-3.02,9/6/2017 0:00,295603.0309,3237809.456
714,PC715,-2.92,9/6/2017 0:00,295605.5862,3237815.632
715,PC716,-2.94,9/6/2017 0:00,295609.3538,3237820.632
716,PC717,-2.96,9/6/2017 0:00,295615.1273,3237823.515
717,PC718,-3.03,9/6/2017 0:00,295621.9499,3237825.377
718,PC719,-3.02,9/6/2017 0:00,295626.8032,3237829.728
719,PC720,-2.98,9/6/2017 0:00,295630.4008,3237834.806
720,PC721,-2.99,9/6/2017 0:00,295633.7989,3237840.091
721,PC722,-3.06,9/6/2017 0:00,295636.9647,3237845.651
722,PC723,-3.1,9/6/2017 0:00,295641.4444,3237849.804
723,PC724,-3.19,9/6/2017 0:00,295647.7435,3237852.113
724,PC725,-3.35,9/6/2017 0:00,295653.9555,3237854.58
725,PC726,-3.54,9/6/2017 0:00,295658.0736,3237859.23
726,PC727,-4.17,9/6/2017 0:00,295660.8412,3237865.27
727,PC728,-4.32,9/6/2017 0:00,295664.4547,3237870.433
728,PC729,-3.44,9/6/2017 0:00,295678.9054,3237847.11
729,PC730,-3.12,9/6/2017 0:00,295675.8544,3237841.436
730,PC731,-3.02,9/6/2017 0:00,295672.7636,3237835.012
731,PC732,-2.9,9/6/2017 0:00,295668.9993,3237830.036
732,PC733,-2.81,9/6/2017 0:00,295664.8756,3237825.462
733,PC734,-2.85,9/6/2017 0:00,295658.8055,3237822.831
734,PC735,-2.9,9/6/2017 0:00,295653.4881,3237819.463
735,PC736,-2.96,9/6/2017 0:00,295648.9896,3237815.261
736,PC737,-3,9/6/2017 0:00,295644.5361,3237810.962
737,PC738,-3.02,9/6/2017 0:00,295640.2984,3237806.243
738,PC739,-3.03,9/6/2017 0:00,295635.3348,3237802.536
739,PC740,-3.07,9/6/2017 0:00,295629.2926,3237799.963
740,PC741,-3.09,9/6/2017 0:00,295625.0751,3237795.469
741,PC742,-3.2,9/6/2017 0:00,295621.9062,3237789.896
742,PC743,-3.19,9/6/2017 0:00,295617.3986,3237785.692
743,PC744,-3.17,9/6/2017 0:00,295612.4382,3237782.012
744,PC745,-3.19,9/6/2017 0:00,295608.5746,3237777.192
745,PC746,-3.16,9/6/2017 0:00,295630.8104,3237756.717
746,PC747,-3.1,9/6/2017 0:00,295635.0671,3237761.167
747,PC748,-3.12,9/6/2017 0:00,295637.7736,3237767.21
748,PC749,-3.14,9/6/2017 0:00,295640.8481,3237772.784
749,PC750,-3.13,9/6/2017 0:00,295645.5062,3237776.768
750,PC751,-3.07,9/6/2017 0:00,295650.2549,3237780.641
751,PC752,-3.03,9/6/2017 0:00,295653.7659,3237785.939
752,PC753,-2.96,9/6/2017 0:00,295657.5125,3237790.983
753,PC754,-2.9,9/6/2017 0:00,295662.2249,3237794.896
754,PC755,-2.8,9/6/2017 0:00,295666.2575,3237799.51
755,PC756,-2.79,9/6/2017 0:00,295669.1605,3237805.359
756,PC757,-2.86,9/6/2017 0:00,295672.3533,3237810.864
757,PC758,-2.9,9/6/2017 0:00,295676.8611,3237815.09
758,PC759,-2.88,9/6/2017 0:00,295681.5411,3237819.135
759,PC760,-2.91,9/6/2017 0:00,295685.5475,3237823.905
760,PC761,-3.08,9/6/2017 0:00,295689.4628,3237828.706
761,PC762,-3.69,9/6/2017 0:00,295695.1667,3237832.361
762,PC763,-4.29,9/6/2017 0:00,295701.1099,3237835.127
763,PC764,-4.21,9/6/2017 0:00,295705.8778,3237839.113
764,PC765,-4.14,9/6/2017 0:00,295709.5333,3237844.19
765,PC766,-3.97,9/6/2017 0:00,295776.5436,3237770.056
766,PC767,-3.91,9/6/2017 0:00,295772.7552,3237765.126
767,PC768,-3.92,9/6/2017 0:00,295767.5237,3237761.82
768,PC769,-3.89,9/6/2017 0:00,295761.6269,3237759.13
769,PC770,-3.73,9/6/2017 0:00,295756.4068,3237755.733
770,PC771,-3.2,9/6/2017 0:00,295751.7999,3237751.688
771,PC772,-2.92,9/6/2017 0:00,295747.6554,3237747.166
772,PC773,-2.8,9/6/2017 0:00,295742.747,3237743.505
773,PC774,-2.75,9/6/2017 0:00,295737.2648,3237740.47
774,PC775,-2.67,9/6/2017 0:00,295731.5013,3237737.69
775,PC776,-2.65,9/6/2017 0:00,295726.2998,3237734.339
776,PC777,-2.67,9/6/2017 0:00,295722.4806,3237729.363
777,PC778,-2.68,9/6/2017 0:00,295718.8336,3237724.206
778,PC779,-2.65,9/6/2017 0:00,295715.4137,3237718.861
779,PC780,-2.63,9/6/2017 0:00,295711.791,3237713.698
780,PC781,-2.64,9/6/2017 0:00,295706.6441,3237710.313
781,PC782,-2.74,9/6/2017 0:00,295701.808,3237706.541
782,PC783,-3.91,9/6/2017 0:00,295802.1868,3237760.967
783,PC784,-4.01,9/6/2017 0:00,295796.4685,3237758.117
784,PC785,-4.1,9/6/2017 0:00,295792.1095,3237753.825
785,PC786,-4.18,9/6/2017 0:00,295788.0788,3237749.077
786,PC787,-4.09,9/6/2017 0:00,295783.9906,3237744.366
787,PC788,-3.96,9/6/2017 0:00,295779.9357,3237739.627
788,PC789,-3.89,9/6/2017 0:00,295775.5394,3237735.257
789,PC790,-2.98,9/6/2017 0:00,295771.2852,3237730.745
790,PC791,-2.72,9/6/2017 0:00,295766.8898,3237726.466
791,PC792,-2.67,9/6/2017 0:00,295762.922,3237721.58
792,PC793,-2.62,9/6/2017 0:00,295758.9163,3237716.902
793,PC794,-2.63,9/6/2017 0:00,295754.4909,3237712.691
794,PC795,-2.62,9/6/2017 0:00,295750.1562,3237708.39
795,PC796,-2.54,9/6/2017 0:00,295744.6226,3237705.395
796,PC797,-2.61,9/6/2017 0:00,295740.7098,3237700.53
797,PC798,-2.57,9/6/2017 0:00,295736.0089,3237696.531
798,PC799,-2.53,9/6/2017 0:00,295731.5615,3237692.244
799,PC800,-2.69,9/6/2017 0:00,295749.2733,3237668.865
800,PC801,-2.63,9/6/2017 0:00,295753.7832,3237672.978
801,PC802,-2.63,9/6/2017 0:00,295757.7172,3237677.831
802,PC803,-2.63,9/6/2017 0:00,295761.7748,3237682.524
803,PC804,-2.58,9/6/2017 0:00,295766.6026,3237686.388
804,PC805,-2.56,9/6/2017 0:00,295771.4483,3237690.206
805,PC806,-2.61,9/6/2017 0:00,295774.9387,3237695.586
806,PC807,-2.63,9/6/2017 0:00,295778.731,3237700.62
807,PC808,-2.67,9/6/2017 0:00,295783.8942,3237704.139
808,PC809,-2.81,9/6/2017 0:00,295788.9807,3237707.601
809,PC810,-2.98,9/6/2017 0:00,295793.3047,3237712.076
810,PC811,-3.18,9/6/2017 0:00,295797.7796,3237716.375
811,PC812,-3.44,9/6/2017 0:00,295802.8996,3237719.834
812,PC813,-3.73,9/6/2017 0:00,295808.0961,3237723.313
813,PC814,-4.03,9/6/2017 0:00,295812.5622,3237727.656
814,PC815,-4.03,9/6/2017 0:00,295816.7224,3237732.235
815,PC816,-4.22,9/6/2017 0:00,295837.3653,3237710.133
816,PC817,-4.28,9/6/2017 0:00,295835.1072,3237703.416
817,PC818,-3.77,9/6/2017 0:00,295831.1982,3237698.633
818,PC819,-2.98,9/6/2017 0:00,295825.8518,3237695.438
819,PC820,-2.78,9/6/2017 0:00,295820.1278,3237692.649
820,PC821,-2.75,9/6/2017 0:00,295813.6249,3237690.733
821,PC822,-2.59,9/6/2017 0:00,295810.1596,3237685.44
822,PC823,-2.49,9/6/2017 0:00,295806.0028,3237680.909
