FID,point,depth_ft,date,POINT_X,POINT_Y
2147,PC2148,-2.54,9/7/2017 0:00,294513.6857,3239040.829
2148,PC2149,-2.59,9/7/2017 0:00,294508.8222,3239044.577
2149,PC2150,-2.43,9/7/2017 0:00,294503.2431,3239047.338
2150,PC2151,-2.27,9/7/2017 0:00,294498.0126,3239050.571
2151,PC2152,-2.78,9/7/2017 0:00,294484.1681,3239042.075
2152,PC2153,-2.67,9/7/2017 0:00,294489.4107,3239038.811
2153,PC2154,-2.53,9/7/2017 0:00,294496.0418,3239037.532
2154,PC2155,-2.71,9/7/2017 0:00,294502.2384,3239035.693
2155,PC2156,-2.81,9/7/2017 0:00,294507.2713,3239032.157
2156,PC2157,-2.81,9/7/2017 0:00,294512.0825,3239028.36
2157,PC2158,-2.79,9/7/2017 0:00,294516.7336,3239024.37
2158,PC2159,-2.63,9/7/2017 0:00,294522.0318,3239021.201
2159,PC2160,-2.49,9/7/2017 0:00,294526.5984,3239016.955
2160,PC2161,-2.42,9/7/2017 0:00,294531.3903,3239013.043
2161,PC2162,-2.42,9/7/2017 0:00,294536.5566,3239009.777
2162,PC2163,-2.43,9/7/2017 0:00,294542.4476,3239007.489
2163,PC2164,-2.45,9/7/2017 0:00,294547.3116,3239003.808
2164,PC2165,-3.36,10/11/2017 0:00,296500.6139,3235767.982
2165,PC2166,-3.36,10/11/2017 0:00,296496.9651,3235773.323
2166,PC2167,-3.46,10/11/2017 0:00,296495.4153,3235779.243
2167,PC2168,-3.46,10/11/2017 0:00,296493.682,3235785.098
2168,PC2169,-3.76,10/11/2017 0:00,296492.6333,3235791.155
2169,PC2170,-3.76,10/11/2017 0:00,296491.5692,3235797.206
2170,PC2171,-3.86,10/11/2017 0:00,296488.3942,3235802.71
2171,PC2172,-3.66,10/11/2017 0:00,296486.7008,3235808.593
2172,PC2173,-3.35,10/11/2017 0:00,296485.1143,3235814.501
2173,PC2174,-3.15,10/11/2017 0:00,296484.3836,3235820.68
2174,PC2175,-3.05,10/11/2017 0:00,296482.5774,3235826.56
2175,PC2176,-2.95,10/11/2017 0:00,296481.9627,3235832.76
2176,PC2177,-2.85,10/11/2017 0:00,296479.2336,3235838.358
2177,PC2178,-2.85,10/11/2017 0:00,296476.7517,3235844.003
2178,PC2179,-2.85,10/11/2017 0:00,296475.5592,3235850
2179,PC2180,-2.85,10/11/2017 0:00,296473.9634,3235855.894
2180,PC2181,-2.95,10/11/2017 0:00,296473.0433,3235862.016
2181,PC2182,-2.95,10/11/2017 0:00,296471.6557,3235868.021
2182,PC2183,-2.95,10/11/2017 0:00,296469.3177,3235873.729
2183,PC2184,-2.95,10/11/2017 0:00,296467.9116,3235879.709
2184,PC2185,-3.05,10/11/2017 0:00,296450.9626,3235879.595
2185,PC2186,-2.95,10/11/2017 0:00,296450.1323,3235873.018
2186,PC2187,-2.94,10/11/2017 0:00,296451.6697,3235867.073
2187,PC2188,-2.94,10/11/2017 0:00,296453.8368,3235861.339
2188,PC2189,-2.84,10/11/2017 0:00,296456.6516,3235855.767
2189,PC2190,-2.84,10/11/2017 0:00,296460.2333,3235850.42
2190,PC2191,-2.94,10/11/2017 0:00,296462.1159,3235844.564
2191,PC2192,-2.94,10/11/2017 0:00,296462.9174,3235838.458
2192,PC2193,-2.94,10/11/2017 0:00,296464.305,3235832.471
2193,PC2194,-3.04,10/11/2017 0:00,296465.4547,3235826.453
2194,PC2195,-3.14,10/11/2017 0:00,296469.0182,3235821.11
2195,PC2196,-3.24,10/11/2017 0:00,296470.4152,3235815.136
2196,PC2197,-3.34,10/11/2017 0:00,296471.5404,3235809.112
2197,PC2198,-3.54,10/11/2017 0:00,296471.6936,3235802.777
2198,PC2199,-3.64,10/11/2017 0:00,296474.2942,3235797.109
2199,PC2200,-3.64,10/11/2017 0:00,296475.4498,3235791.079
2200,PC2201,-3.54,10/11/2017 0:00,296476.5048,3235785.032
2201,PC2202,-3.44,10/11/2017 0:00,296478.8092,3235779.315
2202,PC2203,-3.54,10/11/2017 0:00,296481.6727,3235773.74
2203,PC2204,-3.44,10/11/2017 0:00,296482.5899,3235767.623
2204,PC2205,-3.34,10/11/2017 0:00,296484.6225,3235761.842
2205,PC2206,-3.43,10/11/2017 0:00,296493.8805,3235756.91
2206,PC2207,-3.33,10/11/2017 0:00,296492.7584,3235762.94
2207,PC2208,-3.33,10/11/2017 0:00,296490.5425,3235768.68
2208,PC2209,-3.43,10/11/2017 0:00,296489.4113,3235774.719
2209,PC2210,-3.42,10/11/2017 0:00,296488.558,3235780.814
2210,PC2211,-3.52,10/11/2017 0:00,296486.4488,3235786.556
2211,PC2212,-3.82,10/11/2017 0:00,296484.1871,3235792.273
2212,PC2213,-3.72,10/11/2017 0:00,296483.069,3235798.421
2213,PC2214,-3.62,10/11/2017 0:00,296481.4488,3235804.312
2214,PC2215,-3.52,10/11/2017 0:00,296478.2888,3235809.789
2215,PC2216,-3.22,10/11/2017 0:00,296477.4569,3235815.896
2216,PC2217,-3.12,10/11/2017 0:00,296476.6376,3235822.048
2217,PC2218,-2.92,10/11/2017 0:00,296474.5193,3235827.791
2218,PC2219,-2.92,10/11/2017 0:00,296473.8008,3235833.969
2219,PC2220,-2.92,10/11/2017 0:00,296470.1731,3235839.289
2220,PC2221,-2.92,10/11/2017 0:00,296467.7617,3235844.979
2221,PC2222,-2.82,10/11/2017 0:00,296466.3987,3235851.002
2222,PC2223,-2.82,10/11/2017 0:00,296466.1599,3235857.308
2223,PC2224,-2.92,10/11/2017 0:00,296465.5329,3235863.498
2224,PC2225,-2.92,10/11/2017 0:00,296464.1053,3235869.448
2225,PC2226,-2.92,10/11/2017 0:00,296462.4546,3235875.333
2226,PC2227,-3.12,10/11/2017 0:00,296460.7463,3235881.252
2227,PC2228,-3.02,10/11/2017 0:00,296458.1207,3235886.849
2228,PC2229,-3.33,10/11/2017 0:00,296073.7538,3236715.182
2229,PC2230,-3.33,10/11/2017 0:00,296078.2662,3236711.007
2230,PC2231,-3.43,10/11/2017 0:00,296083.8537,3236707.81
2231,PC2232,-3.53,10/11/2017 0:00,296086.2155,3236704.528
2232,PC2233,-3.63,10/11/2017 0:00,296089.0062,3236701.139
2233,PC2234,-5.93,10/11/2017 0:00,296091.9874,3236698.645
2234,PC2235,-10.83,10/11/2017 0:00,296096.03,3236694.078
2235,PC2236,-11.23,10/11/2017 0:00,296100.161,3236689.516
2236,PC2237,-9.33,10/11/2017 0:00,296104.8453,3236685.492
2237,PC2238,-6.13,10/11/2017 0:00,296109.1702,3236681.136
2238,PC2239,-4.82,10/11/2017 0:00,296112.4049,3236675.841
2239,PC2240,-4.32,10/11/2017 0:00,296116.376,3236671.122
2240,PC2241,-4.22,10/11/2017 0:00,296121.1313,3236667.192
2241,PC2242,-4.02,10/11/2017 0:00,296125.094,3236662.558
2242,PC2243,-4.02,10/11/2017 0:00,296129.084,3236657.897
2243,PC2244,-3.82,10/11/2017 0:00,296134.0322,3236654.084
2244,PC2245,-3.82,10/11/2017 0:00,296138.4155,3236649.785
2245,PC2246,-3.62,10/11/2017 0:00,296140.8022,3236643.705
2246,PC2247,-3.32,10/11/2017 0:00,296145.1549,3236639.4
2247,PC2248,-3.62,10/11/2017 0:00,296148.9728,3236634.582
2248,PC2249,-3.22,10/11/2017 0:00,296153.153,3236630.06
2249,PC2250,-3.12,10/11/2017 0:00,296157.309,3236625.568
2250,PC2251,-3.12,10/11/2017 0:00,296160.709,3236620.36
2251,PC2252,-3.01,10/11/2017 0:00,296165.4639,3236616.396
2252,PC2253,-3.11,10/11/2017 0:00,296157.5623,3236613.104
2253,PC2254,-3.21,10/11/2017 0:00,296152.8015,3236617.095
2254,PC2255,-3.21,10/11/2017 0:00,296148.0588,3236621.062
2255,PC2256,-3.31,10/11/2017 0:00,296143.5529,3236625.273
2256,PC2257,-3.41,10/11/2017 0:00,296139.9986,3236630.263
2257,PC2258,-3.61,10/11/2017 0:00,296135.7506,3236634.695
2258,PC2259,-3.71,10/11/2017 0:00,296131.7084,3236639.302
2259,PC2260,-3.91,10/11/2017 0:00,296128.5996,3236644.708
2260,PC2261,-3.91,10/11/2017 0:00,296124.5817,3236649.315
2261,PC2262,-3.91,10/11/2017 0:00,296120.7359,3236654.079
2262,PC2263,-4.2,10/11/2017 0:00,296116.2607,3236658.314
2263,PC2264,-4.1,10/11/2017 0:00,296111.6073,3236662.39
2264,PC2265,-4.2,10/11/2017 0:00,296107.6508,3236667.048
2265,PC2266,-5,10/11/2017 0:00,296104.7261,3236672.59
2266,PC2267,-7.8,10/11/2017 0:00,296100.9693,3236677.426
2267,PC2268,-10.9,10/11/2017 0:00,296096.15,3236681.347
2268,PC2269,-11.8,10/11/2017 0:00,296092.6359,3236686.41
2269,PC2270,-9.7,10/11/2017 0:00,296089.9446,3236692.154
2270,PC2271,-3.7,10/11/2017 0:00,296085.7365,3236696.613
2271,PC2272,-3.4,10/11/2017 0:00,296081.2889,3236700.873
2272,PC2273,-3.5,10/11/2017 0:00,296077.7168,3236705.921
2273,PC2274,-3.3,10/11/2017 0:00,296073.1432,3236710.066
2274,PC2275,-3.29,10/11/2017 0:00,296069.6445,3236715.134
2275,PC2276,-3.29,10/11/2017 0:00,296064.982,3236719.222
2276,PC2277,-3.19,10/11/2017 0:00,296059.5149,3236722.597
2277,PC2278,-3.28,10/11/2017 0:00,296051.8297,3236722.163
2278,PC2279,-3.28,10/11/2017 0:00,296055.9644,3236717.668
2279,PC2280,-3.18,10/11/2017 0:00,296059.07,3236712.253
2280,PC2281,-3.28,10/11/2017 0:00,296062.9125,3236707.458
2281,PC2282,-3.28,10/11/2017 0:00,296066.359,3236702.329
2282,PC2283,-3.38,10/11/2017 0:00,296071.0309,3236698.284
2283,PC2284,-3.48,10/11/2017 0:00,296075.0393,3236693.644
2284,PC2285,-3.88,10/11/2017 0:00,296079.8986,3236689.762
2285,PC2286,-10.38,10/11/2017 0:00,296083.2869,3236684.609
2286,PC2287,-11.88,10/11/2017 0:00,296087.2034,3236679.906
2287,PC2288,-10.58,10/11/2017 0:00,296090.9725,3236675.082
2288,PC2289,-6.68,10/11/2017 0:00,296094.373,3236669.926
2289,PC2290,-4.48,10/11/2017 0:00,296098.8307,3236665.431
2290,PC2291,-3.98,10/11/2017 0:00,296103.2017,3236661.126
2291,PC2292,-3.88,10/11/2017 0:00,296107.3795,3236656.683
2292,PC2293,-3.88,10/11/2017 0:00,296112.733,3236653.208
2293,PC2294,-3.88,10/11/2017 0:00,296116.1703,3236648.076
2294,PC2295,-3.88,10/11/2017 0:00,296120.1789,3236643.454
2295,PC2296,-3.88,10/11/2017 0:00,296124.0062,3236638.669
2296,PC2297,-3.78,10/11/2017 0:00,296127.5262,3236633.579
2297,PC2298,-3.57,10/11/2017 0:00,296132.4253,3236629.724
2298,PC2299,-3.47,10/11/2017 0:00,296136.9067,3236625.498
2299,PC2300,-3.37,10/11/2017 0:00,296140.8325,3236620.825
2300,PC2301,-3.27,10/11/2017 0:00,296145.6271,3236616.864
2301,PC2302,-3.27,10/11/2017 0:00,296148.9264,3236611.639
2302,PC2303,-3.17,10/11/2017 0:00,296152.7476,3236606.839
2303,PC2304,-4.02,10/11/2017 0:00,296281.032,3236385.005
2304,PC2305,-3.82,10/11/2017 0:00,296283.2287,3236379.164
2305,PC2306,-3.62,10/11/2017 0:00,296285.0284,3236373.232
2306,PC2307,-3.52,10/11/2017 0:00,296286.4924,3236367.263
2307,PC2308,-3.52,10/11/2017 0:00,296288.3747,3236361.367
2308,PC2309,-3.52,10/11/2017 0:00,296289.3471,3236355.296
2309,PC2310,-3.52,10/11/2017 0:00,296290.1091,3236349.218
2310,PC2311,-3.52,10/11/2017 0:00,296291.7657,3236343.302
2311,PC2312,-3.62,10/11/2017 0:00,296292.0512,3236337.115
2312,PC2313,-3.62,10/11/2017 0:00,296293.2983,3236331.081
2313,PC2314,-3.82,10/11/2017 0:00,296296.454,3236325.455
2314,PC2315,-3.82,10/11/2017 0:00,296296.6386,3236319.225
2315,PC2316,-4.02,10/11/2017 0:00,296296.1392,3236312.85
2316,PC2317,-4.12,10/11/2017 0:00,296297.4784,3236306.894
2317,PC2318,-4.32,10/11/2017 0:00,296299.1868,3236300.994
2318,PC2319,-4.62,10/11/2017 0:00,296300.6629,3236295.004
2319,PC2320,-4.92,10/11/2017 0:00,296301.4765,3236288.894
2320,PC2321,-5.42,10/11/2017 0:00,296303.3835,3236283.038
2321,PC2322,-5.81,10/11/2017 0:00,296304.6673,3236277.031
2322,PC2323,-5.91,10/11/2017 0:00,296305.7191,3236270.974
2323,PC2324,-5.81,10/11/2017 0:00,296307.4979,3236265.091
2324,PC2325,-5.71,10/11/2017 0:00,296308.2351,3236258.961
2325,PC2326,-5.91,10/11/2017 0:00,296309.6016,3236252.993
2326,PC2327,-6.31,10/11/2017 0:00,296311.5233,3236247.075
2327,PC2328,-6.41,10/11/2017 0:00,296311.6102,3236240.823
2328,PC2329,-6.41,10/11/2017 0:00,296311.3432,3236234.543
2329,PC2330,-6.01,10/11/2017 0:00,296312.1052,3236228.458
2330,PC2331,-5.61,10/11/2017 0:00,296313.4072,3236222.433
2331,PC2332,-5.51,10/11/2017 0:00,296316.6604,3236216.802
2332,PC2333,-5.01,10/11/2017 0:00,296318.949,3236211.016
2333,PC2334,-4.81,10/11/2017 0:00,296319.4542,3236204.845
2334,PC2335,-4.71,10/11/2017 0:00,296318.9823,3236198.481
2335,PC2336,-4.5,10/11/2017 0:00,296321.011,3236192.605
2336,PC2337,-4.5,10/11/2017 0:00,296322.2092,3236186.563
2337,PC2338,-4.5,10/11/2017 0:00,296323.5025,3236180.577
2338,PC2339,-4.5,10/11/2017 0:00,296324.8685,3236174.551
2339,PC2340,-4.5,10/11/2017 0:00,296325.1265,3236168.352
2340,PC2341,-4.4,10/11/2017 0:00,296326.9726,3236162.502
2341,PC2342,-4.5,10/11/2017 0:00,296328.0916,3236156.46
2342,PC2343,-4.5,10/11/2017 0:00,296328.8382,3236150.369
2343,PC2344,-4.6,10/11/2017 0:00,296330.7148,3236144.522
2344,PC2345,-4.7,10/11/2017 0:00,296331.0524,3236138.359
2345,PC2346,-4.8,10/11/2017 0:00,296332.0924,3236132.351
2346,PC2347,-4.8,10/11/2017 0:00,296333.306,3236126.318
2347,PC2348,-4.6,10/11/2017 0:00,296334.7241,3236120.325
2348,PC2349,-4.4,10/11/2017 0:00,296335.6172,3236114.242
2349,PC2350,-4.39,10/11/2017 0:00,296337.0443,3236108.24
2350,PC2351,-4.29,10/11/2017 0:00,296337.6903,3236102.132
2351,PC2352,-4.19,10/11/2017 0:00,296339.823,3236096.295
2352,PC2353,-3.99,10/11/2017 0:00,296342.9848,3236090.675
2353,PC2354,-3.99,10/11/2017 0:00,296342.8737,3236084.439
2354,PC2355,-3.79,10/11/2017 0:00,296342.5789,3236078.107
2355,PC2356,-3.89,10/11/2017 0:00,296343.8632,3236072.146
2356,PC2357,-3.99,10/11/2017 0:00,296335.0134,3236073.124
2357,PC2358,-3.89,10/11/2017 0:00,296333.5003,3236079.059
2358,PC2359,-3.89,10/11/2017 0:00,296333.3766,3236085.279
2359,PC2360,-4.09,10/11/2017 0:00,296332.3189,3236091.366
2360,PC2361,-4.29,10/11/2017 0:00,296331.9904,3236097.517
2361,PC2362,-4.29,10/11/2017 0:00,296331.7646,3236103.929
2362,PC2363,-4.39,10/11/2017 0:00,296330.3737,3236109.897
2363,PC2364,-4.49,10/11/2017 0:00,296328.9186,3236115.839
2364,PC2365,-4.59,10/11/2017 0:00,296327.7783,3236121.884
2365,PC2366,-4.69,10/11/2017 0:00,296326.83,3236127.924
2366,PC2367,-4.59,10/11/2017 0:00,296326.1907,3236134.09
2367,PC2368,-4.59,10/11/2017 0:00,296324.7787,3236140.086
2368,PC2369,-4.49,10/11/2017 0:00,296322.8813,3236145.994
2369,PC2370,-4.49,10/11/2017 0:00,296321.5792,3236152.004
2370,PC2371,-4.48,10/11/2017 0:00,296319.4979,3236158.158
2371,PC2372,-4.38,10/11/2017 0:00,296318.2996,3236164.195
2372,PC2373,-4.38,10/11/2017 0:00,296317.6172,3236170.312
2373,PC2374,-4.48,10/11/2017 0:00,296316.8184,3236176.373
2374,PC2375,-4.58,10/11/2017 0:00,296315.797,3236182.417
2375,PC2376,-4.48,10/11/2017 0:00,296314.2569,3236188.395
2376,PC2377,-4.48,10/11/2017 0:00,296313.0248,3236194.402
2377,PC2378,-4.78,10/11/2017 0:00,296311.8657,3236200.386
2378,PC2379,-4.88,10/11/2017 0:00,296311.2841,3236206.53
2379,PC2380,-5.08,10/11/2017 0:00,296309.9664,3236212.504
2380,PC2381,-5.48,10/11/2017 0:00,296309.015,3236218.532
2381,PC2382,-5.88,10/11/2017 0:00,296307.786,3236224.544
2382,PC2383,-6.38,10/11/2017 0:00,296306.6759,3236230.559
2383,PC2384,-6.58,10/11/2017 0:00,296305.9387,3236236.68
2384,PC2385,-6.48,10/11/2017 0:00,296304.7648,3236242.719
2385,PC2386,-6.17,10/11/2017 0:00,296303.6275,3236248.758
2386,PC2387,-5.97,10/11/2017 0:00,296302.2857,3236254.763
2387,PC2388,-5.87,10/11/2017 0:00,296299.9024,3236260.523
2388,PC2389,-5.77,10/11/2017 0:00,296298.0105,3236266.367
2389,PC2390,-5.47,10/11/2017 0:00,296296.5893,3236272.36
2390,PC2391,-5.17,10/11/2017 0:00,296295.2996,3236278.388
2391,PC2392,-4.77,10/11/2017 0:00,296295.0051,3236284.6
2392,PC2393,-4.47,10/11/2017 0:00,296294.5516,3236290.758
2393,PC2394,-4.27,10/11/2017 0:00,296293.8479,3236296.882
2394,PC2395,-4.27,10/11/2017 0:00,296293.3026,3236303.001
2395,PC2396,-3.97,10/11/2017 0:00,296290.9807,3236308.815
2396,PC2397,-3.97,10/11/2017 0:00,296289.2232,3236314.689
2397,PC2398,-3.77,10/11/2017 0:00,296287.0112,3236320.515
2398,PC2399,-3.77,10/11/2017 0:00,296286.0997,3236326.582
2399,PC2400,-3.66,10/11/2017 0:00,296286.7668,3236332.966
2400,PC2401,-3.56,10/11/2017 0:00,296285.2019,3236338.896
2401,PC2402,-3.56,10/11/2017 0:00,296283.4692,3236344.818
2402,PC2403,-3.56,10/11/2017 0:00,296282.3225,3236350.83
2403,PC2404,-3.56,10/11/2017 0:00,296279.1425,3236356.456
2404,PC2405,-3.56,10/11/2017 0:00,296278.9545,3236362.652
2405,PC2406,-3.56,10/11/2017 0:00,296279.069,3236368.927
2406,PC2407,-3.56,10/11/2017 0:00,296278.3653,3236375.057
2407,PC2408,-3.96,10/11/2017 0:00,296277.4661,3236381.134
2408,PC2409,-3.96,10/11/2017 0:00,296274.8477,3236386.847
2409,PC2410,-3.86,10/11/2017 0:00,296288.9772,3236384.474
2410,PC2411,-3.86,10/11/2017 0:00,296290.7926,3236378.594
2411,PC2412,-3.66,10/11/2017 0:00,296292.0369,3236372.596
2412,PC2413,-3.66,10/11/2017 0:00,296294.1025,3236366.747
2413,PC2414,-3.66,10/11/2017 0:00,296295.484,3236360.752
2414,PC2415,-3.66,10/11/2017 0:00,296297.0304,3236354.795
2415,PC2416,-3.66,10/11/2017 0:00,296297.905,3236348.685
2416,PC2417,-3.66,10/11/2017 0:00,296298.6181,3236342.588
2417,PC2418,-3.76,10/11/2017 0:00,296299.5294,3236336.506
2418,PC2419,-3.86,10/11/2017 0:00,296300.551,3236330.486
2419,PC2420,-3.96,10/11/2017 0:00,296301.6424,3236324.429
2420,PC2421,-4.16,10/11/2017 0:00,296302.7338,3236318.372
2421,PC2422,-4.46,10/11/2017 0:00,296305.2514,3236312.629
2422,PC2423,-4.76,10/11/2017 0:00,296306.8225,3236306.699
2423,PC2424,-5.26,10/11/2017 0:00,296308.3903,3236300.745
2424,PC2425,-5.56,10/11/2017 0:00,296309.189,3236294.681
2425,PC2426,-5.66,10/11/2017 0:00,296309.9784,3236288.59
2426,PC2427,-5.96,10/11/2017 0:00,296310.841,3236282.508
2427,PC2428,-6.06,10/11/2017 0:00,296311.7156,3236276.413
2428,PC2429,-5.96,10/11/2017 0:00,296312.914,3236270.388
2429,PC2430,-5.86,10/11/2017 0:00,296314.0942,3236264.383
2430,PC2431,-5.76,10/11/2017 0:00,296315.9403,3236258.533
2431,PC2432,-6.06,10/11/2017 0:00,296317.053,3236252.469
2432,PC2433,-6.26,10/11/2017 0:00,296318.786,3236246.578
2433,PC2434,-6.46,10/11/2017 0:00,296320.2168,3236240.643
2434,PC2435,-6.26,10/11/2017 0:00,296320.0139,3236234.368
2435,PC2436,-5.85,10/11/2017 0:00,296320.8001,3236228.265
2436,PC2437,-5.65,10/11/2017 0:00,296320.9419,3236222.018
2437,PC2438,-5.35,10/11/2017 0:00,296322.1131,3236216.033
2438,PC2439,-5.05,10/11/2017 0:00,296323.8735,3236210.138
2439,PC2440,-4.85,10/11/2017 0:00,296324.901,3236204.091
2440,PC2441,-4.85,10/11/2017 0:00,296326.6153,3236198.16
2441,PC2442,-4.65,10/11/2017 0:00,296327.1728,3236192.044
2442,PC2443,-4.55,10/11/2017 0:00,296328.948,3236186.109
2443,PC2444,-4.55,10/11/2017 0:00,296329.9604,3236180.074
2444,PC2445,-4.55,10/11/2017 0:00,296331.6715,3236174.13
2445,PC2446,-4.55,10/11/2017 0:00,296333.7646,3236168.284
2446,PC2447,-4.55,10/11/2017 0:00,296335.1524,3236162.313
2447,PC2448,-4.65,10/11/2017 0:00,296336.0212,3236156.249
2448,PC2449,-4.65,10/11/2017 0:00,296335.8974,3236149.956
2449,PC2450,-4.94,10/11/2017 0:00,296336.7872,3236143.849
2450,PC2451,-5.04,10/11/2017 0:00,296337.1611,3236137.654
2451,PC2452,-4.84,10/11/2017 0:00,296339.3553,3236131.869
2452,PC2453,-4.84,10/11/2017 0:00,296341.4484,3236126.035
2453,PC2454,-4.74,10/11/2017 0:00,296343.7001,3236120.206
2454,PC2455,-4.64,10/11/2017 0:00,296344.8468,3236114.206
2455,PC2456,-4.54,10/11/2017 0:00,296344.7721,3236107.946
2456,PC2457,-4.34,10/11/2017 0:00,296345.0786,3236101.716
2457,PC2458,-4.34,10/11/2017 0:00,296346.326,3236095.715
2458,PC2459,-4.24,10/11/2017 0:00,296348.1841,3236089.844
2459,PC2460,-4.04,10/11/2017 0:00,296349.3303,3236083.783
2460,PC2461,-4.14,10/11/2017 0:00,296350.5136,3236077.774
2461,PC2462,-4.04,10/11/2017 0:00,296352.2249,3236071.84
2462,PC2463,-3.27,10/11/2017 0:00,296578.9988,3235583.585
2463,PC2464,-3.47,10/11/2017 0:00,296583.9723,3235579.879
2464,PC2465,-3.97,10/11/2017 0:00,296589.7913,3235577.01
2465,PC2466,-4.07,10/11/2017 0:00,296594.7441,3235573.37
2466,PC2467,-4.27,10/11/2017 0:00,296598.1518,3235567.992
2467,PC2468,-4.07,10/11/2017 0:00,296602.2496,3235563.455
2468,PC2469,-3.87,10/11/2017 0:00,296607.0912,3235559.649
2469,PC2470,-3.67,10/11/2017 0:00,296611.6846,3235555.336
2470,PC2471,-3.67,10/11/2017 0:00,296616.4151,3235551.367
2471,PC2472,-3.57,10/11/2017 0:00,296621.1183,3235547.406
2472,PC2473,-3.47,10/11/2017 0:00,296625.4802,3235543.108
2473,PC2474,-3.37,10/11/2017 0:00,296630.3459,3235539.274
2474,PC2475,-3.36,10/11/2017 0:00,296634.8062,3235535.066
2475,PC2476,-3.36,10/11/2017 0:00,296638.5778,3235530.178
2476,PC2477,-3.36,10/11/2017 0:00,296643.6595,3235526.645
2477,PC2478,-3.36,10/11/2017 0:00,296648.3903,3235522.715
2478,PC2479,-3.56,10/11/2017 0:00,296652.5298,3235518.074
2479,PC2480,-3.46,10/11/2017 0:00,296645.0066,3235518.4
2480,PC2481,-3.46,10/11/2017 0:00,296638.2178,3235520.488
2481,PC2482,-3.36,10/11/2017 0:00,296634.6767,3235525.603
2482,PC2483,-3.35,10/11/2017 0:00,296629.8293,3235529.454
2483,PC2484,-3.45,10/11/2017 0:00,296624.9758,3235533.297
2484,PC2485,-3.45,10/11/2017 0:00,296620.4884,3235537.536
2485,PC2486,-3.45,10/11/2017 0:00,296616.5939,3235542.309
2486,PC2487,-3.65,10/11/2017 0:00,296612.8411,3235547.251
2487,PC2488,-3.75,10/11/2017 0:00,296608.2177,3235551.269
2488,PC2489,-3.85,10/11/2017 0:00,296603.7887,3235555.568
2489,PC2490,-4.05,10/11/2017 0:00,296599.4876,3235560.204
2490,PC2491,-4.15,10/11/2017 0:00,296594.3196,3235563.632
2491,PC2492,-3.95,10/11/2017 0:00,296589.398,3235567.347
2492,PC2493,-3.65,10/11/2017 0:00,296584.7964,3235571.422
2493,PC2494,-3.35,10/11/2017 0:00,296580.0721,3235575.407
2494,PC2495,-3.35,10/11/2017 0:00,296576.178,3235580.226
2495,PC2496,-3.35,10/11/2017 0:00,296571.3055,3235583.983
2496,PC2497,-3.35,10/11/2017 0:00,296567.1186,3235588.433
2497,PC2498,-3.35,10/11/2017 0:00,296562.7998,3235592.786
2498,PC2499,-3.25,10/11/2017 0:00,296558.6043,3235597.293
2499,PC2500,-3.5,10/11/2017 0:00,296582.9173,3235592.343
2500,PC2501,-3.6,10/11/2017 0:00,296588.4881,3235589.326
2501,PC2502,-3.9,10/11/2017 0:00,296593.4407,3235585.669
2502,PC2503,-4.2,10/11/2017 0:00,296598.0633,3235581.563
2503,PC2504,-4.29,10/11/2017 0:00,296602.3049,3235577.095
2504,PC2505,-4.19,10/11/2017 0:00,296605.762,3235571.783
2505,PC2506,-4.19,10/11/2017 0:00,296610.1237,3235567.454
2506,PC2507,-3.99,10/11/2017 0:00,296614.4666,3235563.079
2507,PC2508,-3.89,10/11/2017 0:00,296619.28,3235559.176
2508,PC2509,-3.79,10/11/2017 0:00,296624.6816,3235555.987
2509,PC2510,-3.79,10/11/2017 0:00,296629.3078,3235551.93
2510,PC2511,-3.69,10/11/2017 0:00,296633.1866,3235547.105
2511,PC2512,-3.58,10/11/2017 0:00,296637.0349,3235542.278
2512,PC2513,-3.38,10/11/2017 0:00,296641.3266,3235537.605
2513,PC2514,-3.48,10/11/2017 0:00,296646.0666,3235533.681
2514,PC2515,-3.48,10/11/2017 0:00,296650.6656,3235529.655
2515,PC2516,-3.58,10/11/2017 0:00,296655.4148,3235525.734
2516,PC2517,-3.88,10/11/2017 0:00,296660.1305,3235521.822
2517,PC2518,-3.06,10/11/2017 0:00,296728.4982,3235350.905
2518,PC2519,-3.06,10/11/2017 0:00,296731.6933,3235345.617
2519,PC2520,-3.16,10/11/2017 0:00,296734.2674,3235340.062
2520,PC2521,-3.26,10/11/2017 0:00,296737.907,3235335.063
2521,PC2522,-3.36,10/11/2017 0:00,296741.2436,3235329.923
2522,PC2523,-3.76,10/11/2017 0:00,296744.8772,3235324.938
2523,PC2524,-3.76,10/11/2017 0:00,296747.9343,3235319.185
2524,PC2525,-4.06,10/11/2017 0:00,296750.4624,3235313.603
2525,PC2526,-4.15,10/11/2017 0:00,296752.632,3235307.79
2526,PC2527,-4.15,10/11/2017 0:00,296753.4757,3235301.287
2527,PC2528,-4.25,10/11/2017 0:00,296756.2151,3235295.816
2528,PC2529,-4.65,10/11/2017 0:00,296760.7488,3235291.291
2529,PC2530,-4.95,10/11/2017 0:00,296764.1681,3235286.183
2530,PC2531,-4.85,10/11/2017 0:00,296767.1333,3235280.741
2531,PC2532,-5.04,10/11/2017 0:00,296773.7888,3235276.249
2532,PC2533,-4.94,10/11/2017 0:00,296770.9942,3235281.681
2533,PC2534,-5.04,10/11/2017 0:00,296769.336,3235287.758
2534,PC2535,-4.84,10/11/2017 0:00,296766.5813,3235293.222
2535,PC2536,-4.54,10/11/2017 0:00,296764.3319,3235298.96
