"","dist_m","rank","station1","transect1","station2","transect2"
"3133",2255.368888,46,"LCO12",1,"LCO20",2
"3257",2255.443743,47,"LCO12",1,"LCO20",3
"3100",2255.795953,48,"LCO12",1,"LCO20",1
"493",2282.470673,49,"LCO12",1,"BTI4",2
"399",2403.645057,50,"LCO12",1,"BTI4",1
"52",2417.575126,51,"LCO12",1,"BTI1",1
"273",2595.584401,52,"LCO12",1,"BTI3",1
"3311",2604.240378,53,"LCO12",1,"LCO21",1
"3447",2604.288692,54,"LCO12",1,"LCO21",3
"3352",2604.292352,55,"LCO12",1,"LCO21",2
"191",2613.180666,56,"LCO12",1,"BTI2",2
"138",2626.220011,57,"LCO12",1,"BTI2",1
"351",2628.551387,58,"LCO12",1,"BTI3",2
"636",2628.684189,59,"LCO12",1,"BTI5",2
"709",2630.891185,60,"LCO12",1,"BTI6",1
"561",2650.352205,61,"LCO12",1,"BTI5",1
"3534",2733.427429,62,"LCO12",1,"LCO21",4
"3611",2733.690253,63,"LCO12",1,"LCO21",5
"3689",2733.744274,64,"LCO12",1,"LCO21",6
"4645",2745.666342,65,"LCO12",1,"LTI1",1
"4715",2830.015254,66,"LCO12",1,"LTI2",1
"5055",2834.81053,67,"LCO12",1,"LTI6",1
"4949",2854.328787,68,"LCO12",1,"LTI5",1
"4991",2856.420547,69,"LCO12",1,"LTI5",2
"4850",2936.078141,70,"LCO12",1,"LTI4",1
"4782",2956.989621,71,"LCO12",1,"LTI3",1
"1469",1.521610988,1,"LCO12",2,"LCO12",3
"1322",1.661595995,2,"LCO12",2,"LCO12",1
"1525",4.664086659,3,"LCO12",2,"LCO12",4
"1571",7.484030137,4,"LCO12",2,"LCO12",5
"1240",170.9421944,5,"LCO12",2,"LCO11B",3
"1175",171.0686669,6,"LCO12",2,"LCO11B",2
"1080",171.1096479,7,"LCO12",2,"LCO11B",1
"1783",356.4340411,8,"LCO12",2,"LCO14",3
"1772",356.5492548,9,"LCO12",2,"LCO14",2
"1691",356.7519119,10,"LCO12",2,"LCO14",1
"1886",450.8312511,11,"LCO12",2,"LCO15",1
"2049",450.8713993,12,"LCO12",2,"LCO15",3
"1962",451.4691971,13,"LCO12",2,"LCO15",2
"2109",451.747041,14,"LCO12",2,"LCO15",4
"2157",452.6879917,15,"LCO12",2,"LCO15",5
"2324",512.572069,16,"LCO12",2,"LCO15",7
"2384",512.5800114,17,"LCO12",2,"LCO15",8
"2237",512.7461273,18,"LCO12",2,"LCO15",6
"770",641.188242,19,"LCO12",2,"LCO10A",1
"850",642.1762608,20,"LCO12",2,"LCO10A",2
"879",643.3145322,21,"LCO12",2,"LCO10A",3
"986",644.0620118,22,"LCO12",2,"LCO10A",4
"1013",645.5958563,23,"LCO12",2,"LCO10A",5
"2438",723.580304,24,"LCO12",2,"LCO16",1
"4297",770.4992513,25,"LCO12",2,"LCO9C",1
"4384",770.8247214,26,"LCO12",2,"LCO9C",2
"4463",771.0413424,27,"LCO12",2,"LCO9C",3
"4501",771.3888592,28,"LCO12",2,"LCO9C",4
"4564",771.8762941,29,"LCO12",2,"LCO9C",5
"3974",881.5340602,30,"LCO12",2,"LCO9B",1
"4109",881.6625327,31,"LCO12",2,"LCO9B",3
"4028",881.7044202,32,"LCO12",2,"LCO9B",2
"4229",881.8384133,33,"LCO12",2,"LCO9B",5
"4169",881.8517541,34,"LCO12",2,"LCO9B",4
"3886",1129.349494,35,"LCO12",2,"LCO8A",1
"2546",1235.130145,36,"LCO12",2,"LCO17",1
"2583",1235.760852,37,"LCO12",2,"LCO17",2
"3775",1351.827635,38,"LCO12",2,"LCO4",1
"3709",1484.225407,39,"LCO12",2,"LCO3",1
"3033",1578.281012,40,"LCO12",2,"LCO2",1
"2783",1692.636409,41,"LCO12",2,"LCO19",3
"2845",1692.801262,42,"LCO12",2,"LCO19",4
"2728",1692.86569,43,"LCO12",2,"LCO19",2
"2914",1692.960984,44,"LCO12",2,"LCO19",5
"2635",1693.198232,45,"LCO12",2,"LCO19",1
"3175",2255.827315,46,"LCO12",2,"LCO20",2
"3245",2255.90067,47,"LCO12",2,"LCO20",3
"3087",2256.255849,48,"LCO12",2,"LCO20",1
"443",2280.882941,49,"LCO12",2,"BTI4",2
"362",2402.042118,50,"LCO12",2,"BTI4",1
"55",2415.933273,51,"LCO12",2,"BTI1",1
"239",2593.950218,52,"LCO12",2,"BTI3",1
"3298",2604.699448,53,"LCO12",2,"LCO21",1
"3413",2604.744013,54,"LCO12",2,"LCO21",3
"3342",2604.750331,55,"LCO12",2,"LCO21",2
"196",2611.537283,56,"LCO12",2,"BTI2",2
"131",2624.573939,57,"LCO12",2,"BTI2",1
"333",2626.925115,58,"LCO12",2,"BTI3",2
"611",2627.117048,59,"LCO12",2,"BTI5",2
"704",2629.300083,60,"LCO12",2,"BTI6",1
"557",2648.785218,61,"LCO12",2,"BTI5",1
"3483",2733.885322,62,"LCO12",2,"LCO21",4
"3584",2734.144663,63,"LCO12",2,"LCO21",5
"3639",2734.19774,64,"LCO12",2,"LCO21",6
"4681",2744.283091,65,"LCO12",2,"LTI1",1
"4734",2828.67115,66,"LCO12",2,"LTI2",1
"5062",2833.406961,67,"LCO12",2,"LTI6",1
"4954",2852.918405,68,"LCO12",2,"LTI5",1
"5032",2855.012974,69,"LCO12",2,"LTI5",2
"4899",2934.665388,70,"LCO12",2,"LTI4",1
"4822",2955.620509,71,"LCO12",2,"LTI3",1
"1417",1.521610988,1,"LCO12",3,"LCO12",2
"1514",3.142979535,2,"LCO12",3,"LCO12",4
"1305",3.182945373,3,"LCO12",3,"LCO12",1
"1590",5.963356361,4,"LCO12",3,"LCO12",5
"1215",170.8338539,5,"LCO12",3,"LCO11B",3
"1188",170.9727464,6,"LCO12",3,"LCO11B",2
"1087",171.0282139,7,"LCO12",3,"LCO11B",1
"1817",356.4486707,8,"LCO12",3,"LCO14",3
"1752",356.5763947,9,"LCO12",3,"LCO14",2
"1695",356.7873223,10,"LCO12",3,"LCO14",1
"1853",450.8020694,11,"LCO12",3,"LCO15",1
"2017",450.8280564,12,"LCO12",3,"LCO15",3
"1954",451.4327828,13,"LCO12",3,"LCO15",2
"2062",451.6963429,14,"LCO12",3,"LCO15",4
"2136",452.6304066,15,"LCO12",3,"LCO15",5
"2275",512.5344055,16,"LCO12",3,"LCO15",7
"2347",512.5355725,17,"LCO12",3,"LCO15",8
"2215",512.7258832,18,"LCO12",3,"LCO15",6
"711",641.0558214,19,"LCO12",3,"LCO10A",1
"784",642.0406271,20,"LCO12",3,"LCO10A",2
"856",643.1725514,21,"LCO12",3,"LCO10A",3
"940",643.9167647,22,"LCO12",3,"LCO10A",4
"1050",645.4448956,23,"LCO12",3,"LCO10A",5
"2453",723.5855435,24,"LCO12",3,"LCO16",1
"4265",770.4588593,25,"LCO12",3,"LCO9C",1
"4396",770.7818599,26,"LCO12",3,"LCO9C",2
"4414",770.9953141,27,"LCO12",3,"LCO9C",3
"4494",771.339919,28,"LCO12",3,"LCO9C",4
"4611",771.824566,29,"LCO12",3,"LCO9C",5
"3944",881.4885117,30,"LCO12",3,"LCO9B",1
"4087",881.6100576,31,"LCO12",3,"LCO9B",3
"4033",881.6554163,32,"LCO12",3,"LCO9B",2
"4236",881.7793324,33,"LCO12",3,"LCO9B",5
"4131",881.7960529,34,"LCO12",3,"LCO9B",4
"3899",1129.275227,35,"LCO12",3,"LCO8A",1
"2522",1235.559577,36,"LCO12",3,"LCO17",1
"2568",1236.185737,37,"LCO12",3,"LCO17",2
"3798",1351.857735,38,"LCO12",3,"LCO4",1
"3735",1484.218648,39,"LCO12",3,"LCO3",1
"3014",1578.249812,40,"LCO12",3,"LCO2",1
"2828",1693.048028,41,"LCO12",3,"LCO19",3
"2907",1693.211046,42,"LCO12",3,"LCO19",4
"2767",1693.278933,43,"LCO12",3,"LCO19",2
"2951",1693.369103,44,"LCO12",3,"LCO19",5
"2640",1693.613244,45,"LCO12",3,"LCO19",1
"3155",2256.285496,46,"LCO12",3,"LCO20",2
"3243",2256.35749,47,"LCO12",3,"LCO20",3
"3088",2256.715366,48,"LCO12",3,"LCO20",1
"435",2279.441068,49,"LCO12",3,"BTI4",2
"391",2400.585069,50,"LCO12",3,"BTI4",1
"71",2414.436268,51,"LCO12",3,"BTI1",1
"215",2592.461306,52,"LCO12",3,"BTI3",1
"3292",2605.158083,53,"LCO12",3,"LCO21",1
"3438",2605.199242,54,"LCO12",3,"LCO21",3
"3363",2605.207974,55,"LCO12",3,"LCO21",2
"146",2610.038639,56,"LCO12",3,"BTI2",2
"88",2623.07239,57,"LCO12",3,"BTI2",1
"336",2625.444398,58,"LCO12",3,"BTI3",2
"612",2625.695499,59,"LCO12",3,"BTI5",2
"667",2627.854848,60,"LCO12",3,"BTI6",1
"547",2647.363819,61,"LCO12",3,"BTI5",1
"3524",2734.342848,62,"LCO12",3,"LCO21",4
"3575",2734.599025,63,"LCO12",3,"LCO21",5
"3663",2734.651244,64,"LCO12",3,"LCO21",6
"4628",2743.038715,65,"LCO12",3,"LTI1",1
"4694",2827.463958,66,"LCO12",3,"LTI2",1
"5110",2832.143222,67,"LCO12",3,"LTI6",1
"4935",2851.648167,68,"LCO12",3,"LTI5",1
"4994",2853.745414,69,"LCO12",3,"LTI5",2
"4872",2933.392881,70,"LCO12",3,"LTI4",1
"4791",2954.389558,71,"LCO12",3,"LTI3",1
"1618",2.836918189,1,"LCO12",4,"LCO12",5
"1426",3.142979535,2,"LCO12",4,"LCO12",3
"1407",4.664086659,3,"LCO12",4,"LCO12",2
"1342",6.324341579,4,"LCO12",4,"LCO12",1
"1269",170.5544809,5,"LCO12",4,"LCO11B",3
"1205",170.7189852,6,"LCO12",4,"LCO11B",2
"1093",170.8043536,7,"LCO12",4,"LCO11B",1
"1822",356.597919,8,"LCO12",4,"LCO14",3
"1719",356.7514377,9,"LCO12",4,"LCO14",2
"1690",356.9794057,10,"LCO12",4,"LCO14",1
"2001",450.8533115,11,"LCO12",4,"LCO15",3
"1893",450.8565819,12,"LCO12",4,"LCO15",1
"1956",451.4723321,13,"LCO12",4,"LCO15",2
"2120",451.7063669,14,"LCO12",4,"LCO15",4
"2179",452.626162,15,"LCO12",4,"LCO15",5
"2411",512.5566058,16,"LCO12",4,"LCO15",8
"2315",512.5694386,17,"LCO12",4,"LCO15",7
"2206",512.7968922,18,"LCO12",4,"LCO15",6
"767",640.6955784,19,"LCO12",4,"LCO10A",1
"842",641.6737462,20,"LCO12",4,"LCO10A",2
"919",642.7925737,21,"LCO12",4,"LCO10A",3
"937",643.5300448,22,"LCO12",4,"LCO10A",4
"1049",645.0463788,23,"LCO12",4,"LCO10A",5
"2467",723.7050006,24,"LCO12",4,"LCO16",1
"4324",770.2864697,25,"LCO12",4,"LCO9C",1
"4338",770.6043707,26,"LCO12",4,"LCO9C",2
"4467",770.8112883,27,"LCO12",4,"LCO9C",3
"4483",771.1498811,28,"LCO12",4,"LCO9C",4
"4610",771.6287703,29,"LCO12",4,"LCO9C",5
"3952",881.3042875,30,"LCO12",4,"LCO9B",1
"4069",881.411542,31,"LCO12",4,"LCO9B",3
"3981",881.4640614,32,"LCO12",4,"LCO9B",2
"4222",881.5671885,33,"LCO12",4,"LCO9B",5
"4147",881.5908806,34,"LCO12",4,"LCO9B",4
"3858",1129.029952,35,"LCO12",4,"LCO8A",1
"2514",1236.546042,36,"LCO12",4,"LCO17",1
"2607",1237.162911,37,"LCO12",4,"LCO17",2
"3828",1351.826798,38,"LCO12",4,"LCO4",1
"3728",1484.111108,39,"LCO12",4,"LCO3",1
"3029",1578.091531,40,"LCO12",4,"LCO2",1
"2824",1693.996631,41,"LCO12",4,"LCO19",3
"2872",1694.155895,42,"LCO12",4,"LCO19",4
"2760",1694.230857,43,"LCO12",4,"LCO19",2
"2926",1694.310547,44,"LCO12",4,"LCO19",5
"2637",1694.568783,45,"LCO12",4,"LCO19",1
"3146",2257.328283,46,"LCO12",4,"LCO20",2
"3258",2257.397497,47,"LCO12",4,"LCO20",3
"3122",2257.760879,48,"LCO12",4,"LCO20",1
"465",2276.49611,49,"LCO12",4,"BTI4",2
"411",2397.605619,50,"LCO12",4,"BTI4",1
"62",2411.363408,51,"LCO12",4,"BTI1",1
"259",2589.407844,52,"LCO12",4,"BTI3",1
"3325",2606.201408,53,"LCO12",4,"LCO21",1
"3472",2606.235609,54,"LCO12",4,"LCO21",3
"3402",2606.249274,55,"LCO12",4,"LCO21",2
"161",2606.961784,56,"LCO12",4,"BTI2",2
"103",2619.988416,57,"LCO12",4,"BTI2",1
"298",2622.410262,58,"LCO12",4,"BTI3",2
"573",2622.79619,59,"LCO12",4,"BTI5",2
"650",2624.902233,60,"LCO12",4,"BTI6",1
"505",2644.464841,61,"LCO12",4,"BTI5",1
"3529",2735.383789,62,"LCO12",4,"LCO21",4
"3616",2735.633501,63,"LCO12",4,"LCO21",5
"3667",2735.683968,64,"LCO12",4,"LCO21",6
"4685",2740.527295,65,"LCO12",4,"LTI1",1
"4745",2825.032659,66,"LCO12",4,"LTI2",1
"5088",2829.589918,67,"LCO12",4,"LTI6",1
"4929",2849.080787,68,"LCO12",4,"LTI5",1
"5028",2851.183833,69,"LCO12",4,"LTI5",2
"4833",2930.820564,70,"LCO12",4,"LTI4",1
"4780",2951.90704,71,"LCO12",4,"LTI3",1
"1538",2.836918189,1,"LCO12",5,"LCO12",4
"1482",5.963356361,2,"LCO12",5,"LCO12",3
"1386",7.484030137,3,"LCO12",5,"LCO12",2
"1311",9.145604324,4,"LCO12",5,"LCO12",1
"1239",170.7739717,5,"LCO12",5,"LCO11B",3
"1179",170.9615553,6,"LCO12",5,"LCO11B",2
"1095",171.073855,7,"LCO12",5,"LCO11B",1
"1795",356.334123,8,"LCO12",5,"LCO14",3
"1740",356.5108561,9,"LCO12",5,"LCO14",2
"1646",356.7541653,10,"LCO12",5,"LCO14",1
"2010",450.4733182,11,"LCO12",5,"LCO15",3
"1908",450.5027867,12,"LCO12",5,"LCO15",1
"1977",451.1051087,13,"LCO12",5,"LCO15",2
"2111",451.3127131,14,"LCO12",5,"LCO15",4
"2154",452.2197146,15,"LCO12",5,"LCO15",5
"2412",512.1705994,16,"LCO12",5,"LCO15",8
"2304",512.1959595,17,"LCO12",5,"LCO15",7
"2271",512.4556338,18,"LCO12",5,"LCO15",6
"763",640.8055292,19,"LCO12",5,"LCO10A",1
"845",641.7776479,20,"LCO12",5,"LCO10A",2
"912",642.8845512,21,"LCO12",5,"LCO10A",3
"938",643.6158775,22,"LCO12",5,"LCO10A",4
"998",645.1214502,23,"LCO12",5,"LCO10A",5
"2436",723.4024428,24,"LCO12",5,"LCO16",1
"4300",770.5639919,25,"LCO12",5,"LCO9C",1
"4361",770.8773003,26,"LCO12",5,"LCO9C",2
"4420",771.0783322,27,"LCO12",5,"LCO9C",3
"4505",771.4115079,28,"LCO12",5,"LCO9C",4
"4599",771.8852053,29,"LCO12",5,"LCO9C",5
"3931",881.5697836,30,"LCO12",5,"LCO9B",1
"4055",881.6641679,31,"LCO12",5,"LCO9B",3
"4000",881.7231359,32,"LCO12",5,"LCO9B",2
"4232",881.807532,33,"LCO12",5,"LCO9B",5
"4137",881.8375071,34,"LCO12",5,"LCO9B",4
"3844",1129.238308,35,"LCO12",5,"LCO8A",1
"2495",1237.033286,36,"LCO12",5,"LCO17",1
"2623",1237.641456,37,"LCO12",5,"LCO17",2
"3831",1352.226454,38,"LCO12",5,"LCO4",1
"3745",1484.441634,39,"LCO12",5,"LCO3",1
"3016",1578.376151,40,"LCO12",5,"LCO2",1
"2834",1694.446699,41,"LCO12",5,"LCO19",3
"2842",1694.602455,42,"LCO12",5,"LCO19",4
"2748",1694.684027,43,"LCO12",5,"LCO19",2
"2916",1694.753926,44,"LCO12",5,"LCO19",5
"2693",1695.025331,45,"LCO12",5,"LCO19",1
"3168",2257.865391,46,"LCO12",5,"LCO20",2
"3250",2257.931994,47,"LCO12",5,"LCO20",3
"3066",2258.300547,48,"LCO12",5,"LCO20",1
"469",2273.720486,49,"LCO12",5,"BTI4",2
"416",2394.812189,50,"LCO12",5,"BTI4",1
"6",2408.532084,51,"LCO12",5,"BTI1",1
"249",2586.582522,52,"LCO12",5,"BTI3",1
"201",2604.129417,53,"LCO12",5,"BTI2",2
"3310",2606.738547,54,"LCO12",5,"LCO21",1
"3445",2606.766213,55,"LCO12",5,"LCO21",3
"3361",2606.784509,56,"LCO12",5,"LCO21",2
"93",2617.154398,57,"LCO12",5,"BTI2",1
"343",2619.592137,58,"LCO12",5,"BTI3",2
"601",2620.045883,59,"LCO12",5,"BTI5",2
"698",2622.122515,60,"LCO12",5,"BTI6",1
"560",2641.714723,61,"LCO12",5,"BTI5",1
"3520",2735.918542,62,"LCO12",5,"LCO21",4
"3609",2736.162184,63,"LCO12",5,"LCO21",5
"3671",2736.211006,64,"LCO12",5,"LCO21",6
"4657",2738.033155,65,"LCO12",5,"LTI1",1
"4689",2822.596452,66,"LCO12",5,"LTI2",1
"5044",2827.065942,67,"LCO12",5,"LTI6",1
"4906",2846.546872,68,"LCO12",5,"LTI5",1
"5014",2848.654005,69,"LCO12",5,"LTI5",2
"4842",2928.283154,70,"LCO12",5,"LTI4",1
"4775",2949.433613,71,"LCO12",5,"LTI3",1
"1755",1.95002472,1,"LCO14",1,"LCO14",2
"1821",4.881921921,2,"LCO14",1,"LCO14",3
"1849",95.57566452,3,"LCO14",1,"LCO15",1
"2007",96.34301555,4,"LCO14",1,"LCO15",3
"1984",96.55809425,5,"LCO14",1,"LCO15",2
"2116",97.63223722,6,"LCO14",1,"LCO15",4
"2162",98.9853353,7,"LCO14",1,"LCO15",5
"2272",156.7492284,8,"LCO14",1,"LCO15",6
"2290",157.1316414,9,"LCO14",1,"LCO15",7
"2413",157.3963593,10,"LCO14",1,"LCO15",8
"1351",356.7519119,11,"LCO14",1,"LCO12",2
"1610",356.7541653,12,"LCO14",1,"LCO12",5
"1286",356.763299,13,"LCO14",1,"LCO12",1
"1489",356.7873223,14,"LCO14",1,"LCO12",3
"1558",356.9794057,15,"LCO14",1,"LCO12",4
"2470",366.9520641,16,"LCO14",1,"LCO16",1
"1220",527.5221129,17,"LCO14",1,"LCO11B",3
"1161",527.6962369,18,"LCO14",1,"LCO11B",2
"1124",527.7830772,19,"LCO14",1,"LCO11B",1
"2513",895.6380508,20,"LCO14",1,"LCO17",1
"2575",895.8673681,21,"LCO14",1,"LCO17",2
"743",997.4230126,22,"LCO14",1,"LCO10A",1
"813",998.3776115,23,"LCO14",1,"LCO10A",2
"904",999.4469718,24,"LCO14",1,"LCO10A",3
"950",1000.157324,25,"LCO14",1,"LCO10A",4
"1017",1001.623485,26,"LCO14",1,"LCO10A",5
"4319",1127.246179,27,"LCO14",1,"LCO9C",1
"4342",1127.568796,28,"LCO14",1,"LCO9C",2
"4472",1127.780817,29,"LCO14",1,"LCO9C",3
"4537",1128.12317,30,"LCO14",1,"LCO9C",4
"4605",1128.604821,31,"LCO14",1,"LCO9C",5
"3966",1238.274123,32,"LCO14",1,"LCO9B",1
"4107",1238.388788,33,"LCO14",1,"LCO9B",3
"4018",1238.438253,34,"LCO14",1,"LCO9B",2
"4243",1238.546588,35,"LCO14",1,"LCO9B",5
"4163",1238.569778,36,"LCO14",1,"LCO9B",4
"2798",1350.12536,37,"LCO14",1,"LCO19",3
"2895",1350.150257,38,"LCO14",1,"LCO19",4
"2935",1350.183646,39,"LCO14",1,"LCO19",5
"2746",1350.478266,40,"LCO14",1,"LCO19",2
"2669",1350.94585,41,"LCO14",1,"LCO19",1
"3840",1485.992397,42,"LCO14",1,"LCO8A",1
"3768",1708.349642,43,"LCO14",1,"LCO4",1
"3693",1840.939636,44,"LCO14",1,"LCO3",1
"3252",1915.985342,45,"LCO14",1,"LCO20",3
"3165",1916.022458,46,"LCO14",1,"LCO20",2
"3102",1916.559038,47,"LCO14",1,"LCO20",1
"3031",1935.03292,48,"LCO14",1,"LCO2",1
"445",2200.607156,49,"LCO14",1,"BTI4",2
"3439",2264.307571,50,"LCO14",1,"LCO21",3
"3374",2264.504652,51,"LCO14",1,"LCO21",2
"3286",2264.532516,52,"LCO14",1,"LCO21",1
"366",2331.972479,53,"LCO14",1,"BTI4",1
"46",2385.639315,54,"LCO14",1,"BTI1",1
"3651",2393.510079,55,"LCO14",1,"LCO21",6
"3517",2393.512747,56,"LCO14",1,"LCO21",4
"3555",2393.523905,57,"LCO14",1,"LCO21",5
"634",2529.397064,58,"LCO14",1,"BTI5",2
"695",2547.854642,59,"LCO14",1,"BTI6",1
"565",2550.778424,60,"LCO14",1,"BTI5",1
"283",2552.000171,61,"LCO14",1,"BTI3",1
"4675",2562.394092,62,"LCO14",1,"LTI1",1
"347",2575.881698,63,"LCO14",1,"BTI3",2
"197",2581.441181,64,"LCO14",1,"BTI2",2
"120",2598.42248,65,"LCO14",1,"BTI2",1
"4741",2633.330389,66,"LCO14",1,"LTI2",1
"5070",2658.09224,67,"LCO14",1,"LTI6",1
"4915",2679.952878,68,"LCO14",1,"LTI5",1
"5000",2681.010068,69,"LCO14",1,"LTI5",2
"4859",2762.064858,70,"LCO14",1,"LTI4",1
"4793",2767.653985,71,"LCO14",1,"LTI3",1
"1636",1.95002472,1,"LCO14",2,"LCO14",1
"1837",2.933867531,2,"LCO14",2,"LCO14",3
"1866",95.41514121,3,"LCO14",2,"LCO15",1
"2002",96.09885056,4,"LCO14",2,"LCO15",3
"1980",96.35672259,5,"LCO14",2,"LCO15",2
"2082",97.34861819,6,"LCO14",2,"LCO15",4
"2140",98.6661155,7,"LCO14",2,"LCO15",5
"2253",156.7400108,8,"LCO14",2,"LCO15",6
"2326",157.0495907,9,"LCO14",2,"LCO15",7
"2381",157.2861951,10,"LCO14",2,"LCO15",8
"1586",356.5108561,11,"LCO14",2,"LCO12",5
"1414",356.5492548,12,"LCO14",2,"LCO12",2
"1299",356.5696793,13,"LCO14",2,"LCO12",1
"1466",356.5763947,14,"LCO14",2,"LCO12",3
"1513",356.7514377,15,"LCO14",2,"LCO12",4
"2439",367.0933235,16,"LCO14",2,"LCO16",1
"1251",527.2835039,17,"LCO14",2,"LCO11B",3
"1166",527.4627421,18,"LCO14",2,"LCO11B",2
"1074",527.5555624,19,"LCO14",2,"LCO11B",1
"2539",896.5323838,20,"LCO14",2,"LCO17",1
"2593",896.7541686,21,"LCO14",2,"LCO17",2
"738",997.1334738,22,"LCO14",2,"LCO10A",1
"818",998.0853989,23,"LCO14",2,"LCO10A",2
"859",999.14951,24,"LCO14",2,"LCO10A",3
"974",999.8571498,25,"LCO14",2,"LCO10A",4
"1057",1001.318549,26,"LCO14",2,"LCO10A",5
"4264",1127.031444,27,"LCO14",2,"LCO9C",1
"4369",1127.351909,28,"LCO14",2,"LCO9C",2
"4448",1127.561171,29,"LCO14",2,"LCO9C",3
"4533",1127.900985,30,"LCO14",2,"LCO9C",4
"4609",1128.380204,31,"LCO14",2,"LCO9C",5
"3954",1238.054382,32,"LCO14",2,"LCO9B",1
"4108",1238.162764,33,"LCO14",2,"LCO9B",3
"4026",1238.215377,34,"LCO14",2,"LCO9B",2
"4210",1238.314573,35,"LCO14",2,"LCO9B",5
"4162",1238.340827,36,"LCO14",2,"LCO9B",4
"2772",1350.930935,37,"LCO14",2,"LCO19",3
"2910",1350.953034,38,"LCO14",2,"LCO19",4
"2966",1350.983883,39,"LCO14",2,"LCO19",5
"2729",1351.286284,40,"LCO14",2,"LCO19",2
"2698",1351.756518,41,"LCO14",2,"LCO19",1
"3898",1485.743993,42,"LCO14",2,"LCO8A",1
"3833",1708.204836,43,"LCO14",2,"LCO4",1
"3719",1840.758052,44,"LCO14",2,"LCO3",1
"3231",1916.820964,45,"LCO14",2,"LCO20",3
"3170",1916.860025,46,"LCO14",2,"LCO20",2
"3093",1917.398489,47,"LCO14",2,"LCO20",1
"3044",1934.826206,48,"LCO14",2,"LCO2",1
"463",2198.720462,49,"LCO14",2,"BTI4",2
"3451",2265.126768,50,"LCO14",2,"LCO21",3
"3339",2265.327229,51,"LCO14",2,"LCO21",2
"3315",2265.356483,52,"LCO14",2,"LCO21",1
"383",2330.073853,53,"LCO14",2,"BTI4",1
"22",2383.702751,54,"LCO14",2,"BTI1",1
"3632",2394.322659,55,"LCO14",2,"LCO21",6
"3492",2394.330937,56,"LCO14",2,"LCO21",4
"3556",2394.337681,57,"LCO14",2,"LCO21",5
"593",2527.544311,58,"LCO14",2,"BTI5",2
"645",2545.97505,59,"LCO14",2,"BTI6",1
"546",2548.926531,60,"LCO14",2,"BTI5",1
"267",2550.073696,61,"LCO14",2,"BTI3",1
"4658",2560.766351,62,"LCO14",2,"LTI1",1
"286",2573.963958,63,"LCO14",2,"BTI3",2
"204",2579.505801,64,"LCO14",2,"BTI2",2
"136",2596.484651,65,"LCO14",2,"BTI2",1
"4754",2631.755626,66,"LCO14",2,"LTI2",1
"5073",2656.443399,67,"LCO14",2,"LTI6",1
"4956",2678.29644,68,"LCO14",2,"LTI5",1
"4988",2679.357202,69,"LCO14",2,"LTI5",2
"4857",2760.408901,70,"LCO14",2,"LTI4",1
"4825",2766.053484,71,"LCO14",2,"LTI3",1
"1760",2.933867531,1,"LCO14",3,"LCO14",2
"1698",4.881921921,2,"LCO14",3,"LCO14",1
"1863",95.07864311,3,"LCO14",3,"LCO15",1
"2006",95.63609434,4,"LCO14",3,"LCO15",3
"1986",95.95809028,5,"LCO14",3,"LCO15",2
"2129",96.82563936,6,"LCO14",3,"LCO15",4
"2196",98.08870171,7,"LCO14",3,"LCO15",5
"2245",156.6017073,8,"LCO14",3,"LCO15",6
"2332",156.8017448,9,"LCO14",3,"LCO15",7
"2414",156.9960622,10,"LCO14",3,"LCO15",8
"1617",356.334123,11,"LCO14",3,"LCO12",5
"1404",356.4340411,12,"LCO14",3,"LCO12",2
"1476",356.4486707,13,"LCO14",3,"LCO12",3
"1304",356.4681285,14,"LCO14",3,"LCO12",1
"1555",356.597919,15,"LCO14",3,"LCO12",4
"2465",367.1553568,16,"LCO14",3,"LCO16",1
"1229",527.1074164,17,"LCO14",3,"LCO11B",3
"1180",527.2943912,18,"LCO14",3,"LCO11B",2
"1107",527.3962589,19,"LCO14",3,"LCO11B",1
"2499",897.7311263,20,"LCO14",3,"LCO17",1
"2584",897.9412847,21,"LCO14",3,"LCO17",2
"720",996.8738847,22,"LCO14",3,"LCO10A",1
"789",997.8217497,23,"LCO14",3,"LCO10A",2
"860",998.8778949,24,"LCO14",3,"LCO10A",3
"956",999.5814172,25,"LCO14",3,"LCO10A",4
"1016",1001.035585,26,"LCO14",3,"LCO10A",5
"4309",1126.884283,27,"LCO14",3,"LCO9C",1
"4335",1127.201491,28,"LCO14",3,"LCO9C",2
"4436",1127.406579,29,"LCO14",3,"LCO9C",3
"4499",1127.742552,30,"LCO14",3,"LCO9C",4
"4574",1128.21809,31,"LCO14",3,"LCO9C",5
"3909",1237.899081,32,"LCO14",3,"LCO9B",1
"4064",1237.997961,33,"LCO14",3,"LCO9B",3
"4046",1238.055335,34,"LCO14",3,"LCO9B",2
"4258",1238.140706,35,"LCO14",3,"LCO9B",5
"4185",1238.171597,36,"LCO14",3,"LCO9B",4
"2827",1351.990593,37,"LCO14",3,"LCO19",3
"2885",1352.008384,38,"LCO14",3,"LCO19",4
"2974",1352.035324,39,"LCO14",3,"LCO19",5
"2769",1352.349701,40,"LCO14",3,"LCO19",2
"2691",1352.824014,41,"LCO14",3,"LCO19",1
"3838",1485.544368,42,"LCO14",3,"LCO8A",1
"3791",1708.161132,43,"LCO14",3,"LCO4",1
"3708",1840.658531,44,"LCO14",3,"LCO3",1
"3221",1917.925574,45,"LCO14",3,"LCO20",3
"3161",1917.967635,46,"LCO14",3,"LCO20",2
