"","dist_m","rank","station1","transect1","station2","transect2"
"3068",1918.509003,47,"LCO14",3,"LCO20",1
"3024",1934.688526,48,"LCO14",3,"LCO2",1
"495",2195.843799,49,"LCO14",3,"BTI4",2
"3456",2266.205569,50,"LCO14",3,"LCO21",3
"3393",2266.41124,51,"LCO14",3,"LCO21",2
"3321",2266.442636,52,"LCO14",3,"LCO21",1
"387",2327.183432,53,"LCO14",3,"BTI4",1
"67",2380.774101,54,"LCO14",3,"BTI1",1
"3673",2395.391118,55,"LCO14",3,"LCO21",6
"3586",2395.407983,56,"LCO14",3,"LCO21",5
"3541",2395.408039,57,"LCO14",3,"LCO21",4
"570",2524.708636,58,"LCO14",3,"BTI5",2
"641",2543.106747,59,"LCO14",3,"BTI6",1
"531",2546.091922,60,"LCO14",3,"BTI5",1
"229",2547.153814,61,"LCO14",3,"BTI3",1
"4641",2558.228564,62,"LCO14",3,"LTI1",1
"316",2571.052747,63,"LCO14",3,"BTI3",2
"170",2576.578075,64,"LCO14",3,"BTI2",2
"127",2593.555055,65,"LCO14",3,"BTI2",1
"4733",2629.290857,66,"LCO14",3,"LTI2",1
"5112",2653.876697,67,"LCO14",3,"LTI6",1
"4958",2675.719363,68,"LCO14",3,"LTI5",1
"5020",2676.785,69,"LCO14",3,"LTI5",2
"4862",2757.832462,70,"LCO14",3,"LTI4",1
"4797",2763.553111,71,"LCO14",3,"LTI3",1
"1941",2.236642341,1,"LCO15",1,"LCO15",2
"1999",4.197094347,2,"LCO15",1,"LCO15",3
"2118",6.447200056,3,"LCO15",1,"LCO15",4
"2148",8.634689542,4,"LCO15",1,"LCO15",5
"2312",61.79480156,5,"LCO15",1,"LCO15",7
"2374",61.92917109,6,"LCO15",1,"LCO15",8
"2231",61.98380507,7,"LCO15",1,"LCO15",6
"1799",95.07864311,8,"LCO15",1,"LCO14",3
"1714",95.41514121,9,"LCO15",1,"LCO14",2
"1652",95.57566452,10,"LCO15",1,"LCO14",1
"2431",273.0723469,11,"LCO15",1,"LCO16",1
"1577",450.5027867,12,"LCO15",1,"LCO12",5
"1477",450.8020694,13,"LCO15",1,"LCO12",3
"1360",450.8312511,14,"LCO15",1,"LCO12",2
"1553",450.8565819,15,"LCO15",1,"LCO12",4
"1332",450.911597,16,"LCO15",1,"LCO12",1
"1235",621.1957031,17,"LCO15",1,"LCO11B",3
"1190",621.4156433,18,"LCO15",1,"LCO11B",2
"1119",621.5553909,19,"LCO15",1,"LCO11B",1
"2624",816.6781969,20,"LCO15",1,"LCO17",2
"2548",816.6934866,21,"LCO15",1,"LCO17",1
"774",1090.442056,22,"LCO15",1,"LCO10A",1
"833",1091.367262,23,"LCO15",1,"LCO10A",2
"871",1092.378581,24,"LCO15",1,"LCO10A",3
"984",1093.05865,25,"LCO15",1,"LCO10A",4
"995",1094.471163,26,"LCO15",1,"LCO10A",5
"4318",1220.997359,27,"LCO15",1,"LCO9C",1
"4371",1221.300057,28,"LCO15",1,"LCO9C",2
"4455",1221.486402,29,"LCO15",1,"LCO9C",3
"4515",1221.804958,30,"LCO15",1,"LCO9C",4
"4577",1222.263648,31,"LCO15",1,"LCO9C",5
"2938",1267.868396,32,"LCO15",1,"LCO19",5
"2858",1267.906737,33,"LCO15",1,"LCO19",4
"2789",1267.961118,34,"LCO15",1,"LCO19",3
"2700",1268.383184,35,"LCO15",1,"LCO19",2
"2630",1268.925995,36,"LCO15",1,"LCO19",1
"3913",1331.967191,37,"LCO15",1,"LCO9B",1
"4095",1332.022369,38,"LCO15",1,"LCO9B",3
"3980",1332.101746,39,"LCO15",1,"LCO9B",2
"4223",1332.122559,40,"LCO15",1,"LCO9B",5
"4132",1332.175313,41,"LCO15",1,"LCO9B",4
"3854",1579.383172,42,"LCO15",1,"LCO8A",1
"3800",1802.658428,43,"LCO15",1,"LCO4",1
"3223",1834.410676,44,"LCO15",1,"LCO20",3
"3130",1834.504062,45,"LCO15",1,"LCO20",2
"3086",1835.095074,46,"LCO15",1,"LCO20",1
"3737",1934.941386,47,"LCO15",1,"LCO3",1
"3037",2028.805134,48,"LCO15",1,"LCO2",1
"496",2169.872574,49,"LCO15",1,"BTI4",2
"3467",2182.16649,50,"LCO15",1,"LCO21",3
"3405",2182.458812,51,"LCO15",1,"LCO21",2
"3335",2182.525961,52,"LCO15",1,"LCO21",1
"378",2303.456405,53,"LCO15",1,"BTI4",1
"3687",2311.155573,54,"LCO15",1,"LCO21",6
"3614",2311.202726,55,"LCO15",1,"LCO21",5
"3513",2311.31498,56,"LCO15",1,"LCO21",4
"16",2367.552248,57,"LCO15",1,"BTI1",1
"600",2492.872735,58,"LCO15",1,"BTI5",2
"4683",2503.740728,59,"LCO15",1,"LTI1",1
"513",2514.115352,60,"LCO15",1,"BTI5",1
"688",2515.589294,61,"LCO15",1,"BTI6",1
"220",2530.227841,62,"LCO15",1,"BTI3",1
"321",2551.611711,63,"LCO15",1,"BTI3",2
"188",2562.736058,64,"LCO15",1,"BTI2",2
"4714",2571.081373,65,"LCO15",1,"LTI2",1
"77",2580.716179,66,"LCO15",1,"BTI2",1
"5060",2600.930314,67,"LCO15",1,"LTI6",1
"4909",2623.35119,68,"LCO15",1,"LTI5",1
"4986",2624.138861,69,"LCO15",1,"LTI5",2
"4832",2705.392768,70,"LCO15",1,"LTI4",1
"4761",2707.036749,71,"LCO15",1,"LTI3",1
"2009",2.141194956,1,"LCO15",2,"LCO15",3
"1851",2.236642341,2,"LCO15",2,"LCO15",1
"2104",4.249559271,3,"LCO15",2,"LCO15",4
"2178",6.407569696,4,"LCO15",2,"LCO15",5
"2293",61.10360072,5,"LCO15",2,"LCO15",7
"2350",61.15955303,6,"LCO15",2,"LCO15",8
"2251",61.49807052,7,"LCO15",2,"LCO15",6
"1784",95.95809028,8,"LCO15",2,"LCO14",3
"1761",96.35672259,9,"LCO15",2,"LCO14",2
"1679",96.55809425,10,"LCO15",2,"LCO14",1
"2476",272.5816189,11,"LCO15",2,"LCO16",1
"1592",451.1051087,12,"LCO15",2,"LCO12",5
"1471",451.4327828,13,"LCO15",2,"LCO12",3
"1402",451.4691971,14,"LCO15",2,"LCO12",2
"1534",451.4723321,15,"LCO15",2,"LCO12",4
"1327",451.5574232,16,"LCO15",2,"LCO12",1
"1253",621.7751668,17,"LCO15",2,"LCO11B",3
"1165",621.9999263,18,"LCO15",2,"LCO11B",2
"1072",622.1453167,19,"LCO15",2,"LCO11B",1
"2611",817.086036,20,"LCO15",2,"LCO17",2
"2520",817.1118141,21,"LCO15",2,"LCO17",1
"753",1090.93833,22,"LCO15",2,"LCO10A",1
"837",1091.860731,23,"LCO15",2,"LCO10A",2
"923",1092.866571,24,"LCO15",2,"LCO10A",3
"975",1093.5438,25,"LCO15",2,"LCO10A",4
"1040",1094.951314,26,"LCO15",2,"LCO10A",5
"4279",1221.56633,27,"LCO15",2,"LCO9C",1
"4363",1221.866803,28,"LCO15",2,"LCO9C",2
"4424",1222.050298,29,"LCO15",2,"LCO9C",3
"4489",1222.366226,30,"LCO15",2,"LCO9C",4
"4615",1222.822394,31,"LCO15",2,"LCO9C",5
"2963",1268.110633,32,"LCO15",2,"LCO19",5
"2894",1268.152357,33,"LCO15",2,"LCO19",4
"2832",1268.210467,34,"LCO15",2,"LCO19",3
"2739",1268.635763,35,"LCO15",2,"LCO19",2
"2632",1269.182075,36,"LCO15",2,"LCO19",1
"3923",1332.528105,37,"LCO15",2,"LCO9B",1
"4057",1332.576752,38,"LCO15",2,"LCO9B",3
"3977",1332.6594,39,"LCO15",2,"LCO9B",2
"4212",1332.670707,40,"LCO15",2,"LCO9B",5
"4182",1332.726649,41,"LCO15",2,"LCO9B",4
"3852",1579.908865,42,"LCO15",2,"LCO8A",1
"3779",1803.289905,43,"LCO15",2,"LCO4",1
"3207",1834.673712,44,"LCO15",2,"LCO20",3
"3127",1834.769658,45,"LCO15",2,"LCO20",2
"3055",1835.363134,46,"LCO15",2,"LCO20",1
"3756",1935.532829,47,"LCO15",2,"LCO3",1
"3051",2029.368973,48,"LCO15",2,"LCO2",1
"459",2167.657113,49,"LCO15",2,"BTI4",2
"3440",2182.398602,50,"LCO15",2,"LCO21",3
"3367",2182.695329,51,"LCO15",2,"LCO21",2
"3281",2182.764292,52,"LCO15",2,"LCO21",1
"360",2301.24873,53,"LCO15",2,"BTI4",1
"3665",2311.376329,54,"LCO15",2,"LCO21",6
"3578",2311.425036,55,"LCO15",2,"LCO21",5
"3494",2311.543032,56,"LCO15",2,"LCO21",4
"7",2365.398914,57,"LCO15",2,"BTI1",1
"620",2490.641544,58,"LCO15",2,"BTI5",2
"4682",2501.549363,59,"LCO15",2,"LTI1",1
"567",2511.883894,60,"LCO15",2,"BTI5",1
"683",2513.368151,61,"LCO15",2,"BTI6",1
"250",2528.051588,62,"LCO15",2,"BTI3",1
"324",2549.422215,63,"LCO15",2,"BTI3",2
"176",2560.577877,64,"LCO15",2,"BTI2",2
"4729",2568.914884,65,"LCO15",2,"LTI2",1
"102",2578.56432,66,"LCO15",2,"BTI2",1
"5065",2598.73072,67,"LCO15",2,"LTI6",1
"4961",2621.148714,68,"LCO15",2,"LTI5",1
"5023",2621.93778,69,"LCO15",2,"LTI5",2
"4879",2703.190825,70,"LCO15",2,"LTI4",1
"4798",2704.858631,71,"LCO15",2,"LTI3",1
"1943",2.141194956,1,"LCO15",3,"LCO15",2
"2128",2.350200213,2,"LCO15",3,"LCO15",4
"1905",4.197094347,3,"LCO15",3,"LCO15",1
"2172",4.601396472,4,"LCO15",3,"LCO15",5
"2357",61.70911344,5,"LCO15",3,"LCO15",8
"2286",61.72968766,6,"LCO15",3,"LCO15",7
"2232",62.31545772,7,"LCO15",3,"LCO15",6
"1835",95.63609434,8,"LCO15",3,"LCO14",3
"1753",96.09885056,9,"LCO15",3,"LCO14",2
"1641",96.34301555,10,"LCO15",3,"LCO14",1
"2426",273.3425343,11,"LCO15",3,"LCO16",1
"1580",450.4733182,12,"LCO15",3,"LCO12",5
"1442",450.8280564,13,"LCO15",3,"LCO12",3
"1510",450.8533115,14,"LCO15",3,"LCO12",4
"1377",450.8713993,15,"LCO15",3,"LCO12",2
"1291",450.9671892,16,"LCO15",3,"LCO12",1
"1208",621.1191246,17,"LCO15",3,"LCO11B",3
"1147",621.3484318,18,"LCO15",3,"LCO11B",2
"1076",621.499156,19,"LCO15",3,"LCO11B",1
"2595",818.5650362,20,"LCO15",3,"LCO17",2
"2512",818.5981766,21,"LCO15",3,"LCO17",1
"777",1090.201754,22,"LCO15",3,"LCO10A",1
"787",1091.121566,23,"LCO15",3,"LCO10A",2
"916",1092.122359,24,"LCO15",3,"LCO10A",3
"994",1092.796974,25,"LCO15",3,"LCO10A",4
"1063",1094.19989,26,"LCO15",3,"LCO10A",5
"4288",1220.897028,27,"LCO15",3,"LCO9C",1
"4345",1221.195407,28,"LCO15",3,"LCO9C",2
"4452",1221.376224,29,"LCO15",3,"LCO9C",3
"4521",1221.689686,30,"LCO15",3,"LCO9C",4
"4597",1222.143485,31,"LCO15",3,"LCO9C",5
"2924",1269.46844,32,"LCO15",3,"LCO19",5
"2866",1269.51268,33,"LCO15",3,"LCO19",4
"2803",1269.573559,34,"LCO15",3,"LCO19",3
"2714",1270.001252,35,"LCO15",3,"LCO19",2
"2694",1270.550158,36,"LCO15",3,"LCO19",1
"3937",1331.850943,37,"LCO15",3,"LCO9B",1
"4089",1331.893469,38,"LCO15",3,"LCO9B",3
"4038",1331.979181,39,"LCO15",3,"LCO9B",2
"4205",1331.981588,40,"LCO15",3,"LCO9B",5
"4164",1332.040512,41,"LCO15",3,"LCO9B",4
"3900",1579.19832,42,"LCO15",3,"LCO8A",1
"3825",1802.678746,43,"LCO15",3,"LCO4",1
"3255",1836.046171,44,"LCO15",3,"LCO20",3
"3162",1836.144011,45,"LCO15",3,"LCO20",2
"3089",1836.739306,46,"LCO15",3,"LCO20",1
"3727",1934.883427,47,"LCO15",3,"LCO3",1
"3003",2028.693457,48,"LCO15",3,"LCO2",1
"451",2165.719179,49,"LCO15",3,"BTI4",2
"3430",2183.747795,50,"LCO15",3,"LCO21",3
"3346",2184.047811,51,"LCO15",3,"LCO21",2
"3280",2184.118127,52,"LCO15",3,"LCO21",1
"363",2299.290011,53,"LCO15",3,"BTI4",1
"3655",2312.716939,54,"LCO15",3,"LCO21",6
"3567",2312.766812,55,"LCO15",3,"LCO21",5
"3484",2312.889107,56,"LCO15",3,"LCO21",4
"14",2363.355298,57,"LCO15",3,"BTI1",1
"585",2488.769897,58,"LCO15",3,"BTI5",2
"4642",2500.025335,59,"LCO15",3,"LTI1",1
"521",2510.014052,60,"LCO15",3,"BTI5",1
"644",2511.448755,61,"LCO15",3,"BTI6",1
"228",2526.035823,62,"LCO15",3,"BTI3",1
"293",2547.426865,63,"LCO15",3,"BTI3",2
"168",2558.539529,64,"LCO15",3,"BTI2",2
"4707",2567.467286,65,"LCO15",3,"LTI2",1
"85",2576.519156,66,"LCO15",3,"BTI2",1
"5066",2597.177923,67,"LCO15",3,"LTI6",1
"4967",2619.585253,68,"LCO15",3,"LTI5",1
"5029",2620.379523,69,"LCO15",3,"LTI5",2
"4854",2701.629345,70,"LCO15",3,"LTI4",1
"4802",2703.376844,71,"LCO15",3,"LTI3",1
"2187",2.252335857,1,"LCO15",4,"LCO15",5
"2038",2.350200213,2,"LCO15",4,"LCO15",3
"1926",4.249559271,3,"LCO15",4,"LCO15",2
"1907",6.447200056,4,"LCO15",4,"LCO15",1
"2389",60.86839843,5,"LCO15",4,"LCO15",8
"2277",60.97122868,6,"LCO15",4,"LCO15",7
"2214",61.77041703,7,"LCO15",4,"LCO15",6
"1798",96.82563936,8,"LCO15",4,"LCO14",3
"1721",97.34861819,9,"LCO15",4,"LCO14",2
"1639",97.63223722,10,"LCO15",4,"LCO14",1
"2434",272.6728641,11,"LCO15",4,"LCO16",1
"1575",451.3127131,12,"LCO15",4,"LCO12",5
"1480",451.6963429,13,"LCO15",4,"LCO12",3
"1492",451.7063669,14,"LCO15",4,"LCO12",4
"1364",451.747041,15,"LCO15",4,"LCO12",2
"1325",451.8508393,16,"LCO15",4,"LCO12",1
"1256",621.929546,17,"LCO15",4,"LCO11B",3
"1181",622.1637683,18,"LCO15",4,"LCO11B",2
"1111",622.3202487,19,"LCO15",4,"LCO11B",1
"2573",818.8109755,20,"LCO15",4,"LCO17",2
"2509",818.8552403,21,"LCO15",4,"LCO17",1
"712",1090.920525,22,"LCO15",4,"LCO10A",1
"817",1091.837451,23,"LCO15",4,"LCO10A",2
"883",1092.832613,24,"LCO15",4,"LCO10A",3
"966",1093.504307,25,"LCO15",4,"LCO10A",4
"1045",1094.902077,26,"LCO15",4,"LCO10A",5
"4277",1221.689356,27,"LCO15",4,"LCO9C",1
"4352",1221.985456,28,"LCO15",4,"LCO9C",2
"4451",1222.163357,29,"LCO15",4,"LCO9C",3
"4524",1222.474128,30,"LCO15",4,"LCO9C",4
"4548",1222.925343,31,"LCO15",4,"LCO9C",5
"2922",1269.535235,32,"LCO15",4,"LCO19",5
"2873",1269.583045,33,"LCO15",4,"LCO19",4
"2800",1269.647859,34,"LCO15",4,"LCO19",3
"2764",1270.07896,35,"LCO15",4,"LCO19",2
"2692",1270.63156,36,"LCO15",4,"LCO19",1
"3906",1332.63439,37,"LCO15",4,"LCO9B",1
"4099",1332.670232,38,"LCO15",4,"LCO9B",3
"4260",1332.751965,39,"LCO15",4,"LCO9B",5
"4010",1332.75929,40,"LCO15",4,"LCO9B",2
"4179",1332.814153,41,"LCO15",4,"LCO9B",4
"3875",1579.944588,42,"LCO15",4,"LCO8A",1
"3815",1803.532479,43,"LCO15",4,"LCO4",1
"3203",1836.13268,44,"LCO15",4,"LCO20",3
"3167",1836.233224,45,"LCO15",4,"LCO20",2
"3084",1836.831121,46,"LCO15",4,"LCO20",1
"3711",1935.695918,47,"LCO15",4,"LCO3",1
"2986",2029.477486,48,"LCO15",4,"LCO2",1
"494",2163.425985,49,"LCO15",4,"BTI4",2
"3414",2183.800845,50,"LCO15",4,"LCO21",3
"3392",2184.105511,51,"LCO15",4,"LCO21",2
"3334",2184.177741,52,"LCO15",4,"LCO21",1
"364",2297.009505,53,"LCO15",4,"BTI4",1
"3658",2312.757768,54,"LCO15",4,"LCO21",6
"3571",2312.809281,55,"LCO15",4,"LCO21",5
"3482",2312.937635,56,"LCO15",4,"LCO21",4
"42",2361.153296,57,"LCO15",4,"BTI1",1
"577",2486.447049,58,"LCO15",4,"BTI5",2
"4632",2497.691785,59,"LCO15",4,"LTI1",1
"507",2507.690588,60,"LCO15",4,"BTI5",1
"640",2509.145758,61,"LCO15",4,"BTI6",1
"258",2523.802038,62,"LCO15",4,"BTI3",1
"290",2545.173997,63,"LCO15",4,"BTI3",2
"184",2556.330908,64,"LCO15",4,"BTI2",2
"4702",2565.150458,65,"LCO15",4,"LTI2",1
"89",2574.319158,66,"LCO15",4,"BTI2",1
"5080",2594.839407,67,"LCO15",4,"LTI6",1
"4966",2617.245097,68,"LCO15",4,"LTI5",1
"4999",2618.040153,69,"LCO15",4,"LTI5",2
"4896",2699.289483,70,"LCO15",4,"LTI4",1
"4805",2701.051921,71,"LCO15",4,"LTI3",1
"2101",2.252335857,1,"LCO15",5,"LCO15",4
"2008",4.601396472,2,"LCO15",5,"LCO15",3
"1952",6.407569696,3,"LCO15",5,"LCO15",2
"1911",8.634689542,4,"LCO15",5,"LCO15",1
"2393",60.04321792,5,"LCO15",5,"LCO15",8
"2327",60.22551969,6,"LCO15",5,"LCO15",7
"2264",61.22987647,7,"LCO15",5,"LCO15",6
"1844",98.08870171,8,"LCO15",5,"LCO14",3
"1770",98.6661155,9,"LCO15",5,"LCO14",2
"1696",98.9853353,10,"LCO15",5,"LCO14",1
"2460",271.9527798,11,"LCO15",5,"LCO16",1
"1594",452.2197146,12,"LCO15",5,"LCO12",5
"1537",452.626162,13,"LCO15",5,"LCO12",4
"1472",452.6304066,14,"LCO15",5,"LCO12",3
"1418",452.6879917,15,"LCO15",5,"LCO12",2
"1334",452.7992861,16,"LCO15",5,"LCO12",1
"1211",622.8066826,17,"LCO15",5,"LCO11B",3
"1167",623.0455177,18,"LCO15",5,"LCO11B",2
"1115",623.207401,19,"LCO15",5,"LCO11B",1
"2613",818.9530499,20,"LCO15",5,"LCO17",2
"2547",819.0080116,21,"LCO15",5,"LCO17",1
"762",1091.708321,22,"LCO15",5,"LCO10A",1
"810",1092.622523,23,"LCO15",5,"LCO10A",2
"873",1093.612374,24,"LCO15",5,"LCO10A",3
"946",1094.281312,25,"LCO15",5,"LCO10A",4
"1046",1095.674228,26,"LCO15",5,"LCO10A",5
"4327",1222.545969,27,"LCO15",5,"LCO9C",1
"4355",1222.839924,28,"LCO15",5,"LCO9C",2
"4405",1223.01508,29,"LCO15",5,"LCO9C",3
"4502",1223.323319,30,"LCO15",5,"LCO9C",4
"4545",1223.7721,31,"LCO15",5,"LCO9C",5
"2937",1269.503072,32,"LCO15",5,"LCO19",5
"2896",1269.554305,33,"LCO15",5,"LCO19",4
"2826",1269.622891,34,"LCO15",5,"LCO19",3
"2749",1270.057257,35,"LCO15",5,"LCO19",2
"2679",1270.613397,36,"LCO15",5,"LCO19",1
"3953",1333.482341,37,"LCO15",5,"LCO9B",1
"4056",1333.511891,38,"LCO15",5,"LCO9B",3
"4213",1333.587613,39,"LCO15",5,"LCO9B",5
"3982",1333.6041,40,"LCO15",5,"LCO9B",2
"4125",1333.652874,41,"LCO15",5,"LCO9B",4
"3848",1580.756999,42,"LCO15",5,"LCO8A",1
"3795",1804.445665,43,"LCO15",5,"LCO4",1
"3216",1836.118159,44,"LCO15",5,"LCO20",3
"3147",1836.221297,45,"LCO15",5,"LCO20",2
"3085",1836.821689,46,"LCO15",5,"LCO20",1
"3762",1936.570154,47,"LCO15",5,"LCO3",1
"3026",2030.324828,48,"LCO15",5,"LCO2",1
"476",2161.252552,49,"LCO15",5,"BTI4",2
"3457",2183.753798,50,"LCO15",5,"LCO21",3
"3360",2184.062921,51,"LCO15",5,"LCO21",2
"3277",2184.136986,52,"LCO15",5,"LCO21",1
"407",2294.850523,53,"LCO15",5,"BTI4",1
"3647",2312.698878,54,"LCO15",5,"LCO21",6
"3602",2312.751963,55,"LCO15",5,"LCO21",5
"3487",2312.886123,56,"LCO15",5,"LCO21",4
"60",2359.080426,57,"LCO15",5,"BTI1",1
"627",2484.238451,58,"LCO15",5,"BTI5",2
"4676",2495.445726,59,"LCO15",5,"LTI1",1
"541",2505.481227,60,"LCO15",5,"BTI5",1
"665",2506.960945,61,"LCO15",5,"BTI6",1
"219",2521.694787,62,"LCO15",5,"BTI3",1
"319",2543.04583,63,"LCO15",5,"BTI3",2
"143",2554.250899,64,"LCO15",5,"BTI2",2
"4700",2562.91551,65,"LCO15",5,"LTI2",1
"73",2572.248411,66,"LCO15",5,"BTI2",1
"5061",2592.590516,67,"LCO15",5,"LTI6",1
"4936",2614.995359,68,"LCO15",5,"LTI5",1
"4993",2615.790814,69,"LCO15",5,"LTI5",2
"4837",2697.039892,70,"LCO15",5,"LTI4",1
"4770",2698.81138,71,"LCO15",5,"LTI3",1
"2279",5.872654375,1,"LCO15",6,"LCO15",7
"2346",8.155281264,2,"LCO15",6,"LCO15",8
"2138",61.22987647,3,"LCO15",6,"LCO15",5
"1946",61.49807052,4,"LCO15",6,"LCO15",2
"2096",61.77041703,5,"LCO15",6,"LCO15",4
"1865",61.98380507,6,"LCO15",6,"LCO15",1
"2027",62.31545772,7,"LCO15",6,"LCO15",3
"1816",156.6017073,8,"LCO15",6,"LCO14",3
"1737",156.7400108,9,"LCO15",6,"LCO14",2
"1686",156.7492284,10,"LCO15",6,"LCO14",1
"2454",211.0937174,11,"LCO15",6,"LCO16",1
"1565",512.4556338,12,"LCO15",6,"LCO12",5
"1452",512.7258832,13,"LCO15",6,"LCO12",3
"1358",512.7461273,14,"LCO15",6,"LCO12",2
"1496",512.7968922,15,"LCO15",6,"LCO12",4
"1333",512.8160159,16,"LCO15",6,"LCO12",1
"1272",683.1635923,17,"LCO15",6,"LCO11B",3
"1170",683.3804003,18,"LCO15",6,"LCO11B",2
"1098",683.5161213,19,"LCO15",6,"LCO11B",1
"2598",760.4632767,20,"LCO15",6,"LCO17",2
"2543",760.6083742,21,"LCO15",6,"LCO17",1
"759",1152.420263,22,"LCO15",6,"LCO10A",1
"828",1153.344379,23,"LCO15",6,"LCO10A",2
"889",1154.353289,24,"LCO15",6,"LCO10A",3
"927",1155.031964,25,"LCO15",6,"LCO10A",4
"1052",1156.441784,26,"LCO15",6,"LCO10A",5
"2978",1209.701104,27,"LCO15",6,"LCO19",5
"2904",1209.772871,28,"LCO15",6,"LCO19",4
"2839",1209.864256,29,"LCO15",6,"LCO19",3
"2761",1210.318477,30,"LCO15",6,"LCO19",2
"2666",1210.896279,31,"LCO15",6,"LCO19",1
"4322",1282.969642,32,"LCO15",6,"LCO9C",1
"4356",1283.273509,33,"LCO15",6,"LCO9C",2
"4429",1283.461258,34,"LCO15",6,"LCO9C",3
"4517",1283.781018,35,"LCO15",6,"LCO9C",4
"4565",1284.240781,36,"LCO15",6,"LCO9C",5
"3926",1393.943306,37,"LCO15",6,"LCO9B",1
"4088",1394.001093,38,"LCO15",6,"LCO9B",3
"3991",1394.079231,39,"LCO15",6,"LCO9B",2
"4202",1394.10327,40,"LCO15",6,"LCO9B",5
"4155",1394.15507,41,"LCO15",6,"LCO9B",4
"3857",1641.366977,42,"LCO15",6,"LCO8A",1
"3196",1776.396516,43,"LCO15",6,"LCO20",3
"3145",1776.515508,44,"LCO15",6,"LCO20",2
"3060",1777.131202,45,"LCO15",6,"LCO20",1
"3773",1864.570111,46,"LCO15",6,"LCO4",1
"3694",1996.897265,47,"LCO15",6,"LCO3",1
"3011",2090.779469,48,"LCO15",6,"LCO2",1
"3434",2123.831927,49,"LCO15",6,"LCO21",3
"3372",2124.166426,50,"LCO15",6,"LCO21",2
"3313",2124.251008,51,"LCO15",6,"LCO21",1
"452",2164.631294,52,"LCO15",6,"BTI4",2
"3650",2252.708387,53,"LCO15",6,"LCO21",6
"3589",2252.770157,54,"LCO15",6,"LCO21",5
"3516",2252.936653,55,"LCO15",6,"LCO21",4
"415",2299.610249,56,"LCO15",6,"BTI4",1
"3",2370.660657,57,"LCO15",6,"BTI1",1
"4648",2478.085819,58,"LCO15",6,"LTI1",1
"618",2483.336308,59,"LCO15",6,"BTI5",2
"540",2504.466309,60,"LCO15",6,"BTI5",1
"658",2508.996609,61,"LCO15",6,"BTI6",1
"264",2530.753959,62,"LCO15",6,"BTI3",1
"4753",2542.632589,63,"LCO15",6,"LTI2",1
"314",2550.445254,64,"LCO15",6,"BTI3",2
"164",2565.280484,65,"LCO15",6,"BTI2",2
"5101",2576.348959,66,"LCO15",6,"LTI6",1
"76",2583.908699,67,"LCO15",6,"BTI2",1
"4965",2599.179487,68,"LCO15",6,"LTI5",1
"5025",2599.763766,69,"LCO15",6,"LTI5",2
"4804",2679.77345,70,"LCO15",6,"LTI3",1
"4892",2681.123868,71,"LCO15",6,"LTI4",1
"2403",2.283147599,1,"LCO15",7,"LCO15",8
"2234",5.872654375,2,"LCO15",7,"LCO15",6
"2165",60.22551969,3,"LCO15",7,"LCO15",5
"2075",60.97122868,4,"LCO15",7,"LCO15",4
"1953",61.10360072,5,"LCO15",7,"LCO15",2
"2026",61.72968766,6,"LCO15",7,"LCO15",3
"1878",61.79480156,7,"LCO15",7,"LCO15",1
"1793",156.8017448,8,"LCO15",7,"LCO14",3
"1727",157.0495907,9,"LCO15",7,"LCO14",2
"1677",157.1316414,10,"LCO15",7,"LCO14",1
"2448",211.7273639,11,"LCO15",7,"LCO16",1
"1620",512.1959595,12,"LCO15",7,"LCO12",5
"1490",512.5344055,13,"LCO15",7,"LCO12",3
"1522",512.5694386,14,"LCO15",7,"LCO12",4
"1366",512.572069,15,"LCO15",7,"LCO12",2
"1336",512.660961,16,"LCO15",7,"LCO12",1
"1273",682.8484472,17,"LCO15",7,"LCO11B",3
"1163",683.077163,18,"LCO15",7,"LCO11B",2
"1094",683.2268381,19,"LCO15",7,"LCO11B",1
"2561",763.4555457,20,"LCO15",7,"LCO17",2
"2491",763.6264299,21,"LCO15",7,"LCO17",1
"728",1151.891695,22,"LCO15",7,"LCO10A",1
"790",1152.808679,23,"LCO15",7,"LCO10A",2
"863",1153.803677,24,"LCO15",7,"LCO10A",3
"947",1154.475143,25,"LCO15",7,"LCO10A",4
"1012",1155.872273,26,"LCO15",7,"LCO10A",5
"2972",1212.219896,27,"LCO15",7,"LCO19",5
"2898",1212.300108,28,"LCO15",7,"LCO19",4
"2811",1212.400792,29,"LCO15",7,"LCO19",3
"2732",1212.863034,30,"LCO15",7,"LCO19",2
"2645",1213.449518,31,"LCO15",7,"LCO19",1
"4289",1282.62631,32,"LCO15",7,"LCO9C",1
"4349",1282.924433,33,"LCO15",7,"LCO9C",2
"4447",1283.104832,34,"LCO15",7,"LCO9C",3
"4497",1283.417818,35,"LCO15",7,"LCO9C",4
"4572",1283.871078,36,"LCO15",7,"LCO9C",5
"3924",1393.578904,37,"LCO15",7,"LCO9B",1
"4079",1393.619801,38,"LCO15",7,"LCO9B",3
"4215",1393.705864,39,"LCO15",7,"LCO9B",5
"4025",1393.706395,40,"LCO15",7,"LCO9B",2
"4189",1393.765899,41,"LCO15",7,"LCO9B",4
"3905",1640.910533,42,"LCO15",7,"LCO8A",1
"3254",1778.935069,43,"LCO15",7,"LCO20",3
"3152",1779.060356,44,"LCO15",7,"LCO20",2
"3091",1779.682084,45,"LCO15",7,"LCO20",1
"3813",1864.390551,46,"LCO15",7,"LCO4",1
"3726",1996.612126,47,"LCO15",7,"LCO3",1
